,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,441719571.65,401604295.12,431673979.36,489924852.31,423612100.89,450139857.38,536431654.95,689000297.64,651262037.57,657206144.76,776013878.21,747548082.01,637745415.04,601701373.08,601866541.93,650579390.77,722791078.19,766806409.99,432820490.95,380929707.31,298097202.42,384321341.18,502609917.43,474167662.89,434617322.44,415701767.51,518848051.15,532227047.48,403075745.57,402725538.82,589359183.17,587650163.76,450214827.62,458007800.68,601617280.74,571642602.67,500985930.07,416693292.88,465652782.64,468356466.85,416149287.01,379909340.91,357735678.84,331355346.18,278677945.41,256882532.08,239201148.63,239214815.10,197532667.78,161978703.89,185776511.50,156283477.77,142475169.39,119594852.18,205517265.53,182311721.31,215546137.90,212693846.68,242321625.92,232762004.46,234862381.01,84554585.68,81202527.23,59372568.67,36872521.19,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17100.00,234080.00,135350.00,0,184980.00,363280.00,64125.00,0,0,0,0,152570.00,0,0,2478330.00,0,0,1558775.00,229040.00,489720.00,0,0,0,0,0,0,0,0,0,10000000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,664272618.59,637638513.51,583788688.53,533545158.83,569958883.18,501177533.99,399855032.52,346707610.20,0,259009408.32,0,220840584.55,0,266949662.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,6708011.13,5131711.53,4641163.41,2258848.90,522000.00,2631764.00,946000.00,1473208.95,868835.04,400000.00,383347.25,874200.00,2151385.80,3147653.80,2088500.00,1249710.00,1789410.00,1950000.00,1923000.00,4465480.60,3768960.00,3800768.00,2242993.00,5298385.00,4000000.00,8148086.00,7765336.00,957290.00,2421206.00,2139551.00,645337.00,538096.00,626741.70,854360.60,1553420.74,1027704.56,1218464.60,1697289.25,2235120.00,1935925.00,1373080.00,2538560.00,2731053.50,1720190.00,1693153.00,2050000.00,1590000.00,1357894.00,2093000.00,573254.05,1573549.28,1742807.36,0,650000.00,1500000.00,2777800.00,600000.00,0,1062076.00,1700912.60,750000.00,700000.00,0,0,500000.00,0.0
7,应收账款,657564607.46,632506801.98,579147525.12,531286309.93,569436883.18,498545769.99,398909032.52,345234401.25,321678792.73,258609408.32,205795605.92,219966384.55,279875505.45,263802008.47,232307641.94,230796126.10,173914986.07,181789767.46,187537750.80,180214201.20,207172888.73,178067818.95,138272937.75,139172484.86,138287235.86,129106826.88,117525377.59,109559428.39,144013003.61,125325679.54,117814252.69,111774342.83,147635385.28,119032625.94,98685061.92,94895853.02,106428417.80,122629547.89,103507359.18,86337855.83,110716643.75,103270051.57,98793164.65,85789309.31,109367425.19,103034133.10,90723530.77,79624469.18,78070356.92,75791432.81,68949673.96,67871340.59,73816185.79,69066404.20,66576467.26,62783329.59,71668220.95,67601301.83,58680466.21,49944597.29,54938793.77,54711067.72,48866602.24,52840715.98,48999560.79,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
