,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,428851606.04,216483610.67,225905191.16,103832710.15,169512260.69,134142994.92,277556456.47,144105604.70,161793218.56,128227347.28,153232791.88,125075302.27,218497640.10,164058426.73,190981593.06,160752546.74,159184710.93,127041585.85,131254844.47,700316175.26,80045669.65,82114278.66,57106710.45,67919642.51,69898791.56,75871845.22,80238612.50,40448975.04,55145531.39,65496362.36,39796201.86,45140079.51,55926573.46,44625579.48,59594020.80,57309242.90,69122979.84,59227551.94,52892830.19,63554619.33,77376177.95,49878973.69,47282230.93,40290112.55,39674670.71,35799938.94,58112448.14,71548492.01,75872874.23,73837380.50,71769630.78,69729487.31,77658825.83,97288395.72,99078014.30,94234746.36,105804080.45,72755111.96,164524685.78,171829982.56,125339522.96,131635052.69,155189543.46,226882857.27,265627895.03,301915203.57,259163208.50,159207904.93,213558385.92,228110810.03,157527442.32,122939420.45,96504328.08,67009060.76,22071517.19,0,32323968.43,28181863.74,40336918.28,194023255.03,200115540.66,120884224.65,118960293.57,0,143448466.92,0,149987430.71,0,157558842.18,0,97600110.95,61282872.12,0.0
3,交易性金融资产,60486575.34,364882733.47,229405600.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50490.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54400.00,52000.00,52000.00,52000.00,52000.00,0,0,52000.00,16000.00,0,0,0,0,0,0,10000.00,710000.00,710000.00,0,1955637.09,0,10179622.25,0,16509830.13,0,8184643.39,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,112613224.27,117114399.06,113548299.77,97458548.16,86104660.51,82647161.46,81270957.00,62315731.59,44215236.68,0,0,0,113736.64,0,0,0,0,0,0,0,1373257.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94160.00,0,0,0,27000.00,1520000.00,2000000.00,200000.00,0,0,100000.00,688000.00,52000.00,52000.00,0,0,135000.00,0,0,150000.00,0,540000.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,112613224.27,117114399.06,113548299.77,97458548.16,86104660.51,82647161.46,81270957.00,62315731.59,44215236.68,7425022.26,2221154.93,1284054.97,113736.64,2371704.69,1664778.74,2686227.71,562051.31,3395519.89,4102502.80,2587464.06,1373257.89,2932689.23,4510326.96,4534223.44,5016738.78,5138540.13,5742659.52,6018769.75,5779383.21,7247651.00,7259171.62,6741642.96,6926224.94,7300839.31,6818385.86,9095623.61,8831986.63,8665277.26,4998925.33,10878297.60,8813731.55,13580262.43,14839146.11,13779337.03,12965748.61,17195447.44,29819451.35,28494586.34,32083208.51,28821053.15,27157356.85,27360266.35,28265819.96,19562849.06,27717564.61,29670647.19,23910250.18,28609801.57,29169635.18,28112436.83,25180824.11,31815300.36,33833776.17,32717489.94,27762352.33,24833933.42,24014786.60,26594576.22,24425752.87,62870082.49,69975063.32,80076559.24,85707227.59,62029980.92,27141422.80,0,28860979.65,44827836.81,42367765.42,49505784.45,51114986.15,50093822.82,53190734.02,0,66638120.04,0,90341220.16,0,99208143.15,0,101959699.79,69056238.66,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
