,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5215014744.85,7115742150.06,5673603437.96,4243551339.58,6720851744.78,8650398675.52,6419887326.22,3925588324.60,5032216474.52,6333431598.17,6436326135.05,4988918824.69,4207867021.12,4102800423.45,3487825900.84,3087483767.63,5771987313.08,3197230228.16,3681675230.88,4248663179.28,3886279900.33,4419157632.10,2430358433.07,2659387772.05,2349035762.82,2644100608.09,4239381152.89,3354403608.92,2806106691.70,4018380225.56,1794201321.95,2896871292.21,3439673548.57,1930685878.26,2562782962.39,3098201838.80,2799988060.11,2318007483.14,3123281514.96,3380681831.76,3723425414.43,688523370.82,1324511477.47,2885051927.86,4082702305.79,4587313188.95,6615652918.60,4939646529.26,4660337151.92,4641445943.19,787757343.28,1153875471.50,626785073.15,434864432.70,533202110.05,644110362.02,422746306.08,322485993.15,714769378.64,653928707.31,565827002.72,167632005.36,479195516.31,384642666.38,209620296.14,164433241.04,290666254.86,139481310.22,104966626.48,90144874.93,118991909.25,98184811.13,103065065.25,45999181.54,82994227.41,61522341.25,82931355.63,193259079.87,218836837.01,74756798.11,63696607.98,141061515.99,0,23985803.67,6197028.36,5974166.98,12444916.07,0.0
3,交易性金融资产,0,100116595.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,584562665.81,460974394.65,713199287.26,1022420556.99,1095415062.93,907166420.69,920836056.14,1318014556.80,992471387.58,574284229.47,0,607326519.45,0,323879681.01,0,401739425.06,0,0,0,0,0,0,0,0,0,347993218.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,314000000.00,327353737.15,503961737.15,719013553.02,760378704.00,632270000.00,406999858.60,690546935.99,170489051.40,200586755.22,171364719.10,117536639.87,90791350.00,150735000.00,37595266.50,108562313.50,66344334.00,195718020.00,54515210.00,201309421.27,350331223.33,655004658.56,330519598.59,483906966.37,416145914.65,335601837.42,276125184.88,328317631.45,166281577.71,165116269.33,194820571.18,105376461.52,99864967.00,38000000.00,98000000.00,105600000.00,95000000.00,87250000.00,125427000.00,152283521.30,106640000.00,45000000.00,94036279.00,68140000.00,54824859.00,66860144.00,76353088.15,148260545.14,89835000.00,54100000.00,62379741.60,11811471.20,1633400.00,31811099.00,10985920.00,5723986.30,2673097.30,114730.00,1401000.00,0,0,0,0,0,625430.00,2528000.00,4600000.00,3620000.00,370000.00,2036133.00,5086792.04,2491900.00,10499350.00,4553081.00,6884390.00,42664500.00,5384523.99,7786800.00,8553935.44,4450000.00,0,0,0,0,0,0,0,0.0
7,应收账款,270562665.81,133620657.50,209237550.11,303407003.97,335036358.93,274896420.69,513836197.54,627467620.81,821982336.18,373697474.25,590924817.60,489789879.58,618806593.99,173144681.01,438472289.81,293177111.56,493282355.19,116825437.92,232040275.31,248930709.59,451145685.41,376713753.71,397271270.52,65997388.04,214605236.87,12391380.84,95399978.21,73200842.39,173672539.77,165202311.63,60244598.46,23275272.02,31755623.79,189125556.84,372654844.00,294249320.07,59317456.28,56766770.92,5383438.32,117745726.36,289221606.93,1963789.81,23710651.18,10017353.64,13907420.10,2457530.41,1929890.59,3833176.55,27814248.34,28466365.92,24019193.35,54799455.84,46726653.28,17339561.51,44998836.89,48651871.94,50804473.03,47997844.11,51185714.20,31122116.67,20825622.17,33531099.43,36515066.79,24287210.92,47698127.95,30429136.17,40697410.63,52259740.42,103505817.88,51250423.13,67639495.23,73202556.35,72284169.87,85611419.03,44892704.64,82700822.22,42223417.98,40175270.70,44108729.87,102934281.35,60745713.62,91848908.18,0,0,182300.98,411600.35,1692792.48,0.0
8,应收款项融资,23214240.14,13577366.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
