,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2749647700.83,2935087885.72,3002430677.02,2440179643.76,2360329107.80,1965373520.73,1654041491.08,1421208836.18,1700640621.85,1603733277.35,1534421764.86,2339308296.60,2306456647.00,2297474687.39,1954910316.28,1842965331.17,1813818127.98,1797229355.48,2397769194.31,2821703090.20,3021000556.17,1333380463.15,1397672126.56,1241235415.98,881239597.09,940575979.27,1170899758.19,933674832.35,901629955.83,419540883.62,624660536.58,606922920.54,524984890.56,561246083.17,921790888.17,832766767.42,702746449.53,234046814.75,382745548.56,212269752.16,128125168.39,96504235.77,245012221.09,145242040.56,93896686.48,71082343.90,60654570.77,97473648.53,54601008.30,66478882.81,46298984.99,21348003.50,121923452.23,52570416.83,24491843.24,60909818.80,49135456.63,42870397.88,45221344.94,56137532.57,81679937.04,72113993.35,108342330.48,81436404.64,57866100.98,141277702.34,61967597.38,59263858.03,148049581.43,94711069.94,93915964.59,105857205.28,130436396.06,141353859.03,183758717.29,7354896.14,10280276.02,7252111.46,13825762.55,0.0
3,交易性金融资产,0,150000000.00,300000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000.00,0,0,0,0,0,321086.42,321086.42,300000.00,0,0,0,0,0,0,0,11741337.65,9964270.33,0,0,0,0,0,0,0,0,0,0,500000.00,500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,328453576.75,343277851.63,275211336.40,226313814.84,216412940.44,297880995.58,252810539.78,169828631.24,115774579.25,0,44356947.84,0,54669230.89,0,74032349.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,99923130.03,52779008.18,32509339.83,28378826.60,26154406.27,18115491.60,6722736.22,2000000.00,8344206.82,1240289.80,0,60000.00,1370222.38,10012445.92,65660595.95,104978025.75,167105289.19,287656754.10,253699411.98,313547146.54,370075242.25,339536108.11,336163141.59,459793920.52,463291944.07,431290303.68,355411054.56,412626951.10,351111381.08,216629278.77,281879825.12,70633396.14,24596468.80,52374315.88,17232080.51,11091539.40,7536008.13,1518573.56,6358596.37,24290561.22,27434530.95,8413526.04,10160236.96,12419772.80,21253674.57,10299851.30,13447192.20,3729066.44,41612829.52,8926415.23,26913007.65,22987245.19,11560622.41,9171574.25,5627351.23,11441530.26,19140092.05,2591204.65,2569638.90,2110732.40,7305799.20,2546709.96,2078510.72,2627722.58,7872878.10,100000.00,119000.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,228530446.72,290498843.45,242701996.57,197934988.24,190258534.17,279765503.98,246087803.56,167828631.24,107430372.43,140959488.90,44356947.84,22438810.01,53299008.51,16661444.83,8371753.92,13058289.16,21155687.29,265895327.00,408177442.02,567160838.98,327732874.96,297788288.71,270224036.82,269015227.16,203244657.25,360523696.82,81771577.90,78427282.58,55117927.46,112681309.82,62683262.18,113694037.84,51611979.73,163960244.06,104848719.13,146024847.39,187574675.58,74585785.73,75116188.50,19437703.79,31778655.93,32660177.56,47504368.95,36597912.92,28042328.73,32358720.41,31154869.91,49619138.77,38194917.83,48537184.78,50149146.36,44109248.74,33557366.59,51605500.17,61423907.69,71356777.56,67335666.35,102726442.61,123816359.33,126012321.15,136032490.80,107914940.76,101243708.74,114145216.94,161339879.05,116329130.54,164090895.50,123696634.90,141514184.52,69654264.55,69974922.75,60323333.18,72371479.27,66907789.55,60131425.52,41532710.62,38011310.12,39435178.02,43722212.48,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
