,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,207710449.51,248293481.77,272232841.34,291108582.66,253905804.66,169463779.95,149080921.18,162652342.23,192587978.59,41780401.97,33768217.37,57428498.20,143069912.75,49148055.53,54495084.47,59739854.06,74891304.35,142641411.74,14584884.75,15691220.21,24862238.45,16437821.11,27457690.61,16400196.87,53687817.30,12171731.18,12999303.72,19779457.18,48621537.08,20785496.73,30224176.63,29868224.29,35273103.51,36291452.57,7529947.88,64168785.07,44888457.42,52188205.37,51304914.96,65571005.42,56489831.52,56494351.78,17085548.10,65210201.75,16843386.94,24109470.54,17805209.37,16828425.53,25865256.67,17171244.37,16555491.03,8369840.73,22787801.03,5263607.24,9869105.53,16446094.82,48183542.23,102252487.56,98988648.89,96435131.05,128682284.14,84044693.88,73233259.21,189379205.00,23700222.47,24804281.68,5694890.72,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,266042939.56,283798453.40,281093873.98,276936300.07,239891336.49,282037192.40,274560131.46,258426851.48,255173127.55,0,287738694.35,0,310039740.09,0,323735863.57,0,0,320592872.09,158851574.23,140849143.31,0,145782691.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,6239583.39,26364659.31,26605325.85,30286637.23,32816873.81,33083781.90,29756621.10,35575364.64,25291937.19,14025894.40,9141368.60,11189592.16,26398169.99,20941412.21,31554480.00,38311564.80,74258070.01,38809176.60,0,400000.00,240000.00,0,930000.00,598000.00,9788800.00,600000.00,1381000.00,500000.00,1350000.00,100000.00,500000.00,300000.00,1300000.00,300000.00,350000.00,1316000.00,7355667.17,100000.00,0,16071797.00,16171797.00,100000.00,0,104194.80,20764299.20,17900.00,100000.00,100000.00,0,0,400000.00,2341649.45,2611649.45,2169253.71,2169253.71,0,14721996.83,0,8281367.80,9450000.00,8912661.52,16600000.00,11796317.99,0,100000.00,1041500.00,550000.00,0.0
7,应收账款,259803356.17,257433794.09,254488548.13,246649662.84,207074462.68,248953410.50,244803510.36,222851486.84,229881190.36,259365372.59,278597325.75,287207557.14,283641570.10,336554945.89,292181383.57,283308354.85,307428303.50,281783695.49,158851574.23,140449143.31,151301101.27,145782691.66,143023566.39,130796746.46,139444786.61,150229102.26,135199417.70,96141337.09,77016648.82,96668313.21,80651425.40,86865214.55,77312221.72,71157934.19,70442983.46,59251347.70,58198086.26,76237468.46,53904185.06,38688884.06,31799840.23,29937864.94,34248891.47,28097851.39,32436128.52,54993391.06,43501019.92,49626406.27,46297694.39,47792293.38,53959276.70,54010549.66,69915180.06,93427361.43,65258967.11,75506370.37,58490928.82,72987785.73,63799654.88,58090503.61,45412365.37,53536215.81,44921490.33,30167660.38,26472120.93,21650951.17,20533542.19,0.0
8,应收款项融资,16676740.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,117707703.13,77221615.03,44411431.91,28252008.67,41748444.93,56949616.01,72964057.31,85098579.71,80057657.90,114594442.36,61884877.98,65798199.30,19607026.64,33745708.24,31071495.26,22386638.07,15668312.30,41293552.53,7778125.52,9236216.57,7839715.53,6795063.26,5330371.00,4227586.71,4150352.48,8829664.02,4517230.84,4184959.23,4782616.97,4819910.50,4146116.73,4474928.54,5508546.80,12503402.43,9971332.83,10111719.53,8301392.25,11260820.58,9207939.77,9854277.54,5248090.58,9754469.13,8230788.59,4794036.84,6215876.40,22424427.09,27824326.42,33587393.62,30977625.07,65399965.36,84524249.00,71088974.14,93409881.53,123069618.98,91679289.44,83885973.33,39182846.03,20202638.21,17181885.72,17006284.25,12813525.03,10451530.62,5641571.30,2848166.44,5308940.24,2675126.61,661039.38,0.0
