,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1999042481.73,1943510674.33,1906836691.50,2519083075.20,2954705340.15,1783220432.95,1866171043.26,1797351518.54,1676484160.19,1849257763.89,1649973206.04,1825980054.25,3429318697.12,856764792.28,783172506.93,941501721.26,667093027.93,720940551.35,533016075.93,824037038.23,1010577259.19,1044631365.65,1568527708.24,2196595696.80,1019413509.25,1021671105.07,1188161933.09,916456992.31,1276198417.91,1462249696.48,2210281677.61,2288284636.76,2815153781.89,1345304624.20,874620624.39,437429826.38,557019804.81,642544095.32,716054678.32,354595670.20,551280001.42,475605137.02,588575360.18,161170724.51,569038437.94,463267235.81,570753804.13,149032914.84,178071230.01,639603601.67,507533803.18,123542721.73,419818996.18,422880744.22,647392351.07,266490746.27,502776195.35,467662008.69,456077364.19,296909215.28,433648587.56,536321294.36,436658310.60,404362898.17,440240026.74,333672611.33,316224000.85,321764324.16,218611096.58,294444593.36,265039661.82,258420340.33,0,196362061.74,230374416.17,137554323.43,81817293.88,125459909.39,143181101.76,329886712.66,23633818.69,60483543.00,0.0
3,交易性金融资产,630014657.53,637627917.81,778099931.51,961446950.12,0.00,0.00,0.00,2508255.33,0,0,0,0,0,0,0,1140000.00,0,1228574.80,959325.20,959325.20,0,0,0,0,0,0,38500.00,0,4625.00,0,0,0.00,0,0,0,0,25496850.88,22733264.22,21395958.91,7238923.22,15258880.43,7282480.00,19542568.21,17331233.84,16492796.03,16907103.53,20194130.00,0,0,3147210.00,19224347.96,16210319.60,23636384.32,28412070.89,26633531.98,34374800.61,30144751.32,30684077.53,34427896.82,35393494.69,37134119.07,36548733.92,40968480.23,44298929.20,44203736.46,42235194.00,41388083.46,40788018.69,46411474.29,43496817.57,44111403.77,56831989.80,0,29490942.64,59517490.00,158000000.00,106000000.00,57600000.00,57600000.00,0,0,0,0.0
4,衍生金融资产,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1738978222.43,1957477947.25,2011787943.37,1716492801.14,2655922552.06,2533935729.06,2274788746.85,2111935795.64,0,1842371279.69,0,1080702271.05,0,979407985.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1157662003.58,1373644686.82,1225650318.27,1443371617.72,2089477287.18,2090254067.25,1562535430.10,1636102017.36,1563941130.00,1139530107.49,894220008.15,759212348.35,475301561.44,531332067.61,581451954.10,662110748.46,590537996.81,439670713.29,578130281.44,478265132.28,618543218.20,857282889.46,1049642472.08,926664939.67,1011030164.20,680895195.86,828185780.77,834234047.88,874137827.83,649110202.68,576883193.27,331892383.08,164210849.74,93900268.28,318365192.78,471439809.44,542109311.71,391466964.19,354540149.76,337680211.76,396529673.82,307216263.23,260215736.80,216724264.74,302661997.73,301888990.50,233123687.44,180383707.32,151216324.15,189249223.71,273824918.62,193200205.46,161133667.64,143935889.65,192549954.09,143514913.24,168580053.36,182923475.44,222106312.89,167964121.64,236777798.75,180292922.09,139931427.64,145631620.51,123299540.11,168652030.39,137626974.31,72686403.14,190479798.81,105763536.60,69605118.32,114744949.46,0,75210961.18,25940712.92,64000799.34,32244500.00,27968800.68,35883190.81,20207265.06,17552000.00,8477500.00,0.0
7,应收账款,581316218.85,583833260.43,786137625.10,273121183.42,566445264.88,443681661.81,712253316.75,475833778.28,488777008.17,702841172.20,578300740.09,321489922.70,393916367.04,448075917.43,483959270.49,357606616.35,427049699.06,395864069.94,408613816.34,274623134.28,399155887.25,356297524.51,349094040.20,262321754.77,312402915.65,366310474.39,219641866.15,194320296.42,281894398.41,328327978.32,262692527.91,180976648.35,339418829.85,242390165.18,228590846.76,68294989.85,174839537.37,147109894.10,84090494.52,51915715.77,72808789.74,91113670.52,121077879.22,93645985.91,128026396.56,162200314.03,124854148.05,69432646.35,125106516.93,129992976.77,103931920.51,83802632.95,74857854.35,69713297.24,82574109.95,62129227.19,82885593.44,89332046.42,94967763.13,63199952.63,87850466.34,76807664.67,100625177.19,78023116.01,115242283.79,102329699.52,108722284.74,70293006.57,103379770.44,110172304.88,107153618.84,77545379.20,0,105021147.17,84855214.26,115212402.68,97547584.56,130558610.68,109620328.29,131741551.45,80171818.65,75424866.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
