,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1324575242.03,1269473014.42,1327366088.25,732727978.82,835450266.37,679958428.61,760596238.99,534277652.23,598921925.81,502665945.34,527108491.91,500316078.14,577312380.83,473718405.52,683120443.20,613962604.90,731713795.24,547647695.53,833335271.65,1381223647.50,1015592402.59,734671258.52,993058119.76,903489257.29,1290446848.16,826497330.56,1553636860.08,1116854589.30,1040576802.97,601007520.00,707278294.28,613663761.57,849713692.45,617715549.56,791366742.31,818132866.93,721740745.10,524110643.38,690819077.25,811901973.25,550506564.24,490315148.22,515841376.24,862811862.82,380925593.82,510456357.07,627351359.14,401761715.11,260087755.80,322556265.91,383165305.49,407235370.94,552730965.47,646541075.72,398842753.22,435704351.08,438149480.35,457019387.61,527546495.31,557941768.78,500992727.28,388052587.59,476410690.64,69325681.02,64710547.80,82323847.26,84561201.32,76372054.17,112205339.90,136946681.37,129967394.78,148192891.59,160643782.78,150470545.60,159239478.10,254265093.39,32577668.49,133594623.97,40980752.98,49339051.16,29337083.77,31394238.30,0,11770901.02,0,19803381.18,0,16043160.00,0,59134605.88,0,0,0,0.0
3,交易性金融资产,246888219.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330120.00,2153466.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000.00,800000.00,5500000.00,500000.00,0,2100000.00,0,1000000.00,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,46495533.40,49531476.92,57140818.55,42851047.09,46790217.79,49441617.41,47760395.22,37186382.70,40771179.63,0,90281828.93,75521666.53,76825104.67,0,87131612.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,49200.00,1048600.00,1048600.00,0,0,0,0,0,0,0,525600.00,4597000.00,5760000.00,6000000.00,9000000.00,14292500.00,9000000.00,7689600.00,15364350.00,314150.00,0,11000000.00,22427875.00,589700.00,0,14348940.00,1309400.00,0,220000.00,100000.00,1200000.00,0,2000000.00,200000.00,0,300000.00,1470000.00,2300000.00,3508992.34,2043268.28,2079499.28,100000.00,490000.00,0,70010000.00,300000.00,0,0,841760.00,0,2071900.00,4344000.00,0,800000.00,6354479.16,7041174.46,0,11343816.00,10560145.92,24743912.94,30549416.19,181943030.81,119658688.62,98130165.05,157503696.84,65432737.83,97306635.85,111585787.14,72348615.98,80446537.04,70724820.16,57375567.30,42558316.31,43324149.32,30060939.96,4510117.70,79905.07,1074822.90,15810.10,176430.42,111306.70,25351.70,0,741614.70,0,394679.33,0,0,0,329323.87,0,0,0,0.0
7,应收账款,46446333.40,48482876.92,56092218.55,42851047.09,46790217.79,49441617.41,47760395.22,37186382.70,40771179.63,75572142.49,89756228.93,70924666.53,71065104.67,78773970.43,78131612.66,97415022.10,112419249.91,125449314.23,148638795.08,147329057.22,147872194.49,227766833.58,169247148.57,268892580.63,220676436.75,300196543.33,242948567.19,298261358.83,241672809.16,320841369.70,278003253.91,302554444.79,323015539.05,386945988.63,430667388.29,433320230.52,389466846.46,464041521.53,501673399.37,463100065.54,483975604.68,562432638.35,534624647.62,605972701.88,594373571.79,670092659.96,501175618.86,550984591.23,295981241.91,343844217.76,274812848.46,283280533.20,261170466.33,297639002.82,58599220.21,60438126.53,52117304.28,89310133.09,57618558.98,38388175.03,55115455.27,92284643.88,76687179.58,68525120.44,62827591.76,95167062.43,100710116.83,103058139.50,104594633.63,92491046.25,69301610.55,75392984.60,87317832.32,107019052.55,60046100.43,76389813.85,1565089.78,1529301.62,3419208.63,3406153.39,2447674.97,9222511.65,0,5653636.85,0,2119380.60,0,0,0,7562483.91,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
