,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,315431900.78,208760628.00,454260905.61,184715880.60,201776790.36,312374905.73,495763049.19,605082853.80,783604012.31,984156492.56,812063108.55,931386991.78,1039655219.08,1162044627.19,959470759.53,878764268.81,895842961.64,600571225.24,1026328144.31,937925278.31,1109785269.88,1342301063.69,1324638167.07,1033370916.33,1310923506.54,934992779.99,997985416.23,953965421.05,825852672.83,940541618.58,999172435.24,678090959.37,552874372.27,738923198.53,1123483646.39,1681057819.26,1136692048.92,1153685776.68,1006263664.43,981056125.88,808845549.41,917518489.36,569545710.05,432812969.25,423885183.87,516224346.70,495073809.26,369216126.74,593472096.15,390737779.57,409965726.52,319691429.94,317349599.91,225853530.18,171657513.38,218952769.88,173143628.40,250766748.37,239528612.82,191751623.91,123936453.59,137606875.07,108740726.89,95212238.56,58733103.28,59814033.81,64032410.87,40175256.34,15565196.81,50180778.76,113215394.97,74551741.56,144004607.13,162540750.52,100499564.88,141178302.24,201227513.97,316761074.23,192122535.70,204926527.06,0,11896553.00,7627490.00,9312257.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6436634.00,9135000.00,15363201.95,19945913.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5759052.00,5909052.00,10409792.88,7559052.00,129996989.39,48756041.39,20000000.00,0,50000000.00,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1369642694.16,1599741640.05,1524752710.38,1152641752.00,761631268.09,660778545.34,798457876.36,374999948.78,0,310874933.97,0,207951120.08,0,433846653.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1017712403.07,1239772192.27,1136130108.91,832886924.08,440561940.80,412203709.27,564681865.24,205476693.78,60399232.84,76079967.67,114670752.12,28079734.86,105122025.75,137660317.06,107708825.47,127157802.77,122223759.24,65186984.01,68999047.61,68242380.01,97106879.98,83378922.51,139870866.17,48855373.21,78411748.24,140923743.31,137843614.41,160181458.59,107932393.41,184361230.93,219095158.98,255384109.34,240065232.60,205200200.71,304906823.06,279319895.99,194689549.98,206650083.51,146023048.23,108754066.00,137313118.33,133789616.89,96647152.51,94577162.49,97942670.78,84901794.81,86851781.61,163423576.92,90091834.45,105709508.43,105665805.08,103610202.58,74989092.74,61166620.69,61483479.52,63437553.86,40348383.04,29191846.96,35351539.53,38305063.51,51745905.92,40383233.56,31272109.04,69483811.41,19230000.00,31500000.00,44502028.51,33935164.35,13258288.25,20069397.00,1305000.00,790000.00,310000.00,0,1512788.89,2195000.00,490000.00,400000.00,0,700000.00,0,3564500.00,0,0,0.0
7,应收账款,351930291.09,359969447.78,388622601.47,319754827.92,321069327.29,248574836.07,233776011.12,169523255.00,237023665.28,234794966.30,240981659.95,179871385.22,262151137.06,296186336.88,298216303.64,253533471.31,326041556.63,326170593.56,284085539.56,280294979.23,365487630.86,354778361.39,356654777.41,344859787.12,410428923.77,392346570.32,411602928.85,411333330.52,388170880.21,421481378.99,329400756.43,318996079.22,276798125.41,327684423.98,249852064.19,207161909.77,211567822.92,248989451.31,177422094.49,141079758.49,237340543.81,208758331.56,125962847.15,106933657.85,90182158.45,133157443.94,119109562.71,56662507.45,126966712.14,138871494.32,145735222.43,100106877.00,130710750.89,133078347.66,99480428.14,72184564.38,88343906.93,71998239.99,40294334.57,56953644.42,54998989.82,75629277.62,114609919.59,77872489.80,84726927.96,91602725.63,86790000.90,58553713.22,31211938.62,47556155.01,26052825.90,34425286.39,60646254.99,64658137.61,67180292.88,67276278.25,67431320.73,62811540.80,77944238.94,80463771.67,0,59013889.00,35188871.00,46231093.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
