,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,124891603.61,86269208.59,112239971.21,363068539.27,446333077.14,594194478.16,376133674.26,572099057.36,606256874.94,599412923.27,437851795.67,512793942.51,536463914.74,539656209.04,534319952.08,352306536.48,362490645.69,515510264.71,686351683.18,399482171.38,571703245.30,638812872.00,244861935.44,270346796.42,280743160.76,315823465.39,322228624.06,419636667.44,184495817.18,391996742.29,249612541.19,350431263.46,329168818.89,211004094.54,158159174.90,168243611.47,128723364.17,119844086.20,206672213.85,244316223.76,306417768.77,125640192.65,105313370.85,94470531.59,128072256.50,189091408.44,36928592.66,56565768.54,65659499.79,32244163.66,47032256.81,260167978.43,159631093.40,225312700.95,250980926.50,423279737.63,456296597.07,400175714.59,366619987.77,366075757.74,277672685.72,31358664.02,40024667.77,100234356.40,16670117.07,113732603.76,115164317.46,227519229.70,119028774.69,128310756.61,178132444.45,158137675.78,343114264.21,85772784.59,198243815.19,204283897.94,356539494.91,387032774.79,404899698.97,528792708.05,0,279924419.74,0,110121831.47,0,31546306.75,0,11399383.77,15199498.74,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269540.00,265120.00,165600.00,4136360.00,4100.00,59250.00,0,0,0,0,0,0,0,0,0,0,0,100000000.00,64264694.77,0,0,0,0,0,0,0,0,99832200.00,99832200.00,100000000.00,0,0,0,62793043.95,49122533.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000.00,0,500000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,285701205.87,295557177.12,347270037.86,313856465.57,326071252.41,450795701.47,376321430.58,328673802.96,0,0,0,171745094.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,25314850.00,18258895.00,33636557.71,10614570.66,18628585.88,37910000.00,16923227.74,8539418.10,9553178.29,13445109.51,9579310.10,13620000.00,42209200.05,54293253.37,59033221.74,117584037.13,63470353.25,64459468.55,35988744.16,82537029.41,52487760.43,47963540.10,24996832.53,74323683.33,77630447.30,33442127.12,14926055.92,16053992.01,2545157.14,19513301.26,59541160.76,29151541.73,19010000.00,12146512.16,11779000.00,35672110.33,18851746.87,12352291.02,8572340.93,5657988.54,4879370.53,1574010.10,6907875.64,5670315.30,2882128.70,40000.00,2596724.00,9894585.79,5250000.00,5223666.40,5770873.64,105593739.59,18441148.01,11607412.50,30129978.14,108737073.67,38236212.95,31457434.83,26507323.18,147862767.56,67470090.69,2982346.94,700000.00,870200.00,5428950.00,1500000.00,0,20000000.00,0,0,0,0,98169722.27,95412190.00,99141880.00,219195653.97,164291791.00,214530560.00,597504300.19,421292533.24,0,280834500.71,0,356638065.08,0,102491774.21,0,0,0,0.0
7,应收账款,260386355.87,277298282.12,313633480.15,303241894.91,307442666.53,412885701.47,359398202.84,320134384.86,275965274.08,205025366.32,137789834.52,158125094.99,204147113.89,221403186.50,230238656.61,236620939.08,246650757.43,221578570.43,172335442.77,158326990.27,154131532.87,110458009.99,78742932.65,69653580.23,75257062.01,67104473.27,70237121.15,62851436.02,70696530.27,58384599.29,58193421.99,57270208.01,101579833.57,71670088.55,85858518.99,55042862.90,100101634.88,103869645.52,83568569.23,50913971.80,81668066.30,106181647.31,79182157.62,37815626.38,71971058.22,74651452.47,64906106.09,58399087.14,94663413.84,77787454.70,71587880.76,101554760.85,96799366.35,107624709.29,135879745.71,174661202.22,59753060.36,64310402.53,62616329.25,83358677.52,88788663.13,37553628.66,27736728.39,23805968.37,25181289.33,8581001.31,9369217.01,10296562.86,22698996.13,24195608.30,21136617.02,27440571.80,115161777.46,44003998.20,160224169.18,200812961.43,227977422.44,79383162.39,59374511.05,14023227.89,0,194204942.55,0,34121839.28,0,24469569.08,0,44245831.73,16044454.13,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,198473890.30,110742091.71,105864808.38,74983753.99,542134229.92,541404519.68,213555527.37,57905394.68,104288583.38,70374232.89,46604989.53,12518617.09,65202296.72,53944955.94,59063419.00,57357578.35,98937221.76,119878689.78,166152508.13,142576959.52,205969620.20,250194911.71,165708064.85,143812787.65,143171870.95,81953241.52,50901323.91,64415909.20,59287379.09,50937987.72,82005351.99,76277832.08,115416753.44,121085590.90,172229215.19,186349131.03,198369456.77,183683549.84,152841975.60,169864499.12,180620019.43,165513128.77,155834530.89,171831722.82,148801054.37,94801818.37,53608255.25,77434949.52,81847677.37,81425929.71,91493435.42,90558440.93,45923027.99,30055287.18,39385133.66,42010675.04,84331577.40,126896417.79,120471329.35,71930133.56,49234003.42,31284871.19,11665465.46,6282785.57,1838601.36,1838601.36,1813529.36,2365956.86,10454980.56,13869741.04,5709256.35,86074.10,34188205.26,327705.60,263811613.52,58759889.08,78867882.10,84141166.62,110957461.24,171159033.52,0,10607853.24,0,56932945.43,0,17643576.95,0,374114.70,0,0.0
10,其他应收款(合计),599058863.36,605235597.66,643204929.57,623269081.94,157373687.32,179585509.33,302450665.21,202861163.26,0,0,0,110228699.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0.00,0,0,1406461.79,0,0,0,0,0,0,0,0,4441278.61,3845415.62,3256029.40,2666643.18,2094602.82,1443650.05,738873.08,798057.37,821879.98,812946.50,804013.03,276937.82,1096285.19,1096285.19,1096285.19,1414561.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,41666.67,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13740.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
