,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1578901455.94,1319355793.40,1445612300.93,1394005686.37,1269423519.94,863580651.41,692232424.33,650415559.04,661487147.26,650238521.19,794411569.02,883642548.90,715425677.50,602428554.52,780868082.54,857750916.53,833198603.13,782812397.27,761448379.61,819298041.86,920883983.96,716387235.67,700769335.67,676753586.34,617040010.53,883633273.33,587718743.25,537297711.74,467796786.24,386781625.11,517985914.68,609668629.50,295218910.81,267155126.91,305974778.37,317896934.11,367113804.14,260182347.88,226871586.66,322983028.83,292533225.12,217574472.54,243814705.37,274508515.89,261505755.01,135516021.18,141859257.80,127301168.00,148362032.24,140122032.71,158627230.27,181459419.92,262849493.26,232187770.48,243222561.67,270861788.70,342581776.28,300889919.49,302967106.20,325910260.31,380095013.31,401132514.31,56166705.30,76474114.89,78159582.20,50496596.02,0.0
3,交易性金融资产,946052219.44,63654391.68,63198506.40,93077990.08,60459000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,266968850.93,717330129.11,706567856.46,665647599.31,573709236.86,676306508.52,657654606.66,602374805.14,578516067.44,0,515379853.74,0,596569755.00,0,613496720.75,0,0,0,0,0,544244933.96,0,0,0,587033673.83,0,0,0,480277740.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,444858829.94,438961226.27,351185306.79,335203799.71,429849485.42,416687630.18,359227212.04,367288166.04,342495962.88,296845595.50,314059738.59,400254049.28,435757324.71,382209155.29,358013694.73,399641288.74,392948508.49,362137100.74,252256567.23,355880012.49,422677316.20,351465588.40,336414134.67,404661537.63,404356874.92,356822556.84,273589314.42,324292825.22,301637273.06,285586294.02,285934933.61,293916611.71,227813137.19,187761840.45,127207601.12,162047662.96,128288135.27,125616378.29,92139796.46,93975196.86,105934072.97,71281439.08,72603380.34,100326249.06,106248409.64,69361017.66,51463529.97,57477808.28,55455343.12,41750352.13,23704888.41,29418173.59,44508649.07,41618378.15,19105900.22,13179236.00,13165683.71,9570900.49,5267743.44,12656472.84,7628098.00,6506795.57,6583889.85,4240500.00,200000.00,0.0
7,应收账款,266968850.93,272471299.17,267606630.19,314462292.52,238505437.15,246457023.10,240966976.48,243147593.10,211227901.40,225542440.37,218534258.24,224169787.45,196315705.72,213867042.32,231287565.46,221532060.17,182527841.20,230459819.32,235589718.33,198782670.02,188364921.47,212610366.40,216708719.90,196992454.73,182372136.20,200586112.45,206362822.20,188426779.52,155984914.90,182148449.74,164576138.32,165259915.98,131295701.20,153786182.16,153178620.38,132982529.07,103432987.39,132953094.54,138503696.06,114010248.18,101595704.60,121389592.64,121075900.96,126903858.51,102667118.37,142054597.88,137671448.05,123616999.47,132776922.93,129061924.20,114968673.69,116928689.82,94859342.69,122295757.58,126523865.07,102184026.35,79087654.74,102865824.98,90642311.15,103869998.08,86102367.54,99338219.58,89337719.82,73449388.16,75714943.99,71371462.31,0.0
8,应收款项融资,409968114.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
