,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,30355754.57,47981541.61,36204765.03,34108330.27,12003876.54,31174927.49,50833311.45,68812495.97,59390689.52,66352098.10,53884127.38,93332709.81,42368202.33,65403374.30,38467905.09,662115464.19,34340212.39,34048950.83,22471898.10,28819357.68,31637263.02,288085880.50,28421353.42,54251456.20,73958944.04,120470443.69,61643871.99,112834841.39,113362336.45,253754229.24,86727094.19,141426712.65,235160081.77,109542109.98,64328259.15,113686755.85,112668284.62,128562059.19,142430850.25,81045080.98,90831171.84,90951737.27,45904387.93,24314654.56,47388740.64,47852005.32,16169352.86,18308223.25,16068343.41,10644655.08,26249438.87,19610336.01,14314452.38,11152648.32,21014549.23,17090691.20,19816976.91,32991209.82,41256082.35,35401862.40,45259762.34,49068187.74,54922845.25,47269724.36,55073336.33,51315791.97,51811744.82,45873886.01,43923883.81,46246284.34,45771924.60,53613669.89,82078115.80,67230843.76,71987274.88,64411362.98,61945602.88,70362446.00,69827663.86,105195982.00,51802358.00,81347216.00,0,41184327.00,0,53424555.05,0,104097.37,0,29807087.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976935.04,0,0,0,0,0,0,0,0,0,0,0,0,0,918738.06,0,0,0,0,0,0,0,0,2685786.00,0,2183408.00,0,1517716.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,180618285.80,159968801.33,155349020.71,185983351.22,211163762.48,191870224.98,184783891.68,213574264.91,0,262130923.25,0,192471159.09,0,209654183.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,28890039.60,10427934.87,27134521.33,69185516.71,72688735.59,24212827.29,46630194.64,64778266.65,52255339.52,38299308.80,51766054.74,52663100.89,30520333.14,27112052.59,44248375.42,54346509.74,55113728.36,35207249.84,67025422.10,100821063.85,76943566.42,62149080.06,50678073.67,154375936.49,28513241.87,36918778.87,41726691.96,43000217.81,40831846.65,26253903.07,67500540.88,59258576.59,47284283.78,17234658.70,18409607.90,26574387.66,27717411.49,8164918.45,10991296.10,16494962.28,9520997.44,4206527.69,3853555.72,6767862.01,2803079.50,6484238.60,970530.09,3949751.05,10582797.51,4974452.03,4760648.32,3965810.00,2279430.70,3320325.51,207594.05,7618907.22,180000.05,1832162.87,1429980.20,3010353.00,0,504000.00,1049732.20,4042262.70,1370263.94,500000.00,0,0,100000.00,1050000.00,0,200000.00,1150000.00,1500000.00,0,2250000.00,800000.00,5633990.00,2000000.00,4136400.00,12960000.00,3482106.00,0,0,0,0,0,0,0,0,0.0
7,应收账款,151728246.20,149540866.46,128214499.38,116797834.51,138475026.89,167657397.69,138153697.04,148795998.26,219580759.30,223831614.45,191400138.81,139808058.20,186745632.65,182542130.75,184246017.10,109965992.14,168692114.88,145030926.38,136923064.04,112425468.57,392228009.22,370534892.45,204247341.81,162278705.83,187267079.42,139733489.69,195997975.62,161782907.79,239596344.79,119011974.89,205673779.19,85553134.14,225546355.05,228043354.24,249090838.94,181675191.14,297633730.60,255979933.94,154853331.24,198525735.70,203324606.75,166369887.50,119282626.66,98397251.00,68749734.30,86690357.84,38386406.14,57501749.38,33191924.54,34248517.26,41333373.82,88757569.38,55314331.54,57802557.25,55832787.67,55307060.62,46359575.27,45799992.22,47330553.94,60574071.25,53508180.87,52623666.74,52932417.81,63869864.87,38369380.90,34798176.66,41312259.71,51810157.98,57442579.45,51691447.95,47191787.61,45869515.40,53625452.87,63674385.37,65187761.32,68788233.00,68286904.37,42676550.00,34189753.10,51963030.00,37468714.00,59545464.00,0,8220571.00,0,45169952.99,0,78199065.00,63558214.00,73836233.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
