,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1377974385.28,1340085694.68,1159989524.01,1119667056.25,991126636.45,243809559.48,367171740.28,412534126.39,508073915.35,377880067.50,415958117.88,323406701.34,728397619.96,442370394.59,437183219.34,692015374.24,513218879.29,474411308.77,276051569.15,263376315.88,227405769.34,176896017.32,244432019.22,184025218.55,183162935.19,103003752.37,130300057.25,151087502.49,150679250.41,101580491.03,127242672.61,108729455.33,119178273.97,135719745.11,131794007.43,271562850.30,274620961.16,258575847.59,180583018.09,323410789.65,184882516.95,312293362.53,365019491.57,331001246.88,507235606.89,307566206.70,539299456.72,382328845.39,397361116.90,264623337.80,177103328.50,333639541.06,400789699.04,386208500.81,364877342.05,76469027.29,404347234.50,76716536.73,358277234.26,359519287.76,377493250.96,108373381.30,398665920.88,417701688.48,71311390.73,72860908.66,93203563.57,0.0
3,交易性金融资产,0,0,0,886550.57,109051923.56,359144566.34,335609464.53,398350195.00,182190431.65,322369234.71,261263545.70,8448810.72,7762624.29,24635234.35,24191615.87,34219925.62,31087537.30,30805407.69,28848852.15,26054253.90,69556334.82,62136421.00,37462102.02,33888752.45,22119929.95,26773518.74,21857794.15,55778378.23,92522411.27,99521119.33,120236761.09,82829986.27,98526093.56,151264225.90,157294107.08,84946785.86,60265552.00,88051224.00,135965350.90,100541359.71,231982322.61,317119009.95,294867094.95,322719373.37,176505.00,201624083.58,9896960.00,133240441.28,130011954.00,281668660.00,269487178.00,93771151.90,34991676.84,11441331.06,20620905.23,271506780.00,6026130.00,306087000.00,6087000.00,6087000.00,6087000.00,266339490.00,0,0,0,0,172000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,223244591.49,789369066.06,736757836.43,871958752.72,845909702.75,740175538.77,660404590.95,806843129.02,850519033.22,0,666490323.52,0,794153119.21,0,675371879.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,438242679.28,381480875.11,504250367.26,653928233.09,410306776.46,343258977.83,519054917.49,695204065.77,467620974.22,442678756.21,525986460.75,651109281.95,476445211.84,478388115.56,451487200.46,529956857.12,345207244.16,372470948.63,490159292.21,627589926.91,399973179.28,352416346.27,427687872.95,548046324.13,316130180.96,332885447.23,306446227.54,469396534.23,274009434.66,230187602.20,290131832.79,432974900.82,275015486.13,222883314.64,200330782.78,221066780.80,200010154.31,179733001.04,142695547.38,176558469.17,112223662.97,74285866.90,105500755.70,122120566.55,121856690.77,95805008.22,107004689.88,60171218.23,69002023.07,53829261.77,27410719.27,48933473.64,47634095.79,24823172.42,45571824.53,55146688.56,44120075.27,37248516.04,42802151.34,40274359.48,29913463.37,30349156.30,18741783.65,17205784.86,5242336.02,3860950.85,0.0
7,应收账款,223244591.49,351126386.78,355276961.32,367708385.46,191981469.66,329868762.31,317145613.12,287788211.53,155314967.45,251981857.65,223811567.31,208857966.48,143043837.26,206496363.45,196983764.04,167874643.00,124515660.08,178855727.83,169922447.78,138268780.06,96763350.93,182370577.80,147189132.96,148880919.25,81416984.19,188061004.78,155110071.37,149653147.47,55324977.70,146875340.95,152518671.84,100246754.22,36576681.03,100114268.56,105046661.60,70830369.46,31033877.70,43703053.45,75817547.67,75757159.02,29728785.46,61095375.23,59105568.35,57569747.99,24546152.28,38462858.18,43085507.89,40347929.80,22053767.17,34606921.55,40085630.12,46715386.22,36544998.35,44226576.63,52050117.21,50921059.20,45698583.81,43197189.54,57041655.14,60404217.46,57400771.78,62048868.61,65436161.52,52854503.93,62552557.76,44232756.31,37469182.21,0.0
8,应收款项融资,750161069.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
