,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,618366641.30,467523751.72,454365091.88,466034735.51,290336433.36,330192208.33,385767555.93,448298700.01,429337253.63,575247920.00,403483498.92,352569129.22,413027162.84,382086317.23,441855706.68,800690512.45,388928226.61,406452810.90,456211560.65,397826386.68,480862475.42,518483894.91,563090588.69,699671836.25,157197778.71,253828873.90,1000502464.01,44493683.18,72138444.25,121280176.49,163251411.38,114478145.50,167120301.69,174163197.02,120071209.54,187400085.31,49252948.69,44392701.99,46309076.19,149780275.22,172949682.56,76371490.83,27596300.43,49565789.64,37708869.36,43594237.52,51054396.26,38524315.03,36973423.43,48355746.03,51502353.89,43960200.32,63539586.04,66882071.10,54348746.32,91091702.69,153776189.54,174998983.88,146140928.57,162218293.03,155320308.18,129698050.39,77631047.90,178925264.44,201962513.02,222991312.45,256851644.08,271787809.93,74708753.67,55477153.03,41707986.43,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1729145134.71,1537411481.12,1342875713.37,1389484052.36,1311363955.63,1104979062.74,1254679443.52,1282867916.98,0,1221199307.32,0,1225376920.85,0,918150395.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,348674806.35,279137490.73,334762093.32,329986086.55,270658398.38,199414454.43,243219693.83,264361462.41,198678683.42,229063819.77,203762260.06,214417793.51,185817004.17,161646418.58,114728794.05,125268728.77,173542370.25,159871774.40,140549766.71,172583482.52,154147685.85,143752739.84,142705010.03,178400684.31,151955033.50,200235743.16,209322837.05,182379581.24,151819849.45,128742288.63,146929452.90,136557999.16,103903761.61,114324485.28,26843905.62,120252237.53,25840755.97,34063260.45,50856944.77,20485305.42,12929551.96,13308944.23,14888508.74,28157622.43,31033679.19,32920321.77,33864234.92,34792563.48,24747286.89,30172334.10,28984606.13,18557859.56,10688195.81,4715940.55,9919510.35,8196407.37,9544600.36,15568435.47,27007219.81,47612563.62,56988605.38,45037604.74,17862170.13,17183688.81,24340815.07,23197451.97,11995422.00,9570085.23,9477321.13,2660747.63,2853398.50,0.0
7,应收账款,1380470328.36,1258273990.39,1008113620.05,1059497965.81,1040705557.25,905564608.31,1011459749.69,1018506454.57,1210884745.87,992135487.55,825161673.08,1010959127.34,953014706.18,756503977.17,732605173.18,772526937.72,467931973.94,463386482.99,450316574.54,391500823.51,395708412.77,400769965.97,345026351.79,299952328.25,317230108.82,341889490.74,284056690.19,295713773.21,268103432.53,289686925.23,231043917.00,202694022.52,193776832.63,161581103.71,105147066.89,148011499.61,115147737.45,126564564.15,115574019.29,93107878.44,86276047.82,89371941.85,74032543.80,99329879.77,121386633.40,104056648.34,107123620.49,105657737.42,102633836.35,111461007.12,98100855.35,106190558.83,105405315.81,94731778.09,105950967.65,76336826.44,129604640.60,109224882.42,95982650.56,80817114.47,98154273.78,86394340.55,88560135.77,64498533.51,88302636.34,71658983.09,81127030.98,68058182.00,58375666.69,53570986.08,39448493.19,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,304612785.61,350576228.55,341508432.50,199741688.89,373579598.09,312989816.08,279811438.74,197778424.72,332578657.05,281981761.07,317995843.79,253232511.37,276786416.09,233946161.69,187533511.96,198757103.25,166808866.15,230042630.87,80676830.55,99096354.38,91421364.12,129166267.94,86484750.45,65043398.57,110891168.43,187391996.45,77926205.79,30903246.40,34829438.14,27568981.14,27169994.45,49870308.89,80199624.85,74948103.48,43294711.31,52114268.86,40877108.67,16898154.91,18035350.96,21665920.18,40436680.96,21030670.06,52590775.38,27366499.88,20819025.95,30749227.54,18721221.49,11431495.46,15938398.09,15927862.48,8966596.39,8480013.26,11262469.55,33169928.25,17216762.74,18479527.25,21908975.51,18528765.41,30811502.62,16235743.03,34171210.10,43661111.18,38450092.41,3825514.45,53271337.43,35715185.12,6883144.77,2109803.44,2754719.32,2504517.50,2527430.28,0.0
10,其他应收款(合计),61874068.96,70630146.08,59365954.85,17830290.37,98673700.42,80239587.70,75663353.41,33552506.25,0,51169244.05,0,33790132.71,0,40319300.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,373785.36,373785.36,373785.36,373785.36,373785.36,429925.21,6043809.55,0,0,0,0,575000.00,1120777.78,0,0,6877096.66,4058739.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
