,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,9663667000.00,8253213000.00,8374494000.00,6727921000.00,7807572000.00,9645275000.00,9871800000.00,6264280000.00,6260074000.00,12520406000.00,11661198000.00,15680112000.00,7322356000.00,9419791000.00,8397932000.00,8816113000.00,7793044000.00,10260916000.00,9296318000.00,9037969000.00,9734557000.00,10588476000.00,9154556000.00,11095064000.00,15507677000.00,18560025000.00,14682342000.00,14850404000.00,12590884000.00,13618987000.00,12207835000.00,10935386000.00,15420242000.00,16599513000.00,15623593000.00,14580354000.00,15011027000.00,8601033000.00,7058305000.00,4526364000.00,3201568000.00,4575296000.00,3902568000.00,4601133000.00,4663792000.00,4049800000.00,4558193000.00,4493080000.00,3787152000.00,2967859000.00,3935981000.00,3291000000.00,5517756738.00,7743619489.00,2818506676.00,2744162242.00,10209109046.00,3860829657.00,4035340469.00,0.0
3,交易性金融资产,0,0,0,0,0,124363000.00,83632000.00,402302000.00,19938000.00,40351000.00,20173000.00,10229000.00,222000.00,551000.00,598000.00,913000.00,995000.00,24136000.00,13825000.00,14154000.00,12534000.00,24064000.00,10753000.00,11909000.00,11350000.00,12503000.00,11701000.00,13022000.00,12671000.00,13735000.00,14392000.00,14239000.00,12144000.00,18363000.00,19748000.00,33280000.00,27379000.00,25968000.00,23073000.00,0,0,0,0,228384000.00,253406000.00,0,104157000.00,46207000.00,6493000.00,127508000.00,212572000.00,153000000.00,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,5998052000.00,7211329000.00,7387606000.00,6388983000.00,5374375000.00,5247723000.00,4606184000.00,3545205000.00,3490775000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,362000.00,586000.00,648000.00,631000.00,403000.00,224000.00,0,287000.00,348000.00,507000.00,687000.00,598000.00,837000.00,766000.00,1279000.00,627000.00,224000.00,496000.00,382000.00,233000.00,155000.00,381000.00,255000.00,157000.00,131000.00,254000.00,191000.00,367000.00,1253000.00,418000.00,418000.00,3752000.00,1601000.00,646000.00,559000.00,14747000.00,14295000.00,4729000.00,4705000.00,2770000.00,2489000.00,1516000.00,1287000.00,0,1604000.00,2658000.00,1553000.00,4571000.00,1599000.00,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,5997690000.00,7210743000.00,7386958000.00,6388352000.00,5590112000.00,5247499000.00,0,3544918000.00,3490427000.00,4105726000.00,3736826000.00,3443407000.00,3286091000.00,3680150000.00,3769135000.00,3424541000.00,3661354000.00,3285792000.00,3845646000.00,3409601000.00,2984209000.00,3153136000.00,3167486000.00,3250330000.00,3100584000.00,3167922000.00,3813000000.00,3372526000.00,2967150000.00,3437092000.00,3441216000.00,2662787000.00,2652439000.00,3235470000.00,3451045000.00,3408307000.00,3180638000.00,3381687000.00,3189761000.00,2513390000.00,2201172000.00,2450979000.00,2175082000.00,2085854000.00,2074178000.00,3083810000.00,2933199000.00,3029666000.00,2812327000.00,3367900000.00,3374680000.00,2739000000.00,3233145945.00,3491476867.00,2930808163.00,3063389632.00,2374364558.00,1979154628.00,1900142127.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
