,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19911231,19910630,19901231,19900630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1215185352.04,682985279.55,845232817.73,994529219.57,956882225.94,1022269326.01,1125954344.17,1301959875.53,731592520.13,869801763.01,941853525.99,1225406645.95,1087907158.56,944547314.09,1492279802.09,1082294589.58,761786219.15,1009824838.40,904935808.92,972348088.62,929944452.74,749987223.17,717255434.64,973011947.00,735893984.35,739180362.36,899798965.24,568260109.39,904517994.72,1243362771.66,811651821.69,971176850.09,1034511574.78,1118082522.74,1529055116.95,1467657881.09,1072757742.99,1089435413.70,942053446.87,993597587.39,877709128.41,990045163.46,943456209.73,573662635.69,387553564.99,351372292.05,481215882.15,492118293.39,354308819.06,309449300.26,309998926.06,381940610.27,255678690.75,210216081.62,257291262.06,285748463.53,378418587.81,542397142.26,577816883.75,773054823.90,878861739.71,665071480.13,1125598233.65,1470397315.21,1175284178.36,1295135972.43,1520797205.97,1297128712.25,1220554337.81,1703712248.64,1439559600.00,1362980515.33,1413488225.27,896980905.90,605808096.30,175245444.41,93624277.27,50906255.00,103089701.14,108402866.66,0,141181268.13,0,41650108.42,0,25576000.00,0,18224642.77,26000377.83,17872670.91,13991530.33,1066810.61,452665.17,494772.20,318435.75,0.0
3,交易性金融资产,122600000.00,17800000.00,20300000.00,0,0,0,0,0,0,0,0,0,300000.00,300000.00,300000.00,1800000.00,1800000.00,1800000.00,1800000.00,1800000.00,3804910.00,3509050.00,3534710.00,3832370.00,38901660.00,138645760.00,29047370.00,37129620.00,27709530.00,22868700.00,37497450.00,36261850.00,28783450.00,29639118.00,4096470.00,24516720.00,4711695.00,6163102.70,9210450.00,40131523.71,3100737.64,3097117.85,2943164.86,4895123.68,2490320.00,2655180.00,682240.00,0,0,0,1873407.17,1026400.00,1000000.00,1000000.00,1703640.00,1703640.00,0,0,20170133.86,19451006.53,10222053.54,9585979.43,18877809.05,26553930.30,32491887.50,0,3965575.00,3965575.00,0,0,0,0,0,0,0,0,0,0,0,0,0,13373209.20,0,23971679.31,0,0,0,0,0,0,4760000.00,0,0,0,1050.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,612165848.53,586579646.59,687751090.89,633779477.76,821910136.57,595214520.71,615667442.00,535587360.45,1382416557.42,0,884367790.22,1100593488.84,0,0,0,675844777.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,3125000.00,6791977.89,4532000.00,4545397.22,3572569.31,6080017.70,56255000.00,20231908.78,29770956.15,22591330.20,18239450.00,5352700.00,6367239.41,24996256.89,12944978.00,93003105.00,6720080.00,11917195.37,43499270.32,45187037.99,30261900.09,69133305.55,101469048.59,50364423.35,26748470.00,30806394.00,33663680.20,100043421.03,40351399.46,79570700.00,102784500.00,50883539.00,203995060.00,353687426.82,221606189.90,199477604.90,159264543.00,25931431.00,28895008.00,2809087.22,29397873.58,103041039.00,68972925.00,126203327.00,173270475.00,95818340.00,151547200.00,229465968.00,108430020.00,49212900.00,104672200.00,4570900.00,151498214.26,305164183.39,164197134.50,201825674.62,152687090.86,177047917.24,147562539.28,392926026.33,562315994.92,687596135.75,502540101.38,489314670.01,1208671650.00,866939710.00,416662982.00,260512076.40,403735180.00,334863700.00,0,333206044.00,228543047.77,163085272.00,50501577.70,0,0,0,0,776400.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,609040848.53,579787668.70,683219090.89,629234080.54,818337567.26,589134503.01,559412442.00,515355451.67,1352645601.27,775130532.13,866128340.22,1095240788.84,759955256.25,975322622.85,617333685.90,582841672.04,332964554.43,256079995.00,251162977.89,261974391.61,431947960.20,699277802.89,794623593.49,828229298.04,294630195.02,221626059.43,310554153.07,233986348.91,464008949.34,217390621.91,266285243.94,164977198.97,198264074.78,361363604.23,261799125.92,142045074.46,171439787.56,158531005.08,135748387.12,94417849.25,77643933.80,91267246.03,72210029.67,71256427.72,115319319.55,91165909.96,100475271.79,131673259.08,150209972.99,115407209.39,115300656.09,121054986.80,164890678.63,275562452.83,314728214.19,207832673.11,270718537.06,301605818.51,253238086.68,226365986.06,295478907.08,318275023.86,380441728.37,393331212.41,433452801.83,329868994.22,227219826.30,423109551.11,573972913.33,595626283.30,638384900.00,326787702.52,627178012.74,611918515.09,390985232.01,9525926.36,16027988.91,14910440.52,16313853.88,22333595.14,0,11319239.68,0,5202687.53,0,0,0,1158631.39,2414830.85,311085.84,2646700.60,1104869.50,1150026.86,677318.16,10407852.28,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
