,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,7661458475.54,8614743998.35,7937736062.17,9014152443.07,10207482132.77,4424603484.80,3485611062.06,4507081886.18,4424164379.32,3535884726.88,2325784580.61,4726193758.27,6290701942.64,2681258571.25,2256354057.46,2618324179.37,2120657221.56,2551393919.41,3060072061.86,3142729842.43,2617685909.82,2484699432.46,2320075857.01,1441777964.41,1584822659.11,1486669053.59,2015089474.53,1129192198.54,1931047094.51,2913391786.62,2497627019.57,3151898793.45,2614612289.04,1934683221.31,4497592.35,10302952.70,6168963.87,3892478.89,3020799.74,9239357.13,4641466.60,8347340.18,22456861.16,32602727.38,21787798.45,112293319.79,123763245.99,117510758.76,16421454.07,53893301.47,11898912.62,14453034.77,52727929.67,47474854.36,64206545.14,63454429.51,42061740.04,41538531.21,34398352.89,36465412.33,43369725.41,77453445.41,0,65138382.19,0,181513585.83,163512246.21,232060025.18,123414064.31,174399432.42,98679056.52,154831739.96,53241647.44,64596134.91,26864574.10,49813587.58,28376137.72,12908657.39,6436263.87,59116112.11,0,19110230.05,0,0,0,0.0
3,交易性金融资产,325317200.53,214650011.02,147748107.28,122942670.65,159064735.37,90184681.86,92459239.41,16541028.48,8271631.87,40390944.08,40511761.57,55376917.29,128982841.77,63205131.24,29411027.32,24435904.89,11395060.00,2604800.00,60214028.45,2397943.01,9980000.00,11744000.00,42894400.00,188627055.30,69171492.00,91445870.00,3193799.46,1031044.69,821682.95,553588.65,36365760.00,739873.20,23410000.00,0,0,0,0,0,0,0,0,0,0,0,3494748.00,3150508.00,7753048.00,13965.00,0,0,7742091.63,0,184180.00,184180.00,200000.00,200000.00,0,252480.00,276240.00,276240.00,300000.00,-7485654.55,0,553369.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,142467116.05,91985912.84,0,0,47913614.45,5630397.04,10852317.24,0,4227541.57,117093488.72,285372350.27,380706502.01,158511011.05,132861795.18,58520205.52,79976261.01,0,0,600628.00,740544.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2781922797.13,2940308169.68,3248582398.82,2412436550.66,2480636149.94,2403567358.64,2463979263.79,2486698368.84,0,3024058348.03,0,1674503658.40,0,1576028333.09,0,0,0,0,0,0,0,5732836267.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1465040324.93,1886659492.29,1596083533.81,1034960534.00,891724189.98,1209417527.30,1187602936.62,1262588467.47,1360090016.42,2035182151.80,1377732474.74,1010978853.28,828712849.81,595404843.43,885968977.05,1644068597.89,2374445296.08,3604843026.13,3050950003.56,3737940486.28,4140263568.54,4324041887.72,2004469574.42,3807727261.48,2969453573.69,3202791896.73,3066476877.55,3463101526.78,2904681003.63,2474698982.56,3176598236.16,3495728789.19,2004268421.38,1423215133.96,2027866.13,3762136.24,488220.00,1759078.70,2277423.91,0,2662400.00,2730000.00,3830330.00,3187939.72,3843300.00,5703348.40,3713700.00,6518482.15,5530547.73,2500210.73,2964582.06,2815587.66,13334325.62,4156881.60,7132999.57,7099577.00,3784548.34,500000.00,2670000.00,3556776.00,350000.00,0,0,17468924.00,0,10372676.05,34236363.13,21603873.00,16086302.12,9239007.10,14822361.10,7489534.82,18825337.10,8632739.10,32301346.43,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,1316882472.20,1053648677.39,1652498865.01,1377476016.66,1588911959.96,1194149831.34,1276376327.17,1224109901.37,1232721593.04,988876196.23,968630795.74,663524805.12,783818402.66,980623489.66,1043562301.95,889235216.73,893148403.54,940095950.09,801360001.08,985881328.49,1182831424.74,1408794380.19,840072170.50,793539246.23,827515257.61,641901167.48,621008348.26,382399659.65,553889717.92,469262733.75,618171675.19,320337323.11,474824539.65,701960528.98,27565597.94,18669592.40,15509133.97,19794473.75,21325820.70,17395420.83,18018447.49,14588588.19,12899481.82,13440440.35,16162754.56,25859227.65,18003619.65,14084318.12,45111418.85,28974373.65,20998390.16,23449867.29,69009235.84,64361959.33,70735834.39,67856010.59,83468237.15,48792331.67,55594878.27,58442754.80,54392583.60,64755847.99,0,53259807.15,0,70013861.63,76719663.73,81650078.13,56248314.87,57714014.73,80382537.61,67892100.90,88443148.00,71538672.27,60131269.61,22423083.00,10080797.56,15285980.74,46184579.29,58710380.75,0,58220205.58,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
