,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,6655917451.87,5938297181.97,4675706805.20,5968808710.45,5125556053.02,5078429296.26,6213789345.35,4529950217.02,4394288538.37,4130473865.66,5700417752.59,2823212760.74,2575846537.05,3099274854.16,2278215862.24,2406493876.82,2101614247.96,3587113893.51,3201461711.91,3411929270.75,3259070127.84,3379951092.26,2667772556.84,2149265027.39,1726461882.24,1358918514.14,3830961261.97,902775951.59,360259682.02,263881804.46,722565883.72,1706550006.97,348846640.53,425144977.19,779632586.34,835725146.85,309456892.74,464449590.69,244237826.46,294298587.95,205695791.55,202241433.98,485602233.06,373718924.80,391883620.72,347317128.69,298121865.74,233363854.65,266691248.90,315320813.73,335696056.89,181144955.34,161394955.26,272667463.36,227086227.67,168907499.79,192537456.81,182188548.53,190995877.98,152998062.54,71908256.38,189633760.79,109773432.95,146351782.09,489133954.49,501484278.90,501192578.77,573540454.35,512464866.95,600412721.52,103699397.15,5905899.08,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3161196583.28,3255946579.51,2422917328.33,1931391073.84,1703990686.09,1792196557.22,1851672604.74,1695787583.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,390067020.65,483602758.64,148066943.92,298794304.46,270490008.28,398506877.73,323817764.86,276863996.28,374678127.35,267683883.28,183570156.14,184956667.24,243784969.69,254352199.77,228179619.34,275381637.23,297664688.17,284938252.94,291220747.96,243840054.54,184869595.78,360582337.51,213952680.00,47293540.00,141324381.94,125132772.44,177999921.90,171430998.90,18569644.40,14145000.00,4000000.00,13212000.00,37243498.16,8300000.00,12110000.00,300000.00,481593.70,2600000.00,684700.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,2771129562.63,2772343820.87,2274850384.41,1632596769.38,1433500677.81,1393689679.49,1527854839.88,1418923587.62,1336732554.32,1261857375.73,1259000633.37,966029486.45,933499848.82,986386728.49,795494864.35,1156872669.05,1133193426.42,1234399900.16,1158528410.11,1342643880.46,1218409470.92,1315343885.91,1126648980.62,1173722240.08,984755717.42,1042741495.33,1125981751.71,1224959807.50,363280581.92,345854511.39,366040739.09,359661266.85,299302211.88,331266667.52,278470964.30,299972251.57,248504844.73,292917354.49,295830590.82,237817818.26,151943265.93,117172687.99,193972034.77,242103610.22,139927075.42,139903272.70,144786561.36,192467611.05,120994316.36,136758555.96,205048492.06,208124365.88,142364750.03,121704911.84,139830883.88,175644227.85,128498588.06,146518369.32,154983300.68,153793073.22,154332329.77,114220546.37,147457481.80,105507329.53,118298608.62,112387894.55,197605922.87,66407917.88,112260518.70,69291248.80,48844964.37,195576360.57,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,80933291.66,529321235.32,283901261.19,109019320.89,99095123.13,94811503.74,99414862.21,81528025.69,167118905.22,90676931.06,78937323.08,47069750.23,65077462.68,39355782.66,36894372.31,11551895.33,52606593.31,37984630.77,46911382.41,19530621.15,74490450.54,239532006.45,226933976.29,82830514.48,140350857.44,47866385.73,102725344.52,34571990.72,101505779.16,101343581.90,126151590.02,96779465.89,407458551.90,443539913.54,450979977.54,360042806.69,959387736.41,577193845.67,392686843.25,562604563.91,671185152.71,1101944426.05,1325008043.75,1034871801.48,986769408.33,590511525.74,194937320.74,161629506.14,22042830.76,10095420.76,6298420.76,3025386.90,14034554.64,12601346.64,23681292.13,325000.00,246279.00,4013553.00,5226708.00,2207058.13,4323894.80,3111299.60,1188145.00,502508.00,14049016.50,15036015.85,6747515.85,965877.65,2135000.00,1543000.00,1175168.00,14862560.00,0.0
