,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,888384237.07,1044782596.84,960917303.88,1056459006.50,1062675222.37,818681615.42,802912053.31,818821711.01,673736494.75,657970198.43,678326714.32,598527730.94,703686386.02,642191485.68,862145978.54,840234545.97,835834908.32,721465570.48,879025062.10,772330415.66,811551532.64,525136211.96,465886635.79,333638294.52,431407527.41,372264487.14,327631248.43,393233818.99,364484048.49,286642420.29,427493213.05,578744750.38,468218032.28,384937735.84,505473864.73,513599642.22,584572857.12,458379639.94,534457008.71,905455780.62,1156867597.07,1296016293.16,1150084234.15,1427499461.01,1256626885.58,1341259034.64,1557547956.91,1761677577.05,681580972.79,504813680.99,555110147.31,647198999.27,646506944.22,763300242.57,203642819.36,208727799.80,204929545.16,208722724.05,182887323.33,186377754.03,175784903.62,161866515.61,121202775.41,158775331.19,162605411.85,243635652.33,122144310.44,142234824.23,142282643.36,147318682.11,321326015.21,0,14427731.95,48453633.06,8633200.98,0.0
3,交易性金融资产,813.00,813.00,813.00,813.00,813.00,703.50,703.50,703.50,703.50,703.50,703.50,703.50,703.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93741300.00,149149175.60,156690393.60,156690393.60,59998180.93,160213169.73,160213169.73,165213169.73,169960686.10,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2286307901.64,2347871867.83,2093462798.63,2112794300.42,1618588990.30,1848245182.67,1648385519.19,1673989918.30,1605586852.78,0,1432791851.31,0,1280481994.53,0,1083656809.93,0,0,0,0,0,1025930580.86,0,0,0,819865381.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1090348664.67,710138739.10,679603780.77,533922670.69,609281259.14,519530661.14,590390697.60,645178308.91,853086782.39,492023246.54,465801869.63,526487519.43,589076019.34,261132310.07,439634464.83,378734399.57,502703028.11,286869722.90,546482457.87,598812476.78,629504413.80,216602195.64,161916943.24,211425605.25,397214546.44,169542723.52,324562494.40,85580434.10,119500982.35,99849402.90,106055240.32,99645718.34,68915294.88,96081561.36,153155894.33,81603215.14,78090243.53,126362004.82,241768050.98,220918398.40,259170831.87,237684004.97,204388846.51,166648933.00,161738417.09,100589830.32,207886033.79,153300079.34,107168908.86,127292106.29,100866409.96,84760240.49,76161924.39,64770149.10,25023968.20,58556458.00,62936201.20,64390160.20,101716002.71,58161963.81,32731937.90,39609850.09,48748950.00,4793960.00,7219848.91,56398700.89,39076498.91,40209054.34,22248090.00,27736305.30,10614478.00,0,37205318.70,920000.00,0,0.0
7,应收账款,1195959236.97,1637733128.73,1413859017.86,1578871629.73,1009307731.16,1328714521.53,1057994821.59,1028811609.39,752500070.39,1179392306.46,966989981.68,1009262309.69,691405975.19,842395477.55,644022345.10,679074722.30,502528465.11,711155584.48,568297578.49,645776424.33,396426167.06,722130731.99,702863709.72,689155625.78,422650834.62,751832902.58,589528635.45,640805536.22,444519245.35,597779415.71,526026105.68,567929479.52,444644086.02,543024593.26,493835693.51,636779850.54,384517759.09,612151621.19,525047230.76,582138615.00,526146319.65,536204824.42,535943168.16,521868219.85,429789427.88,504023735.41,407700246.29,424724927.27,343218967.76,350683909.09,239920433.58,262253226.68,95653383.52,145080850.77,101230921.34,117381100.14,48162292.56,106614704.12,92102301.23,119116880.50,64057964.94,107567322.04,88981339.63,118179901.55,51113403.03,81877279.64,75098489.57,91615395.97,59601933.02,89512748.70,80557323.96,0,77214947.07,105151510.41,109321130.80,0.0
8,应收款项融资,138703505.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
