,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,15301983408.00,16645319553.00,16573687567.00,14071472455.00,12535737018.00,14127270198.00,13465623956.00,11911059414.00,9805485121.00,11815373607.00,11761010361.00,9933530408.00,8572685245.00,10723947776.00,9919877592.00,8943405940.00,8401751637.00,9140307777.00,9654346443.00,7929519908.00,6388650779.00,9162928402.00,9958476164.00,8319971474.00,8531720086.00,10709395444.00,10043214035.00,8391102449.00,7118248041.00,9063844090.00,8740950947.00,6951005663.00,6107611258.00,7516683661.00,7542134054.00,8141177740.00,7597958091.00,8370326242.00,7660463963.00,6358622203.00,5350580742.00,4961402640.00,4736883076.00,2943107129.00,2393510272.00,3096657141.00,2776514947.00,1645391461.00,1334908588.00,1937570389.00,2283963460.00,1879678812.00,1232766676.00,2074048383.00,2035108532.00,1575594485.00,1265861113.00,1880800605.00,1773160858.00,1347523600.00,1362553132.00,1652551851.00,1632394367.00,1422841414.00,932900408.00,1092680734.00,1070828579.00,983946108.00,854370803.00,917454051.00,942642241.00,807331081.00,570326922.00,951815347.00,784048147.00,699014997.00,605287249.00,664791660.00,617779169.00,868077687.00,737698524.00,0,671405728.00,0,741738874.00,0,712428000.00,0,721310202.00,107312388.00,126113031.00,0.0
3,交易性金融资产,1523793019.00,1182900008.00,1450602959.00,1397698233.00,1202544491.00,1243672533.00,1101007721.00,1138574427.00,130115254.00,0,20236015.00,20033435.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039500.00,1072500.00,1762500.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28553557.00,60980000.00,66450000.00,66450000.00,66450000.00,66450000.00,76640000.00,76640000.00,0,0,0,0,0,0,0,0,0,0,94280.00,94280.00,0,10050.00,0,200050.00,0,1055000.00,0,174645624.00,2459000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,226169427.00,250111620.00,215110826.00,113396732.00,164507334.00,203432237.00,211352202.00,161012363.00,183617244.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,75100000.00,41016096.00,27850000.00,18200000.00,53801550.00,35200000.00,0,24400000.00,42220000.00,46312999.00,46064450.00,27094000.00,26400000.00,48000000.00,42730000.00,24450000.00,22770000.00,29850000.00,47710000.00,115250000.00,41600000.00,116594000.00,62177320.00,77855000.00,84760000.00,118766327.00,74762856.00,104753224.00,61800000.00,100750365.00,58470000.00,73284055.00,98350000.00,75305203.00,22649000.00,25175000.00,12605000.00,13507904.00,1200000.00,4500000.00,10750000.00,18005000.00,18250000.00,13200000.00,9054750.00,1589750.00,10852600.00,12621590.00,37293804.00,26379923.00,22858339.00,29931242.00,44978970.00,101763466.00,50473226.00,89561450.00,75213207.00,96973007.00,127591791.00,127342849.00,98594467.00,107315144.00,98054616.00,77199715.00,50883184.00,54053080.00,65364120.00,62122981.00,65899125.00,75788773.00,71487628.00,60130302.00,25853353.00,57064580.00,15805000.00,36258000.00,4781000.00,8661800.00,6000000.00,27477066.00,76148046.00,0,111407526.00,0,18090820.00,0,0,0,97558.00,2458970.00,0,0.0
7,应收账款,151069427.00,209095524.00,187260826.00,95196732.00,110705784.00,168232237.00,0,136612363.00,141397244.00,257063687.00,226068380.00,129972451.00,124647040.00,184684143.00,212889774.00,131436668.00,117990987.00,174112735.00,371147787.00,195530139.00,125421629.00,204639343.00,395616767.00,241370000.00,152292736.00,154141654.00,274759256.00,202787436.00,82685056.00,118612341.00,139688411.00,113428428.00,88097460.00,127720315.00,198980553.00,77305133.00,89810071.00,121524622.00,124496733.00,99228954.00,92594647.00,115693172.00,86574427.00,87882375.00,81452721.00,123059301.00,99371908.00,90693611.00,94199301.00,103620415.00,100102231.00,105594076.00,113372198.00,123585127.00,144279048.00,118211468.00,105068080.00,209774206.00,212633677.00,202553063.00,159419396.00,263844511.00,228049915.00,214839244.00,165204439.00,219126771.00,213203873.00,254873483.00,167721734.00,339823894.00,328834005.00,146236385.00,151647512.00,484105857.00,382921919.00,491833494.00,494639478.00,518380911.00,504766493.00,500728936.00,392088959.00,0,230618129.00,0,191362169.00,0,0,0,160850376.00,65605659.00,73809166.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,117156091.00,161925320.00,209438144.00,245351770.00,173564933.00,80084253.00,131691503.00,119617383.00,116394430.00,105883204.00,134258813.00,137318045.00,51806259.00,48084620.00,78753297.00,115248261.00,44392821.00,87944668.00,119100360.00,223135586.00,191672927.00,126876526.00,149506400.00,154203302.00,132345527.00,74917238.00,114222475.00,130056963.00,83739085.00,59032797.00,57112388.00,263283665.00,273208801.00,287728073.00,126242843.00,128683999.00,49775991.00,362927654.00,214263978.00,386381263.00,139233218.00,156177734.00,184769659.00,276914519.00,225456474.00,442036899.00,764677346.00,799839502.00,862482132.00,714538441.00,304752205.00,322473012.00,235535247.00,182266366.00,121035046.00,138913424.00,123445949.00,134638725.00,102757390.00,163953835.00,215029032.00,229778074.00,241768470.00,173144754.00,134349330.00,179963048.00,170522312.00,180528082.00,170229496.00,80291772.00,92519484.00,97314874.00,72986045.00,82187637.00,66602553.00,50643200.00,44962089.00,19561529.00,17177546.00,19394318.00,21276211.00,0,17281858.00,0,7220024.00,0,0,0,98153187.00,90974635.00,57831431.00,0.0
