,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,101799624.13,56223556.06,58145745.98,42852002.40,83045120.05,53139915.27,60323295.53,77309987.28,76375531.60,191423041.00,369855369.88,408355617.50,143469660.99,153148804.18,294205199.32,761212303.93,187768437.12,1206393638.74,177492706.23,157324905.31,233790998.80,256431093.59,231684972.88,340838467.18,264586178.96,391465246.86,291529220.80,300644634.66,185194581.55,250610259.65,385672753.78,351695725.80,185613411.99,193880079.07,175144394.68,187134015.42,195633788.90,214425315.07,406159569.25,413779928.37,532614952.79,392494547.57,325410919.14,322073774.68,356323916.77,258410962.66,182849477.69,153129985.51,65571445.84,109285881.49,98728076.88,89859524.70,66589678.50,95466307.64,96032511.10,82559002.03,130846947.70,81553503.63,86971945.23,60802422.00,68215091.76,35365752.63,7486874.12,57374978.48,29076903.16,48994846.84,88656156.99,94487323.92,52477726.01,102263365.67,89231415.14,72386425.85,49165017.02,57969487.12,41463525.67,48055986.17,14860647.66,7214765.31,20547066.44,27822179.82,0,6504545.76,0,4716415.14,0,2094450.00,0,2244022.41,6064442.86,803965.17,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005902.89,10014416.90,10015108.62,50015108.62,83544562.68,95426987.80,115975333.55,72813797.14,93000000.00,108000000.00,73457880.00,39698820.00,0,447093.82,0,447093.82,0,447090.00,0,1750000.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,813947548.10,1054750597.38,1012981596.70,952363389.38,1458350858.06,1373894679.60,1314600663.28,1238062759.95,1190938401.70,1101380971.55,1085699798.49,1197610519.61,0,566837439.68,523422352.94,410352281.12,0,0,399785301.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,111657488.91,173720725.46,154371332.04,104099104.75,72173808.81,33078927.92,38810774.56,63353993.91,67476838.53,42821507.87,27663445.33,51699883.45,13542149.87,12665294.60,23324669.89,5082479.16,24786927.51,8671411.51,63435377.48,107394255.70,120013997.37,194911541.36,176946301.72,72427013.63,137835889.52,114257897.35,22391158.37,50666687.93,32374812.59,81916157.97,68291040.59,40027608.34,10776130.78,16875757.87,35028991.81,51836029.29,44404765.20,42299597.60,5853890.98,1423475.98,4949939.25,15196562.02,1916711.25,3597146.66,757460.08,1151789.08,0,6493812.49,0,1366910.03,0,2525379.18,0,819426.20,0,4766821.71,0,1016617.64,0,5320924.27,64511.48,4302670.83,4525519.69,9940436.29,1785519.72,10404315.58,1062795.06,1252789.45,0,309926.75,100000.00,0,1583252.90,548000.00,400000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,702290059.19,881029871.92,858610264.66,848264284.63,1386177049.25,1340815751.68,1275789888.72,1174708766.04,1123461563.17,1058559463.68,1058036353.16,1145910636.16,682691084.15,554172145.08,500097683.05,405269801.96,680840789.51,424775504.82,336349923.78,365560018.44,400102893.70,320603472.99,292192281.42,252870365.07,233853806.39,185856135.64,171286472.16,107495955.37,183485648.21,185062615.80,151778271.18,140576185.24,161140858.25,156365189.25,145145357.91,98327044.08,147389009.61,132763953.56,120437128.49,104012743.43,155990008.22,151087520.67,167954826.75,126554573.19,145005985.56,142882874.71,135205050.04,93479027.10,122902930.79,134341628.50,126616484.97,119359086.52,93358378.85,104556658.55,104241490.23,86611500.21,89172940.41,109071192.16,112516479.41,83249485.95,114285803.28,123451290.88,92332109.72,66547344.10,102832464.44,98208924.80,108657420.22,80514284.76,98873612.33,99974033.67,93474243.42,60156938.18,77594988.06,69773329.31,88391262.39,85839583.79,91956567.23,83064885.61,84708733.39,72295400.29,0,72597919.85,0,80409466.93,0,0,0,56252087.97,8583652.88,12588845.36,0.0
8,应收款项融资,109381592.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
