,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090630,20081231,20080630,20071231,20070630,20061231,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,61927739281.18,61119327688.58,66422944610.47,67314912585.44,47433784413.59,53430689207.22,56214963209.14,60142125991.46,52656695176.95,56800381018.82,59656244997.41,60112188715.85,61272262772.88,64575721011.92,73237237605.60,77898630020.34,81618054473.80,110407056081.69,129225249570.04,72974693358.34,54866893638.48,39506553240.39,33038156436.65,29255416998.34,25276946146.83,33599986756.46,31225548941.68,32788755615.42,28913202184.40,27186445586.95,30380738970.55,32078980521.98,31510383476.65,34641111925.81,40498930084.83,48126590668.08,42733217808.59,43755689882.18,55992370327.02,50659957850.17,64504724308.45,38774906087.86,31845594109.37,21817431726.20,65771654772.24,39590072190.01,14464005059.59,8646867832.23,0,5040241908.15,0,3020743002.34,0,3058762718.01,4379387256.73,5160294542.00,5684686464.00,7615226235.00,0.0
3,其中：客户资金存款,53040322678.76,51029918248.60,53279204282.42,59157012660.86,40144484403.73,43917337221.75,45877345079.08,48693201591.25,42526062237.93,44666579811.30,48716177350.09,49578458693.14,50326986281.30,55131159283.91,64279986642.57,65100129320.95,72416265172.70,78043286348.23,112520512161.13,65986772435.63,47486938045.51,34247328560.82,25438493042.27,24072343942.10,22683148572.53,23493568015.43,26771009793.36,28334855856.19,26852742074.66,23825952130.02,26484061285.71,29697687873.67,28388542420.83,28712827119.07,35993788356.00,42926078680.90,39445920192.90,41189619749.18,51382794122.10,46185095358.47,57138165508.79,33438229064.07,27657697438.69,20742239591.73,62600516345.05,37041853027.00,13080422634.46,6623912889.26,0,2996766653.91,0,2737136148.08,0,2764113728.57,3675432620.23,4433997002.00,0,0,0.0
4,结算备付金,12471615672.00,16859992340.81,15067835319.72,17809435440.30,13796280422.62,14604961651.09,15419884471.87,16104655449.62,14010490946.36,13129113205.52,14784264670.08,15409395817.22,19043468593.71,16946175088.53,11676725581.66,14146312049.40,19166188028.21,17379530617.47,24774448840.92,10780575363.39,12191800738.04,6646271069.70,6048274553.48,5928468086.13,5047161047.55,4746938448.58,6187641473.02,5312031473.86,4693925591.75,5401132845.72,5312444783.67,6080122127.09,4204670532.66,3978608364.65,2966634346.27,4161361581.98,19908695305.82,4574297540.17,4928912879.54,21510905705.14,4663307178.18,3547067543.85,2843243081.78,45505987680.69,7245287420.64,8331896172.49,1825159037.44,1189044881.97,0,286961773.12,0,409140460.00,0,236893193.42,111340313.27,-358573502.00,118153806.00,167285809.00,0.0
5,其中：客户备付金,8125251787.68,12951613305.12,11362739935.83,14728964161.41,9883047574.33,11132004977.19,11572849253.53,12650341089.54,10026688408.82,9184899463.60,11693078320.21,13382445144.73,17468564031.70,14553374558.07,9789842807.08,11561699449.87,16874803063.00,15078402287.89,22855353410.25,8769521235.24,11033050511.03,5823517186.13,5293981446.39,5268428966.64,4565187984.67,4277347465.38,5357111210.34,4268447050.59,3542903017.02,4455366068.53,4473425392.78,5273960478.30,3549740091.17,3547596176.91,2601452164.10,3738114960.09,19664077760.68,4215102843.70,4704959059.00,21259253043.08,4355215767.41,3319724022.02,2802315933.87,45433358694.56,6898086419.25,7591573860.90,1533308406.36,1189044881.97,0,215227600.97,0,358778541.46,0,235596620.86,74662023.79,-254452123.00,118153806.00,0,0.0
6,融出资金,55224619148.40,51243928553.34,49006135390.56,49165013642.07,42976429747.47,46779571272.06,52490008258.07,57748884981.18,59235425550.71,56680428836.99,52238065036.76,53675544513.50,53351537796.68,50920351942.30,46568289805.62,47762245395.60,64389342143.73,50335315582.62,114825448408.34,90258812652.31,58595164547.26,34853194746.42,23812526971.32,23249782473.99,20087284540.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,138146067589.35,134183145866.61,127443866087.44,102650425374.96,100124746037.27,86677079107.45,82249964308.33,68453707906.09,73070284720.03,54687908031.25,48872624866.17,50455638361.94,48244454755.91,43209864801.89,50575995014.37,48635086736.20,62826493422.97,60167046295.22,55366849496.45,46301378522.34,36121668050.87,27550847429.75,26703710289.35,15081999105.56,14932072724.43,15103544418.27,22059625401.09,31166443396.53,23840141246.70,22458477140.60,21297414653.32,16527728865.30,14700829293.79,10484282537.59,16677272509.80,12143844162.13,16374717278.24,18439329427.17,15566528125.36,15145981503.98,15346499721.80,4577870909.22,5355690774.78,2368362367.72,2045237168.24,1732400669.52,1756946263.41,0,0,0,0,0,0,0,0,0,0,0,0.0
8,衍生金融资产,1805818795.53,1023062330.82,1057143653.85,1003852478.09,1150232249.79,1008642554.84,1017305330.90,482273006.02,1021640352.67,877146771.53,544282373.96,504911181.55,1109613068.13,548982077.30,817196351.33,773813105.00,1016347445.68,766363707.08,855196391.76,29079884.26,12015035.74,15667703.89,2173773.48,7922827.82,86915657.34,12432634.41,77906.98,0,0,0,0,0,0,0,0,0,0,3138951.42,1285552678.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
