,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1371034512.92,1035809494.05,893091763.53,768980644.46,638903250.07,644022663.55,721615418.78,523076666.94,648813142.22,546982547.75,598925566.33,585443237.10,724535496.36,553006163.76,619650078.17,630291158.64,828363801.44,795056083.90,828448242.27,768894879.78,751753938.46,807720709.97,984551645.32,916657720.66,875072134.76,810744474.07,842337261.29,714064426.02,992655684.88,831514586.17,267554084.57,344624973.41,273417898.70,252056875.55,208969205.47,279008319.54,279501100.82,277208094.54,355929509.50,357353618.45,287218407.58,248320108.77,319849680.95,294123488.00,422361251.50,280110716.95,300686645.37,468777960.00,481270278.26,502316695.06,408436965.08,538297314.64,242408843.66,247847843.05,111222621.90,193623948.06,167635176.24,137928075.57,106503963.92,58515583.74,0,220743884.33,191292292.21,104807698.43,0,131563043.77,0,40387565.38,0,30428027.16,34836445.28,34712654.30,24233000.00,17318565.47,7024043.38,11815441.79,13620762.29,27080530.84,73386761.74,33349244.32,23084978.48,10074551.71,7776605.26,0,4991093.69,5460802.34,5868083.64,0.0
3,交易性金融资产,436661988.02,463858356.17,310000000.00,100000000.00,42450000.00,0,0,4180258.86,4180258.86,4180258.86,0,0,0,0,0,0,0,0,1659237.33,5523135.69,1927003.90,1927003.90,1981178.12,1981178.12,1981178.12,1981178.12,1960579.66,1960579.66,1880478.55,1880478.55,1801130.73,1769090.28,1721029.61,1721029.61,2288603.21,2288603.21,2288603.21,2288603.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1095285470.99,1025138596.19,1428127252.98,1463869115.52,1462549761.28,1235237697.34,1296486428.36,1495952976.67,1426304028.99,1378862673.11,0,1164420169.73,0,1165273603.59,0,929550097.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0.00,306059328.12,359179577.38,312528287.90,210813018.23,285776706.43,286156191.37,250948908.44,285130350.44,319207353.09,192421317.23,272048525.36,241623378.71,134703026.57,130190435.25,168660945.16,128268712.58,132164942.02,102767196.61,97598992.42,76453805.39,117513664.22,130581169.69,167676799.37,125023136.00,153686991.98,148666448.51,147667275.21,107742661.90,72637579.71,69834562.04,74137784.68,44759294.56,40326837.94,43215914.85,75744023.18,27402189.75,62277525.01,72103442.84,44899893.12,62462044.23,81335198.45,66615124.07,41715199.70,42865367.46,27842303.29,40825788.47,22526979.24,32106232.30,34301025.54,59032518.92,43398604.71,67543850.47,45276957.66,33128765.23,35932049.31,37242129.05,43952305.35,19703537.68,0,9861516.42,11935779.16,15308972.72,0,17075564.00,0,12138106.00,0,6102422.00,7076109.00,10066500.00,0,1163743.00,0,0,1000000.00,0,0,50000.00,0,0,0,0,0,0,0,0.0
7,应收账款,1095285470.99,1025138596.19,1122067924.86,1104689538.14,1150021473.38,1024424679.11,1010709721.93,1209796785.30,1175355120.55,1093732322.67,947241645.46,971998852.50,962329000.09,923650224.88,925654360.52,799359662.15,685859430.11,688076238.76,719601459.19,756740610.36,768103705.69,728205456.25,762418823.81,740401348.77,614530511.87,636502350.54,585848493.76,686846089.53,617138613.97,580820781.13,206786880.91,239574781.62,241743458.43,226591040.84,171288735.75,150735937.76,161171168.50,166685885.31,176022082.33,192848103.90,171081603.58,167253766.88,146574543.67,167765844.98,147607463.25,113321063.37,131078097.45,144001653.63,141035299.25,137378460.85,208646426.08,165620630.81,183714789.77,147213152.56,147218440.58,130189853.83,143953953.25,122786873.16,121955386.67,119473819.84,0,131444249.52,103156341.77,109433842.79,0,123842142.73,0,94706498.31,0,84112760.82,81124989.66,93114307.63,87850000.00,46197920.11,5055499.41,5760877.81,6115203.39,9206757.75,7599763.01,5738714.54,8023267.95,4190549.77,3210043.98,0,869565.75,1447001.82,2718107.60,0.0
8,应收款项融资,306899851.96,224310858.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
