,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,4770449888.72,4381374178.40,3234938125.80,4287565482.41,3913750807.72,4368967905.75,4452443963.09,4411853833.99,3618562548.98,4064481598.15,3664305449.48,4416456173.57,4027937783.17,3946075711.29,2550992094.93,4252867527.11,1881067294.14,1607510265.45,774351260.85,1815930526.67,915061758.61,928167328.54,944721291.04,882266607.72,914890513.63,414752424.38,528884725.46,478861572.54,522373197.13,546684442.69,432101779.91,376374921.50,230369069.22,263851278.10,223473502.25,286892237.95,310626666.92,232213946.88,299517959.55,291963558.04,258507237.00,253283303.72,367819232.33,324813979.98,301683330.53,362742910.89,187720981.86,213920649.14,206166952.15,97055339.68,213929150.44,223967610.47,399605307.22,338308077.74,356849395.71,399925712.82,278324805.71,252993302.70,222608051.25,357840288.56,296370648.30,347115093.72,0,273337980.66,291318373.03,249798042.32,248072872.57,210587601.83,242033858.77,100785453.68,168301199.88,183897429.10,87080500.63,302073352.80,93993669.85,94516555.81,41524502.93,61250119.21,30209840.84,72198451.16,0,103237197.48,0,180144352.66,0,214919000.00,0,100393353.06,53794801.40,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,3230782.54,0,10736920.95,5244424.28,5256444.87,0,0,8559032.09,10726773.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17452954.10,12663714.69,0,0,35407432.89,100000000.00,1000.00,2615288.87,5299464.68,7594450.00,7167973.59,7167973.59,2175976.12,2178706.12,0,6695880.82,22212208.28,24532956.12,36708624.85,13970669.06,22975955.44,25370258.51,24065367.50,27785690.00,27306155.00,45804930.00,55694989.37,60417969.37,94460000.00,108760000.00,123451552.55,129542000.00,0,234080000.00,0,154510000.00,0,158131000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1389460883.12,1344029785.73,1368891457.34,1259225028.91,995690467.75,1060415928.76,963387798.09,877880416.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,900000.00,0,0,0,300000.00,6677893.60,9549933.60,9650758.02,7443766.34,5630952.60,3986220.81,4837889.00,8230541.43,7961270.67,3269899.60,2476403.00,2716851.00,2213062.00,23300838.00,4926859.95,3218481.88,38700.00,3965129.20,3941866.35,1454590.00,12040046.60,10100000.00,288807.00,220000.00,339550.00,800000.00,39803.00,20750.00,43100.00,22350.00,2500000.00,0,275000.00,853918.00,15938756.14,16872669.67,3651400.00,26910757.00,32041578.07,28665566.41,20494891.47,35560184.00,23250150.00,18421720.60,0,19680400.00,14819960.00,21464610.00,15771917.92,31043388.50,57371124.00,44356086.04,17463119.00,13218000.00,5030000.00,2000000.00,0,3016945.69,6655480.00,0,200000.00,2885000.00,0,1159108.00,0,1079000.00,0,0,0,0,2000000.00,0.0
7,应收账款,1389460883.12,1344029785.73,1368891457.34,1259225028.91,995690467.75,1060415928.76,963387798.09,877880416.78,840327765.18,765956208.28,684745543.41,199782007.10,36444398.88,36439183.61,52687180.94,123559787.22,77614307.95,72208250.69,93616994.06,102783027.54,25868123.18,29683946.12,17942328.52,11857272.62,25473435.06,27378953.92,15837310.80,13105171.89,20146878.63,17313432.38,16068958.18,6386752.70,9338519.57,7156691.42,13196074.62,6760860.31,6447838.16,6173473.14,7079110.65,5233955.47,5523760.85,6317061.85,5598232.62,3330549.35,5269966.74,6588090.65,7834149.20,6476913.41,12083618.23,10222907.52,7429843.05,12069674.78,64626925.87,58437201.53,105278516.80,118521722.05,95375990.29,125059424.04,73067980.79,87039681.60,25494623.07,54609702.17,0,30133982.56,41359001.26,58631866.28,48636228.95,27174010.37,42791480.16,45708692.72,26636873.28,4670719.41,10345903.67,2380212.55,1916243.92,493562.90,1981498.14,1286877.06,6092467.05,8008910.10,0,10833366.85,0,7904737.96,0,0,0,8697997.01,7515740.63,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,1548803110.68,1324851511.34,1526995489.53,467196531.84,498284931.98,566252260.65,522334459.46,369222564.62,530910516.02,144498065.66,180218657.50,161319122.59,128653608.62,249235778.15,223809880.15,242603067.34,226279251.07,188877732.45,238882926.27,197806779.71,5568672.28,5081773.60,5825516.40,13717279.85,28085597.35,28561745.31,17156721.54,42395894.21,17423965.97,14839631.22,9439040.27,9178545.69,6044597.87,4964453.17,6488707.53,7606209.50,8019891.09,5738710.44,4985909.76,4308352.23,198410240.40,194528598.29,195017903.83,194908322.97,207549588.25,205115481.53,206637388.70,198847969.54,215913473.07,177997539.58,176191695.28,177266621.88,260451591.97,315493738.32,351916148.75,379137174.42,268522062.84,277923079.55,393932688.33,347550532.45,434608813.45,318965292.67,0,305492034.23,387372418.88,265795068.82,253916216.29,231195520.20,218876692.39,173038339.02,119643212.83,167933373.31,72484874.27,49951934.18,34292914.07,23684013.70,5644902.66,6763290.08,5868562.00,1559871.65,0,5746778.41,0,8396051.72,0,0,0,20859632.80,0,0.0
10,其他应收款(合计),299483701.04,205815120.38,735798746.73,709301263.65,494886371.79,128479691.40,125338547.49,109209608.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,4647568.06,0,55007829.12,0,0,1344438.35,543287.67,13642538.81,9137538.81,1629205.48,10848541.44,0,0,3862933.33,3862933.33,0,0,0,0,0,0,0,1073439.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000.00,1166722.72,1166722.72,1166722.72,9590722.72,9493021.62,9493021.62,5281021.62,8881021.62,4718764.58,4837771.90,896782.41,1136127.66,271010.51,271010.51,271010.51,271010.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55539.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
