,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1547423413.26,1625585917.91,1742217049.52,1577557810.85,1681544383.79,1867414768.67,2047835248.14,2167946900.81,1080237317.11,1249097189.52,1657185665.79,1912059943.18,2418624675.25,1151245477.13,1993719002.50,1796975877.70,2100247240.05,2393598047.05,738151442.05,668941139.60,727545147.94,757762816.30,974952832.59,781996121.78,792735288.98,877278450.69,1129309108.81,1550049072.65,603654387.66,616027657.78,713188042.71,720319501.66,877825417.33,1191447728.15,680005158.07,685383880.81,276199245.69,350862687.18,308017004.55,316340031.15,361786695.80,372490581.00,329514594.03,360460397.83,266160652.42,308280811.97,305610225.42,374912604.77,389896871.13,257880045.01,256996790.12,270310914.24,215857635.37,271767193.59,294170004.64,329017328.07,294935208.37,311355138.17,317635093.91,327991185.80,312659971.06,340114169.91,87105047.95,137696673.43,103917985.67,137839470.08,97875350.42,0.0
3,交易性金融资产,0,0,0,54872002.65,106053370.81,130973310.94,162773952.92,144019468.16,149459517.53,160473112.05,121488430.02,71476724.22,103515015.64,99379689.64,122748791.26,79231702.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100442.61,3372.61,78338.47,64048.86,6547862.15,7924031.80,18362725.84,935553.69,1595226.87,855426.87,5322858.19,240445.64,8482404.60,3246171.47,171719.99,171719.99,17361262.29,162442.16,167780.68,167780.68,174313.42,174313.42,174313.42,174313.42,269974.88,1220591.17,1310877.97,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2007283888.22,1931947154.72,1849375965.97,1842190405.90,2030390859.32,1743986891.60,1516260945.33,1327652318.28,0,991796836.79,0,915458241.34,0,1576320051.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,307287639.23,410483374.01,396331372.55,536360130.27,404037405.06,391092581.76,417900512.24,416454802.50,330729759.35,290780951.31,314268692.59,391300958.95,371778757.62,370727643.36,411089507.50,514091605.77,377431884.29,341798568.39,259201952.65,293288652.77,255872779.14,363781470.83,343709050.97,415442176.94,285863383.08,257005854.90,268226363.34,329484116.91,301024261.04,263741261.95,295182686.39,334856372.94,243772332.03,174292739.96,210707458.56,240152432.90,151891628.13,102010842.25,127500429.90,143792860.32,104267742.26,63284052.29,108995918.81,98131591.47,46075392.98,66681537.02,106320284.56,114532651.62,73371259.30,55705371.97,70516026.80,65583435.05,65126363.98,33845995.43,39722557.01,50218321.23,48338670.17,34254137.27,20555347.65,39302575.24,13807357.28,6930958.87,7288830.40,15279833.00,3611558.00,0,0,0.0
7,应收账款,1699996248.99,1521463780.71,1453044593.42,1305830275.63,1626353454.26,1352894309.84,1098360433.09,911197515.78,899273842.85,701015885.48,599753315.41,524157282.39,1211524213.59,1205592408.37,1247182954.20,1191043271.14,1437721191.42,1344467467.99,533918365.94,524599142.81,601754736.69,565584019.00,505637702.36,409705578.97,479200458.60,420885436.68,400826950.26,324065947.98,355880085.11,300599274.87,285453178.38,220381933.14,308637026.26,285522348.74,319602165.11,205120120.19,313283304.52,289170366.62,303039838.65,220676655.66,288279866.69,175736611.13,205978754.64,130505969.85,188461453.35,185116635.58,193812976.04,141557385.45,206756914.02,151240440.51,156353766.84,142395028.01,126537616.64,101063471.04,118008229.42,102058893.73,83104355.83,80619114.46,77723958.04,60702174.55,76182900.14,85485185.79,59075129.40,33276763.94,37153464.98,51438870.68,66196894.45,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
