,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,7813523076.90,7369124121.49,7626746150.80,8441806136.14,5453202324.74,5864148331.19,6536349611.34,6477167903.26,6664543179.01,6256051575.47,6961570162.12,629813890.12,656406131.66,573601736.69,422377905.00,520619225.49,574699091.16,662331002.80,675722449.99,692737971.68,1080471784.63,1396727359.60,1299017930.27,1298443202.42,1221842549.93,1127855634.59,1048226448.80,1011902307.31,629154181.82,445970914.05,494567995.59,245325321.34,462861799.08,404535774.77,266124329.56,428232791.63,267252104.62,240975552.74,229211883.70,149501623.81,156377889.79,118666486.90,132206756.77,162867101.28,138611359.71,180539519.57,124243516.68,232071012.86,289152852.01,245862493.14,347842342.82,232707017.83,342874939.23,200199573.43,182098555.84,168580757.69,126276236.92,140590897.56,112990624.73,117613315.92,149949398.84,142473392.31,147359280.74,165447638.01,179542764.24,122149304.52,175249197.53,143287523.67,213484793.86,122008943.01,114812054.53,107817258.20,203982419.01,265678098.94,333465994.01,174826350.75,159690476.91,96818278.02,62599657.61,54694846.82,85607977.68,0,30622978.42,0,71814821.57,0,44484890.00,0,23587623.65,10124191.00,19891956.14,6305745.13,0.0
3,交易性金融资产,4227284790.80,5015403792.64,6815648673.36,8378723914.94,6875313909.83,4627885028.96,2875783998.69,1205654948.08,916468768.82,662580345.52,474466813.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614080.00,963540.00,967505.00,775125.00,3392580.00,2613060.00,2282314.48,2821180.00,5473500.00,7569810.00,5246800.00,7681481.88,0,4396750.00,3322880.00,1578600.00,42075460.86,57162896.54,57232081.54,58150805.58,58478805.58,58595128.86,58346750.14,64235184.28,64699903.00,6439658.65,6146747.72,69940970.53,76843765.72,86961403.20,21179153.69,21355513.69,22388740.74,991414.60,31128235.48,259705219.50,136595008.26,109880028.48,92140000.00,0,0,0,0,0,11740000.00,0,0,0,0,0,0,0,200000.00,39000000.00,0.0
4,衍生金融资产,530263.55,1194961.13,0,115285.12,98291.05,0,45489.38,1634469.01,0,39861424.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,82660564.99,73379021.28,119235167.26,56332819.59,66493281.64,53224875.21,70951840.75,63925893.92,116229525.60,0,47356045.64,0,7470058.34,0,192234768.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,400000.00,1419103.08,2089103.08,0,0,0,100000.00,1340055.00,1913679.25,30656259.12,0,0,0,0,0,0,50000.00,0,0,150000.00,500000.00,490000.00,2050000.00,0,447846.36,0,1000000.00,1651397.84,980000.00,2388677.47,2478400.00,2084797.10,1231371.00,3828875.78,6654206.15,7112194.04,5282828.85,2160215.94,4010596.00,2042000.00,4439884.30,2785060.87,3542180.39,3593295.58,2853549.10,3902277.03,4897939.60,8077540.51,18430826.78,13267388.41,8571937.53,19788686.57,13731401.59,15724411.63,8065736.93,18885415.79,17636535.01,20515386.72,10778228.08,11133971.52,15364388.95,16199206.96,19648976.37,10785265.25,11258660.91,12737643.00,9382580.90,16924999.77,12080103.63,14727986.79,18022227.23,20118882.40,17160736.23,17791451.51,16182868.22,13308069.30,11018444.93,17013505.50,11129464.07,16246438.76,7829443.23,0,24392477.08,0,20156882.88,0,0,0,17618295.20,26979812.20,14967602.00,0,0.0
7,应收账款,82260564.99,71959918.20,117146064.18,56332819.59,66493281.64,53224875.21,70851840.75,62585838.92,114315846.35,0,47356045.64,34935918.33,7470058.34,189548033.19,192234768.28,181358752.79,743202.41,30770447.26,30173788.85,9769832.78,47332702.11,34724535.73,260210889.87,257997538.59,340442474.09,155894545.94,43163270.44,251771755.60,225540677.96,62478844.72,58177866.01,124541664.31,134096836.63,90285865.17,118487536.34,100396684.20,358027352.93,255783504.50,246381934.66,185241218.10,175615881.18,160887351.81,126018655.71,139389974.68,147404289.23,226267123.12,193725986.79,190073063.60,229387347.81,214638568.00,181481198.59,125897890.80,159315373.45,201770380.15,185027502.66,161239662.48,163856814.37,206564877.45,228753834.06,202459233.36,170963402.29,191015453.86,197824259.53,174042804.56,140819968.61,174287018.10,166326162.08,156686079.10,135280878.38,162801381.88,173859286.99,151509388.89,128661903.96,194883118.35,137426036.30,199746550.99,145689625.00,143272293.87,103706715.37,100533625.20,105652228.13,0,114362135.12,0,87756389.84,0,0,0,54824796.95,49702698.17,50048967.41,92026503.95,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
