,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,204657213.71,426426316.61,268389005.29,205308294.60,213733221.23,470425647.85,216434402.45,296927634.23,276761722.99,544641619.02,546358055.28,444277046.13,397179041.10,673446599.58,236547866.42,601355524.05,406819881.65,711952889.69,326609427.60,265701602.98,523832095.45,659971440.55,601089093.85,1422010157.47,1492272007.44,1464057953.44,1590247706.15,1511587853.46,1557255882.13,989176492.74,1179380917.98,1201496121.03,1214949154.29,791233977.82,1099015423.29,1184127570.92,1209284324.07,621584770.76,858030803.06,900624034.47,898299400.88,452770830.80,569178427.90,544942094.45,477528779.06,262352723.42,389691017.38,398018147.77,319640706.68,177829125.06,228481269.44,235431939.47,250987270.47,189189843.03,297785528.19,336817635.64,285827023.98,309972570.70,379636197.90,73996457.26,60276804.78,67570571.46,60389630.94,0.0
3,交易性金融资产,2004207555.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,18979554.49,25812891.01,83294879.00,42016040.51,24398467.84,22631312.80,62626924.57,42486698.42,31493432.12,0,218257907.88,0,52309058.14,0,204377852.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,18979554.49,25812891.01,83294879.00,42016040.51,24398467.84,22631312.80,62626924.57,42486698.42,31493432.12,44293975.90,218257907.88,92739457.17,52309058.14,21603015.80,204377852.65,200094189.93,85014407.81,28080967.84,185232012.19,106901697.36,62492963.62,15825543.22,203365544.37,161420559.65,73698112.72,18170957.96,165233203.88,142263617.70,67562989.21,17878775.05,137204645.45,122527940.55,115271748.82,10600591.82,10017237.74,12776475.30,5499338.77,12622448.24,15223270.37,8420577.81,3523704.85,11596891.25,16824665.40,9974700.00,5838495.84,20662264.38,20899534.86,19368725.77,13112886.37,12138255.90,23376291.51,6621372.69,16668565.15,28184298.06,30007410.97,51008997.00,31386436.33,10601848.52,16681241.62,39857925.53,17677598.68,14896158.70,7353124.43,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
