,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,311060538.57,326692786.21,377241455.11,470581176.48,181826303.01,110908628.92,320868596.60,389185960.63,37297899.97,123403038.92,247774709.96,198141013.97,336898612.79,433692809.13,577582510.65,532061943.98,379863080.93,297064960.99,266996887.35,203648211.80,662901717.75,197427855.79,211538107.94,391255414.48,839228562.48,415821739.44,556644895.94,707173704.64,859170014.72,406842838.91,383747099.43,393380826.74,388487037.55,382977613.88,303424133.27,274888926.66,254035339.85,211759692.43,185008126.09,165752012.80,165859973.99,101501254.04,56715586.67,50651395.14,64344227.34,56202273.74,186724494.05,333865573.92,37493585.27,38890056.74,21515753.78,53955902.56,115065995.27,89585855.64,114884363.13,136263810.40,311767307.63,199188450.64,293868312.11,300186913.05,348614299.34,224720239.84,171003645.84,167694028.88,147424458.62,108171825.15,118840462.97,87875244.94,106449178.44,99325809.65,118307139.63,394812296.29,359753219.76,379915179.62,403122053.06,431660312.30,37597278.69,6475853.11,5511256.09,0.0
3,交易性金融资产,501201536.40,1056313504.24,636644976.78,0,0,44345315.44,38657341.98,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25180.00,163040.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.00,53863857.40,50637652.10,53361800.20,51949901.79,60100220.39,50100220.39,75074950.00,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,136388500.71,96610663.75,110089219.84,52042024.25,46873862.92,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,40045700.78,10002710.75,63742001.52,63978286.00,47163542.01,39933747.52,10623826.83,660476.00,0,0,90000000.00,0,0,0,92858100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,10000000.00,14000000.00,16000000.00,16500000.00,0,0,0,0,166000000.00,90000000.00,0,0,82358100.00,92858100.00,42480027.29,405378861.18,217500000.00,84000000.00,270000000.00,273100000.00,260000000.00,20000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000.00,2000000.00,2000000.00,1330000.00,0,300000.00,2800000.00,0,0,1000000.00,0,0,0,0,350000.00,450000.00,0,0,0,0,350000.00,50000.00,350000.00,410000.00,300000.00,200000.00,200000.00,0,0,0,0,0,0,0,0,3600000.00,15700000.00,0,0,0,0,0.0
7,应收账款,40045700.78,2710.75,49742001.52,47978286.00,30663542.01,39933747.52,10623826.83,660476.00,0,2494213.88,0,0,0,764070.46,0,679886.08,0,35226497.49,0,0,0,0,19229067.34,3859516.43,120365.00,408405.00,408405.00,408405.00,1472987.73,5929287.01,6007037.57,6987730.68,1708666.04,5242675.58,4909458.71,5299204.58,1436436.70,15997720.26,17137647.84,13654650.04,10040348.94,16923668.43,18664245.40,14511966.15,3153248.10,14700232.10,3281417.31,3258333.23,2144579.95,9651578.15,62651891.77,81416992.72,74545160.72,41485515.00,45940798.14,50209286.40,34351742.27,30031373.00,38502312.98,47739338.42,35025730.01,57390909.94,42510679.09,29275444.41,26136703.94,12839265.99,12089776.54,49353820.95,8914849.60,179943184.83,164646882.58,48054436.97,41719881.73,51424158.33,25670922.49,34005041.61,27973081.89,34439594.11,20346328.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,23837821.75,35319545.87,28799903.03,27671521.41,16529430.11,50293060.15,43384826.22,40467765.16,945173.85,5081049.87,29369089.52,21703443.48,14514651.25,22352535.90,20392565.34,21263019.28,11172514.19,20760601.96,32692483.40,27184010.22,7726514.05,34179423.71,20172540.74,21841429.74,4891825.01,41060076.70,30610619.34,30799877.73,2448780.38,3639069.72,2063124.93,2454332.54,1589808.80,3311503.07,3113763.71,141200.00,2485750.08,451046.69,546865.42,7052019.95,7652451.39,6145282.43,4103439.84,6595076.09,6148856.00,10031700.28,4686298.65,15495244.10,14920723.14,3243447.02,2657152.67,4961614.49,4395312.75,27970302.62,28151497.49,2834318.00,2017142.74,90737954.06,24068323.99,6042126.97,6088186.31,5231585.14,4357372.30,5801885.90,4435471.90,6414921.85,5859273.90,6344514.85,6167850.70,234450.00,14745492.43,390000.00,240000.00,294090.00,6469290.90,28203620.00,0,0,0,0.0
