,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,138927536.40,255192790.12,392085350.57,208810918.29,83992905.34,246093759.79,231633830.28,370478799.52,281390302.49,193890567.32,100657563.58,120972392.39,145854268.74,159494312.41,208368474.40,274979834.28,160681921.73,115263072.44,159823412.81,209945197.43,236092841.10,304047495.22,330146142.94,246377049.57,357056505.21,449952526.02,524803067.06,466169734.86,460732767.75,500188160.39,566161607.52,147026826.10,22904514.75,25682891.18,18982316.71,38006479.60,11515249.30,13470028.95,16191806.66,28582671.25,16284769.83,12985808.45,19484021.87,21374827.30,16582926.63,13375099.44,17830282.85,37522656.38,40833052.27,51330135.99,49144949.93,77455211.22,62006879.91,59460498.24,75230510.03,56907309.59,45257600.55,92408053.25,90903227.71,95490178.84,120149932.53,160308574.85,182822768.41,106932609.04,0,85601911.78,82458506.37,84545452.46,75857485.90,110630811.65,126024922.49,151413105.27,87628065.26,92327192.62,72783564.68,183773188.93,15493709.29,2021954.89,21704875.68,12226471.86,0.0
3,交易性金融资产,7232496.24,6879188.44,7913910.45,5078983.80,4915240.96,5737789.88,7948597.05,7680209.70,46099053.71,47511104.21,37314711.82,23189319.21,53509579.78,32869172.72,16838304.91,14462119.81,4238900.00,4419900.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2472358.00,472358.00,500000.00,500000.00,900000.00,900000.00,900000.00,500000.00,500000.00,500000.00,0,0,0,0,0,17000000.00,16784593.99,700000.00,200000.00,0,0,0,39000000.00,50000000.00,60000000.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,126628139.34,120776746.22,179149158.76,104349144.77,131309740.28,119733969.56,96212547.45,73468169.85,104898264.33,102990071.97,86582156.76,68336703.30,0,0,0,41027430.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,5614127.95,4859570.61,7481122.38,7365068.84,3263773.60,2557719.94,1610474.46,2128739.45,1728517.96,1325926.30,1699306.74,740000.00,1893508.30,441127.23,1220000.00,801577.78,628510.63,1355648.58,1399134.39,2837895.22,2341008.29,1812194.04,1350000.00,864496.10,160000.00,985000.00,1767784.47,1489670.80,2741513.44,994711.38,1052107.56,0.00,2451697.92,900000.00,1247969.44,500000.00,982574.41,400000.00,1007896.98,100000.00,70000.00,1726606.60,1724480.68,3830615.68,2281827.57,1872521.95,1568664.50,2040000.00,2257673.69,2135039.97,552860.00,560913.57,2900000.00,154300.00,0,1150000.00,0,1304319.98,11766000.00,2250000.00,2700000.00,1000000.00,600000.00,3250000.00,0,700000.00,2700000.00,2400000.00,2100000.00,2214000.00,1594800.00,592400.00,900000.00,0,0,0,0,0,0,0,0.0
7,应收账款,121014011.39,115917175.61,171668036.38,96984075.93,128045966.68,117176249.62,94602072.99,71339430.40,103169746.37,101664145.67,84882850.02,67596703.30,74591433.91,64980991.17,47946002.04,40225852.47,43006675.06,37847948.18,23146884.74,26354641.60,26916573.02,32151406.74,28258542.18,27060062.28,28596811.13,25305823.84,22902726.73,23313558.62,22627751.84,21889437.47,23285365.53,17314465.87,22700368.46,22952946.59,23224204.50,22367397.18,30537113.21,30741108.00,31818014.57,28306812.17,29777164.26,33333847.56,27093884.59,27563655.05,44099162.99,43454382.47,43131912.45,36885548.89,45702069.30,61943419.06,49284537.65,44146782.97,47149825.41,46872718.28,44098650.92,47008240.30,52452600.48,62965192.15,52290976.74,50263042.67,89145230.11,78939137.63,73909119.12,46361499.80,0,96607605.26,90758531.07,90853783.58,123819529.62,115795197.35,121715803.15,117716689.82,118120391.13,108414568.50,108018175.62,84552217.80,69054861.99,79293620.26,58823737.75,36045702.73,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
