,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990331,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2760957628.24,2624030385.73,3030425834.08,1675901082.53,1391896672.17,2364327269.11,2751336877.34,2644849541.52,2639274146.61,1259496837.85,1359497233.05,702216398.76,988495958.95,883629957.27,1592051844.69,1484261773.40,1551046338.70,1768594796.65,1894502789.43,692061668.72,1197062116.77,1331508906.90,1408137026.56,1584044690.31,1396967782.70,1418857888.90,1505844042.01,1315841303.05,1255768332.02,1352752896.42,1776709222.27,2569760341.22,4028553341.25,2425699613.24,2692117056.12,3460156144.57,3830265990.27,5093789214.09,4434065548.54,4747057136.88,6838328116.87,7382793735.55,7333378523.07,7096206060.12,4347668144.80,3843247181.18,3381966131.78,3637583943.00,3517867582.80,3169813817.00,2762552111.45,2851220834.00,3938740928.12,3003386942.23,2918425341.89,2717280868.82,2821111028.81,3605370074.41,2917256214.40,2202089188.56,2546633498.26,989449470.32,754968196.35,0,79503311.66,0,50658435.65,0,89300126.76,122555384.24,109901524.83,0,128788042.83,186051714.58,172153183.42,265848054.20,274662701.67,40351906.45,34413886.94,40109526.20,77483206.73,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3353337491.06,3829933639.92,4753018312.86,5504047209.27,3320589181.71,3972746706.68,4283420297.50,13600652037.41,13611597848.60,0,0,14749536304.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0.00,0.00,0,9307776434.70,10522215162.02,12694422850.29,12930664655.03,11253243743.87,8865388242.51,7340971390.70,6551855989.83,5795136566.16,6170879945.25,5533331314.26,5330788551.09,5631852636.64,6818817498.51,6823695691.29,5596675489.45,4622720467.01,5284442992.25,6155828915.50,4664476444.27,4032331434.60,4454864370.51,4476638935.48,4745562498.87,4859834579.47,5035820596.06,6599859346.04,7300884286.03,3842537906.03,2787210402.87,5205197129.58,5704289032.02,2985642890.22,1797930739.10,2549011669.11,1468327764.97,1859827278.15,1354312826.55,3623301095.75,2751431988.55,1353765846.94,856907419.16,893070846.00,1049050894.67,951916826.00,617453666.55,930342234.43,898064765.00,323565924.57,315181637.55,1033235814.59,830950556.19,534798496.83,749703175.46,360803779.82,251203427.80,0,74644579.60,0,3098321.20,0,4368578.04,17703981.54,14448654.96,0,20577374.00,34215436.70,28258740.00,20722799.00,15250000.00,26970000.00,26043700.00,0,3500000.00,0.0
7,应收账款,3353337491.06,3829933639.92,4753018312.86,5504047209.27,3320589181.71,3972746706.68,0,4292875602.71,3089382686.58,4418769117.42,3546140883.60,3496292561.03,3885144370.91,4758830982.03,4740201959.82,5168992970.24,4692832990.05,5419665455.24,4985606990.00,4254944190.44,3543395018.09,2906778848.19,3107687347.89,2345094143.23,2323735439.91,2096527766.49,2494011517.69,1743055473.29,1540291641.24,1546399729.55,2105653528.97,2687881706.40,1427775877.67,1327384885.73,2348189676.13,691068010.01,1637638275.97,869175155.16,1211695722.48,1201133012.67,1273214195.57,779142469.23,1268606811.92,928697218.54,680269573.89,941251811.23,1605722219.38,399179617.03,561043320.92,1024673698.00,556594615.71,513097083.00,124119541.32,108843784.32,77534358.74,609328151.76,373687432.38,151561553.10,115422136.75,93774355.68,188341736.58,198139658.57,169493648.75,0,211408373.92,0,132888677.57,0,172529377.54,188654569.48,227647509.53,0,245688191.09,311390147.63,337428546.52,291834405.32,317310089.25,238134635.68,215446495.97,126082582.65,159971774.63,0.0
8,应收款项融资,10276708643.00,9089572194.85,9072517765.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,102016394.97,44361774.31,54335724.23,115441545.15,99727625.11,86690928.82,125210726.76,80376210.42,136819341.11,152164139.11,89273883.82,88748765.46,125730563.78,63532456.97,56055248.71,43584285.60,46822169.00,41546160.78,43179409.01,69036557.50,56541293.78,57121482.06,105385373.80,221095434.51,96975279.00,84551705.78,127233942.83,106088610.39,100558504.78,103284680.91,169500963.97,207092140.03,235066987.47,190857719.92,337460958.25,574154906.43,502679653.97,658687849.50,543233570.50,865405946.82,453600723.20,282990192.85,576418478.29,452835457.61,580027090.37,388739129.30,351089679.24,513574707.38,228761846.70,1083418998.00,443796930.59,275011047.00,111479146.45,142605671.38,175331884.37,35257333.04,84696584.72,114657686.38,257810686.19,245187016.11,219405471.23,115484789.18,144594112.60,0,29991437.98,0,71582136.45,0,69889682.84,68078898.05,72635479.34,0,38255064.97,71222329.70,40549425.29,44732526.85,51169185.32,42308734.85,37422603.97,20104376.38,23923326.35,0.0
10,其他应收款(合计),79390618.54,92873523.54,122613366.40,121673377.93,71347060.48,113440504.13,102530085.85,78690928.75,82636065.22,0,0,83977560.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,692408.87,1008229.25,588592.87,0,0,934674.20,566288.87,1164243.70,1208202.84,1717959.55,1513077.74,1961857.10,1297934.53,1438285.01,2694424.05,4203426.17,3915564.78,3349377.79,2403131.12,2163189.47,3325301.87,6766861.91,2977082.05,4132605.16,4612157.92,3199762.21,2488411.12,1350351.66,11004660.45,10196090.29,8046086.56,6660444.46,9473598.62,16521542.78,13810016.45,17390495.00,17989995.00,24092349.40,48112998.90,47228490.95,28219622.00,38850616.65,77954480.20,74397025.00,40057328.25,36483376.30,17654424.30,17903380.00,8650212.66,18365763.00,14732912.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0.00,0,0.00,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
