,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,588141402.75,632137417.47,748761586.51,674817268.65,787752927.72,822287516.10,763328813.98,730267704.25,655334102.86,644371809.97,652443641.91,830392595.30,579697727.58,688841292.00,897339345.45,972763099.15,834382021.91,1208173718.11,869093809.37,928090429.00,669076192.67,697727479.65,876043926.45,1074820107.13,1399537405.09,526618107.88,679385806.25,945068086.79,924837311.00,1155753902.41,1152221371.91,1107798282.94,963442554.42,1047098131.06,1035509931.55,935606501.90,1085149966.21,1094899711.22,1004141138.26,1157231375.32,854124038.95,871990982.06,881176988.20,1040982721.64,807866484.05,755822405.42,830533877.61,499230463.33,533134730.04,474197784.22,386034622.92,353277506.72,308407139.29,428893750.27,295750824.68,244614776.35,297132423.00,292204673.43,183987411.37,306754517.38,219546485.77,188110393.70,141547431.28,107704301.54,126853610.57,80642056.20,47687022.48,83713552.51,101558532.10,141287769.14,175042556.22,225154367.39,116185609.69,144557515.74,22180329.28,26319258.80,21412710.04,10563021.33,0.0
3,交易性金融资产,48710515.93,48670710.93,49685025.91,49184085.93,1144370.50,0,0,0,0,355130.45,992149.10,117048.50,94602.35,2109647.35,85500.00,0,0,959750.00,210550.00,0,1181947.10,0,838740.09,257390.09,5599591.30,1991718.87,1935520.42,6548997.54,14508470.84,1741865.73,12274043.62,2892867.54,8117348.74,15845942.13,23175923.57,28175410.23,5060564.17,11668047.09,8081123.82,12404002.53,20557854.00,9635961.00,4492854.00,6326324.50,9285412.73,4611521.69,931884.00,3454780.81,0,0,0,1720000.00,2290000.00,1690000.00,1495000.00,1760378.69,1923087.54,1903087.54,1625924.48,1625924.48,38686698.41,40846840.55,39561907.96,101640242.72,90732900.00,90732900.00,40732900.00,56992900.00,103262950.00,51762950.00,3628600.00,2387600.00,200613179.36,241757388.98,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,651927124.44,656611547.14,476941704.07,623867759.80,937229782.79,856538791.74,899421045.88,827464240.20,0,0,726842970.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,7245148.66,13446051.95,15113092.74,12096738.26,34533795.88,17730046.63,32270227.98,42459487.43,48771784.41,51297372.48,44559515.27,75049197.35,90603126.40,172638167.10,203292244.20,150054471.42,177009949.42,162580887.23,61877371.52,83976351.83,203107118.15,161775421.36,77404313.56,66929852.12,94752613.42,56884213.15,63274586.46,52615035.08,35004278.72,85730944.49,84957322.71,168896763.05,67396060.52,51191687.00,37974050.19,37642794.65,57603235.36,70287898.57,28904971.94,29699114.30,22665167.06,17264087.72,6808649.92,22169516.12,36725970.55,25042977.26,11379026.20,15939085.50,27841537.57,32290798.86,12222013.18,13486024.75,13462571.34,18608961.42,6382882.63,5599283.73,5447153.63,11848292.42,8975192.12,6574073.53,6441625.60,12023026.55,7996908.37,3152289.50,4030208.84,3050678.71,1959748.00,658610.00,7053131.00,8014525.72,1068920.00,3645000.00,1761600.00,7034666.38,540000.00,0,0,1220000.00,0.0
7,应收账款,644681975.78,643165495.19,461828611.33,611771021.54,902695986.91,838808745.11,867150817.90,785004752.77,738049361.51,638022036.59,682283454.93,920787724.11,630829484.99,648937008.24,668447755.90,674329387.74,405725431.70,444067418.02,311907873.21,266990035.02,301285890.24,398984506.53,288460346.80,358822080.64,232680703.80,211119418.72,167584871.81,142921660.57,156210551.34,196840474.85,166403631.80,156268875.25,218290936.84,257305375.59,236683873.57,98746611.15,115846509.87,115666951.52,121490790.08,86851334.03,83153721.07,64556979.14,61844938.92,41609021.69,106877683.93,100977326.17,104166530.49,73441033.21,87034774.78,106706792.57,105661468.19,50100052.67,94651464.43,81510637.60,86173620.62,58505802.95,72019586.69,72800927.55,76173515.71,64272465.41,86043004.61,85710574.06,80275596.60,67947148.73,78987576.36,81594073.59,80379357.33,79939008.86,74927493.32,78812641.23,79176524.81,68234556.47,69683883.94,58231249.81,68436838.02,70364909.09,51634650.39,47214402.45,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,49989666.35,57538166.37,244264914.10,51466026.08,305051296.27,303306631.04,384687929.76,345791595.02,232548654.45,233264687.22,178957885.05,143438457.97,116290601.83,115524915.96,127926894.94,76570443.86,195030503.34,134034125.75,54421135.58,32138880.28,177457836.57,83113571.13,111478685.18,95205749.37,374309541.62,379855618.55,134619060.52,108811998.46,175490511.76,69424294.98,73361702.68,50702805.74,72108882.71,79843831.70,80234355.42,23633187.01,81660927.13,46143885.82,81407924.41,19772856.51,51718815.31,35303715.40,75147348.48,18610532.38,144260841.45,113243185.05,94595543.50,94657578.06,83767493.12,118738594.29,107488445.13,104505659.80,62546916.51,47855943.76,80221681.17,74387958.86,83300534.00,55374766.13,23896613.68,20964400.99,51482790.70,24451314.23,33251568.45,9489528.04,53934615.94,23480822.88,15004939.45,12050817.76,57685736.77,36847979.48,61892162.18,31435065.74,37933770.30,34130176.48,14161587.73,12575553.05,10852768.10,9408772.80,0.0
