,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,8976493.99,7622431.17,11689685.42,12100873.84,31698971.92,37824678.26,42801876.63,36726641.51,56315982.64,23712029.58,40658501.64,108196223.12,84263440.83,36129922.06,42968183.66,48671441.82,95709108.24,112089756.52,118543134.30,103303035.85,218857073.08,196154878.08,232910197.16,50755297.77,139653179.32,48920996.91,60138166.31,67287924.59,94329554.99,83361029.62,116746862.65,29848534.75,102993062.86,67134088.30,66760971.81,87681378.04,147050300.53,48053635.47,93511553.12,125258619.77,130980951.75,89458494.19,109521574.14,80672061.42,75940862.64,91337876.19,106594395.25,188604487.35,189458268.30,16992264.62,18113846.54,14156957.60,10976711.17,0,25242750.83,12445656.18,14509866.13,16055417.42,19519679.36,15751600.70,16477757.80,80845545.20,107713193.23,91393296.92,70144733.73,71128913.27,88995833.42,0,51195660.15,262527734.58,304126770.92,325959187.72,145429760.08,278791421.96,252561517.27,188900893.84,247536241.63,241161335.57,180684286.41,64850926.32,169408628.03,0,21135940.00,40356433.00,14874368.00,6217765.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40095914.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48180.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114830.64,1285622.00,432122.00,0,0,0,0,530000.00,530000.00,380000.00,380000.00,0,0,0,15407863.00,14421226.00,235605.00,94410.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,7375105.96,8633361.83,8575038.08,10785806.05,16522003.08,37452811.81,32248348.99,35735708.38,34201871.77,0,177618009.69,0,180169502.17,0,248571738.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,500000.00,500000.00,4818456.40,7981966.95,14525518.51,13512310.26,10347405.65,32817063.36,93936531.17,90543159.10,59552673.04,4657503.60,53858561.50,87558784.75,61399007.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000.00,0,0,0,50000.00,50000.00,170000.00,40000.00,190000.00,230000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29952.00,3359717.60,0,605000.00,0,0,0,0,0,2000.00,2000.00,0.0
7,应收账款,7375105.96,8633361.83,8575038.08,10785806.05,16522003.08,37452811.81,31748348.99,35235708.38,29383415.37,185493198.96,163092491.18,119986490.59,169822096.52,193887882.97,154635206.89,173464042.62,87492895.99,78615156.06,33185523.40,43867860.01,30613005.88,42558588.09,43677695.25,4951312.57,1713050.77,82589924.42,73627070.89,55818802.75,83712574.64,44315505.85,47884500.96,51936097.31,64147039.64,32670483.22,43438083.22,38374244.37,42923020.67,15034283.82,14566101.56,10468368.60,10774207.97,2447236.20,640074.00,588230.00,3708840.00,5982.00,0,0,0,668295.83,4265695.48,4046314.31,4935604.87,0,22852134.78,12410595.42,14328628.49,39038757.27,47380898.28,42490255.79,51829228.81,121793938.25,113514423.55,76069422.27,43601054.26,18571117.52,16973114.87,0,13281977.81,11525789.06,16931223.45,52090638.13,17329478.78,21779801.51,16298352.67,30693962.36,24812039.06,27066704.90,19123135.67,11986701.40,18944491.69,0,22816584.00,19153799.00,54541360.00,27938304.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
