,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1899127530.71,1955868080.61,1834458405.38,1745510550.73,2227641852.12,1642739362.83,1578551162.51,1316574971.18,1485052957.19,1441513653.26,1718101665.59,1218575839.31,1096711311.94,1134224676.45,1383071577.15,1628384317.19,2208266015.16,2018962572.87,1618568425.72,968333980.08,1088216970.80,1075030574.42,908114423.75,951410751.02,677313186.14,669209007.54,631281023.05,752454214.54,737569238.30,693220499.31,590360729.86,534765934.29,825396671.87,788805633.12,763162093.28,780624060.73,678659695.22,743247875.80,662435077.58,504172341.93,378946373.13,341803759.89,280362624.37,305188681.58,379076625.83,393722873.18,402714512.48,375883427.92,247408126.15,375070769.72,255170429.84,170545548.94,190084362.20,216025785.87,189935901.07,188834716.78,123975474.29,161504412.52,185225700.71,163472765.29,185975489.65,309594391.37,257395944.06,179372899.02,234871461.22,212286021.04,96246049.46,203504037.38,166218404.20,201485172.81,114214263.91,163162146.56,112018680.32,82289561.34,143077624.19,86907133.92,43681988.25,22868978.75,33977290.76,56109714.37,0,33585916.18,0,0,0,0.0
3,交易性金融资产,26539375.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.00,0,0,0,0,0,115500.00,388671.74,278171.74,663155.03,663155.03,300676.45,477206.98,312218.41,32218.41,418993.45,418993.45,0,100000.00,0,1175371.32,1235385.60,1091497.58,1206650.60,1379044.23,1441742.43,1422036.40,1093290.26,1331465.26,1629826.10,4911661.44,7940706.71,4360259.29,5680943.10,1093134.87,1792445.91,1850000.00,1850000.00,260000.00,1320000.00,710000.00,1589756.64,334756.64,1657559.14,2237907.85,4588116.40,1591116.40,900000.00,765000.00,2653250.00,2603250.00,2613502.88,2613972.36,3800020.00,1100020.00,0,300000.00,0,9800.00,0,0,7491323.06,7491323.06,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,127776104.66,72289069.38,185978490.71,89808843.71,123806518.06,101956211.44,93131488.10,70737072.48,0,0,65331009.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000.00,250000.00,274753.10,0,0,0,0,0,0,1100000.00,150000.00,5050000.00,100000.00,50000.00,0,0,5050000.00,50000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,127776104.66,72289069.38,185978490.71,89808843.71,123806518.06,101956211.44,93131488.10,70737072.48,99208484.03,83436169.64,65331009.47,39687184.79,230905450.31,171455348.71,146221665.73,53367683.99,424583306.01,706372318.44,291832639.62,134975934.24,321243836.29,352472027.98,436497715.54,186164904.63,164925409.78,136180587.29,137632232.45,147812821.45,235936804.06,256807760.97,162704217.56,102600210.29,72713661.99,100783813.58,184768970.98,249474125.11,160514969.46,85254613.21,75459835.77,80569456.68,84455496.04,105907777.37,146893492.91,107976399.50,118317256.60,112916279.85,134036323.11,171378068.77,156703006.54,201931105.55,263900136.82,197045621.24,164122401.88,150292046.65,210326806.31,195072979.76,169364210.53,201060838.34,142924543.63,174658063.75,181641128.68,183577044.40,176039827.10,215406220.11,272808688.27,314128082.09,319106624.94,288002401.67,217673650.68,176078005.21,197273803.98,148296450.36,89404452.22,67834407.86,88244498.44,64816969.61,39433612.49,23028760.60,112551857.71,74243644.64,0,64687707.87,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
