,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1339874701.94,1718157340.67,1064192795.76,1429424129.55,2468594368.96,3723169692.77,1706930989.87,1926034572.11,1859333447.79,2418893453.54,2500438695.26,2647400642.86,2408113816.16,2405477025.01,2233991628.82,2363273211.88,2363340808.60,2176396086.41,992858488.78,1072625955.70,908634262.00,855165779.71,735794612.98,1254008614.58,1238788235.91,1236383759.97,1227316826.92,1269662895.98,1180779658.64,740837572.17,799887205.01,731683908.94,942697204.87,853773367.70,1009767711.60,979555795.67,950677000.56,853369747.00,671875394.54,675592908.32,488635828.01,427857055.32,431395944.31,407194240.31,335914459.48,292878724.11,333047008.68,346339396.00,300371842.75,239554970.23,172798410.93,115673432.66,263589006.37,256038016.99,225320620.36,194647374.06,107226457.42,121125651.12,77225096.72,104139369.79,91710303.50,126608603.52,79575256.25,138110714.77,98260759.00,114019415.96,84193199.54,79690458.95,86122174.90,124077172.50,232489859.25,179901850.30,149598996.42,126647553.35,50669977.31,57727708.59,35384218.36,37703536.55,37537412.25,32085810.35,0,18346761.31,0,18980011.00,0,8824056.22,0,6389132.64,0,6760560.39,473032.99,598588.93,0.0
3,交易性金融资产,5000706.20,45524426.47,767005440.91,14833329.00,17768895.10,9588459.00,32368198.00,24668011.00,25982748.00,29259960.00,35830656.73,18734048.00,20182999.20,57355106.73,30914655.75,40741683.00,12692365.00,54473491.40,36692214.56,23356816.00,18403948.00,25214166.00,23577720.00,23492995.15,22611505.00,20257838.18,23131875.00,26921961.43,26626238.82,29004595.30,24305216.00,14643622.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000.00,80000000.00,80000000.00,80000000.00,0,50000000.00,0,0,0,18580.00,0,10000000.00,3504769.12,36556769.12,0,41228869.72,0,49794870.00,0,69485771.00,0,21382285.80,0,0,324620.00,290120.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,96475004.40,96793829.25,103431758.05,74716207.37,83320093.57,78149442.97,77967976.66,63737070.25,0,53971461.12,0,55556377.85,0,62327460.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.00,400000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843460.00,916208.00,0,0,566040.00,0,0,0,99524.75,75839.76,0,0,0,0,1000000.00,0,0,0,0,0,0,0,100000.00,230000.00,51180.20,12505306.40,10810880.00,0,130000.00,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,96475004.40,96793829.25,103431758.05,74716207.37,83320093.57,78149442.97,77967976.66,63737070.25,55555932.26,53971461.12,61807791.37,55556377.85,59893673.22,62327460.34,55845613.36,48784257.80,46445840.67,44817695.87,35889899.51,39188490.42,29832957.53,36528666.40,34858168.08,36636861.12,46734024.92,32768249.44,24917901.29,24651778.95,22709526.54,27220471.04,18107135.38,20210215.50,21525.95,124746.62,89563.62,55695.74,24683.40,14005.57,15901.05,58743.46,34212824.21,34202526.32,39041128.44,19012667.86,37285807.79,23337939.67,22337350.50,12730000.00,44202603.47,55431502.47,40094510.19,29280419.19,51021143.00,39518210.00,37484558.64,13680810.00,-24963.82,-24963.82,78077.49,474312.60,484298.13,484298.13,484298.13,484298.13,984122.09,984122.09,984122.09,984122.09,973583.69,973583.69,1148146.40,1582842.72,1906949.99,734197.87,967610.01,1226343.14,1140620.99,1275269.49,1051215.97,1214104.88,0,1853483.14,0,774849.00,0,1034294.21,0,402276.26,393438.94,283396.13,131200.67,416032.96,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
