,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,7308596214.52,9779599023.79,11679895608.09,10526328556.31,8648526151.39,6450094675.42,8872283099.07,7841978233.52,5993264903.40,6981973115.66,9074250862.15,8858417958.59,6602063139.49,7032936806.42,8805238018.25,7945527336.93,6179004091.75,6929375932.22,8430183854.80,7086126281.16,5634522306.59,5479651560.70,5472634062.24,1589348315.35,1244821387.44,1173076133.57,1119405739.95,1235866711.30,943997645.94,889527511.09,829735254.13,928148066.66,695956183.15,634394089.68,750829690.95,856987243.95,602581496.50,584755428.48,729640106.49,769485250.39,667238618.73,661899560.48,747599497.89,629008383.63,919728820.81,1029856930.02,1007519153.70,1056990616.18,1004053318.81,930361132.40,938959881.94,1043605517.61,940036983.47,470752566.57,599808320.21,538100082.93,509879919.99,481477736.22,439340749.69,395320239.68,259691239.41,298403061.76,244378982.86,368262680.16,293319566.98,231009021.42,194327824.64,197748142.99,173616207.91,198279194.24,221244521.11,197844795.80,230921169.61,336676660.58,452273640.05,22779238.51,789807.97,58382.00,0.0
3,交易性金融资产,0,321189581.21,334827567.00,15637235.74,28986051.76,30809687.95,49543764.11,53054421.36,70716554.19,33687409.56,22226163.72,5092346.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,891490826.41,790789358.75,635652627.72,687901324.78,955731707.48,495391238.06,669764790.23,611459411.17,0,659917572.98,0,660668531.96,0,641402238.58,0,0,0,0,0,0,0,0,0,85354298.08,108413817.00,112309653.16,133747112.05,116457641.73,146497598.98,131175817.28,197214012.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,17868927.64,20142292.20,12750223.13,2793534.17,10377028.46,26124670.00,24677429.21,16590951.96,14924428.46,12918062.07,12516382.20,14734910.20,6888628.84,18257687.70,18492232.26,24054814.00,19542054.00,8515522.00,11778923.50,11323904.00,11336563.89,4380002.00,4472468.00,6856306.00,6974587.00,6771067.90,3653167.40,21592997.99,21727199.69,13480220.00,50794896.67,62037341.17,25416632.33,10604809.95,50823119.25,77133082.73,38027779.59,21145504.95,25360119.67,27790479.75,13541464.75,5681687.08,6815500.00,8320482.50,2210000.00,5310000.00,8312539.20,8094000.00,3095000.00,7435989.08,17130000.00,25550882.67,13791000.00,600000.00,19980000.00,26296432.06,18550639.39,4950000.00,18115199.00,21853571.09,19579712.70,17895816.00,3400000.00,16022563.30,26441597.50,10527892.14,6167892.14,9570000.00,7160000.00,3296160.00,2329187.40,2140000.00,5250000.00,9970000.00,3500000.00,0,0,0,0.0
7,应收账款,873621898.77,770647066.55,622902404.59,685107790.61,945354679.02,469266568.06,645087361.02,594868459.21,716214561.20,646999510.91,623376324.89,645933621.76,670470929.27,623144550.88,680233246.99,609211358.24,496236919.64,441145200.50,489596177.17,493208180.33,248488014.67,177867187.15,214434888.99,78497992.08,101439230.00,105538585.26,130093944.65,94864643.74,124770399.29,117695597.28,146419115.76,122851656.92,137831079.45,147419786.31,124611088.68,114483590.98,138523274.10,131797853.21,131609376.17,104244421.58,112568626.54,76895834.43,68419931.85,87134444.70,92424563.13,110263517.20,159699989.46,139403241.21,150255472.70,186339369.39,182554562.38,147806496.94,177428614.11,149160803.96,124832238.70,102994623.39,114001322.80,112579192.40,108907212.67,69537072.36,102174859.25,86498737.79,78111215.90,63735717.89,79442031.01,78604723.20,67521030.04,66163895.50,69847759.85,62409354.91,66178319.76,66331213.75,54439301.68,41625894.12,28357764.94,28212275.48,14107098.26,8537824.78,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
