,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5311505584.38,4937423724.41,4684624648.40,2561628314.88,2717290129.84,3206968565.22,248723663.43,290902969.54,707856547.34,756279869.49,770476681.71,551383811.79,427979203.45,689670471.36,444791563.49,364847286.89,311106491.19,255557600.89,367019765.12,367585269.32,377997052.72,340813116.38,468624007.43,480190828.91,479649022.06,498329240.21,404429178.36,264501111.55,455717405.09,457744867.28,485723312.62,0,400723664.76,362836548.97,516353760.29,429272960.02,470116447.12,533803084.04,433798555.31,550470265.72,427262106.16,436643652.90,386038407.70,418392464.34,210838678.21,193545445.57,284495677.97,188283342.16,220473290.18,201860630.99,276714371.55,291255673.04,377984258.76,599004647.17,664657727.79,472397050.31,509917962.79,497186991.01,548473838.51,494589529.79,680922332.16,472659906.26,591385749.14,416675559.62,502024815.05,532598489.78,413389470.19,367364233.15,515235551.58,725441094.89,228107928.61,0,321982314.23,358472886.92,372105187.19,394853874.26,139442608.02,127385733.63,62459682.57,29590359.31,10433580.86,12658078.27,0.0
3,交易性金融资产,693604976.47,304210267.70,419481533.44,833175732.08,0,46345.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076200.00,8188759.35,17114606.02,13007127.00,14350254.67,16208124.11,10000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,88429740.00,88440625.00,99965016.68,99965016.68,0,207330896.33,208933117.33,208933117.33,51362221.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,357909488.29,603942180.71,692002874.74,470760217.93,632285781.61,738010757.08,137630489.92,143893667.91,177177607.52,206521550.76,171296707.58,154160413.12,138463248.24,145585922.42,137159351.41,128997285.86,125843728.03,126415754.18,120049632.03,102489625.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,103457140.97,299375715.84,282205775.21,203217293.97,443071668.48,567494037.05,82778466.24,82139019.45,133725109.92,149826714.53,122642072.97,94259984.46,98256133.41,94899486.69,87952477.21,78243276.33,85641182.12,77183197.65,71389244.45,54271476.56,67385451.41,79333059.41,80738502.84,85756476.16,97077501.84,108205605.22,94889127.60,83158051.74,117295916.69,119243961.16,117985206.61,0,203314301.02,189587027.79,168144459.14,160127293.46,171049879.69,177698015.44,161306190.72,96939488.49,93560682.66,68106410.86,75725001.62,55534227.24,76174283.87,35656875.46,56404440.37,40175125.22,66971423.37,60695314.70,62992275.77,34773529.61,57285646.68,31911050.09,43485866.41,26830495.54,69911599.65,45893218.39,33519713.40,36058204.96,24307869.94,7950758.37,19470351.15,24114077.52,39138265.25,24689899.89,27859523.10,34369590.60,26850975.85,19347927.36,7696200.00,0,10236256.28,5820000.00,6634999.92,2390000.00,3280000.00,3100000.00,500000.00,2954000.00,1200000.00,1700000.00,0.0
7,应收账款,254452347.32,304566464.87,409797099.53,267542923.96,189214113.13,170516720.03,54852023.68,61754648.46,43452497.60,56694836.23,48654634.61,59900428.66,40207114.83,50686435.73,49206874.20,50754009.53,40202545.91,49232556.53,48660387.58,48218148.48,41697260.25,46394758.21,48966553.75,53994499.44,37790862.90,45490573.64,46594804.73,54163575.49,36658594.45,47979275.73,53525278.01,0,77338291.27,179726118.28,85764443.01,334251911.46,391688241.98,429027554.14,600344068.17,709473651.84,71072118.56,77091113.17,54117994.97,60647154.87,42231955.40,74502570.35,56906078.33,54628775.19,90499425.37,124000084.75,138041818.84,157959901.17,89685672.79,131985106.61,110031623.17,137797340.36,85285328.72,139134822.92,148702312.86,95319176.68,81890456.61,158554724.79,121187218.50,135252573.93,106285705.21,122845206.88,84289035.43,103257348.78,82003311.13,75993954.69,90916395.63,0,75670294.13,69382839.87,75832574.71,74459880.30,74162929.21,85049528.42,64762903.71,61349127.19,32659859.86,87272458.69,0.0
8,应收款项融资,282912061.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
