,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,61921.02,59110.96,30257.96,24772.99,18025.31,32984.32,24174.67,22601.54,26749.03,13417.27,30381.66,21552.35,23031.26,28543.32,24818.15,11716.91,34619.50,26844.69,7162.85,18230.66,19004.50,29399.75,12572.52,356164407.96,188390708.87,141348303.66,48790280.17,461949937.67,311705744.96,227422910.38,209668581.89,428140236.07,157120129.60,310828256.45,326917732.15,258585315.84,245491147.54,225093917.36,179985946.36,197174644.92,119047073.15,131419036.42,103660872.92,70020259.05,64326775.91,58039884.02,49232555.18,67985157.76,10724859.07,216764457.60,513716.83,20773056.71,10147593.54,48591410.93,7143626.33,90671997.93,9687440.53,58392827.73,77836856.07,24945600.89,15856883.16,46447623.80,82760588.03,130169844.18,32465723.09,27147069.31,32480480.36,19547200.17,112618330.76,89689298.13,198355915.72,627978482.69,576131516.52,489579139.60,410764412.69,199797091.83,281516560.43,166346556.04,156505740.21,277831253.58,0,123105647.84,0,96451701.70,0,45833000.00,0,49031191.11,45738297.97,0.0
3,交易性金融资产,7519375051.56,7358607215.45,7472280361.28,1652978351.20,2360245630.09,3407383557.25,4395227799.95,5409521917.11,7193095670.31,7764708126.08,7702388599.60,5683470402.50,6242987680.46,4848147544.89,3229347077.47,3123218369.69,1727262913.91,832016110.42,150000000.00,500286864.67,181047946.81,257976267.00,124608332.50,600912085.47,58433300.00,8754900.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26361770.00,27523573.40,50612356.00,50567568.89,50578208.89,49518206.61,55764039.35,55657455.80,55278626.45,55278626.45,68298076.21,28075291.31,57415947.41,55766627.13,46940643.70,49150591.84,52654374.24,160498822.94,153647561.10,84150927.10,86352153.50,113602563.09,93977321.51,100230747.31,64589449.30,58261429.42,0,0,0,0,0,0,0,24844248.97,16944661.48,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17040.00,68160.00,68160.00,0,0,0,0,0,0,1282500.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,155982468.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681731.74,681731.74,76943916.69,84058270.29,71437266.04,56723251.25,129085409.65,85670557.95,43449812.52,39352871.44,61895035.54,40254681.54,43952441.03,30271041.03,83189147.61,42574838.40,29058254.75,27400212.38,26181180.45,29033108.98,23638870.86,23552427.19,6835825.87,10897099.23,0,28893845.17,44132673.58,30122951.65,22267283.19,27655060.55,54749516.90,82370565.59,107543492.15,156054058.13,229757292.20,231262827.20,232417939.20,232075297.71,254003246.21,283385951.30,258012410.79,259176787.40,278970166.37,278579151.96,279612341.15,287225589.05,380986019.93,387304785.64,385687517.08,371547911.77,313903975.51,304419658.67,184671438.10,254298152.55,0,232626850.90,0,138221064.86,0,94808000.00,0,16092086.95,2229931.18,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,20081098.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357128.86,2235899.16,4807300.86,3226402.18,3297190.56,1905962.14,2502790.77,1187951.89,4852646.60,5071723.41,6013638.00,771965.79,647742.19,580752.19,511974.56,628015.96,6081060.34,5736198.92,8569203.19,871432.04,0,0,0,1265711.52,64991484.57,64252769.54,68869993.77,9556918.49,17646630.00,4703846.23,4453846.23,4453846.23,200000.00,0,0,0,0,0,0,0,10268158.90,10268158.90,10268158.90,10268158.90,10308158.90,10308158.90,32857369.63,25430135.99,24922674.14,23525743.79,26448981.04,24169728.99,0,16298887.33,0,0,0,0,0,0,0,0.0
10,其他应收款(合计),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,155352292.46,142104273.53,143730510.61,196402845.94,124196244.25,91536722.37,107952511.64,47685911.67,79745525.88,78210578.58,20495385.83,15467696.36,30630330.96,56392060.40,19498144.44,4975811.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,906266454.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79684608.52,238835208.12,177602755.93,134896604.82,292580340.53,218299361.43,101287253.01,87115771.39,68248130.46,64257402.57,67047385.50,67575922.00,52027924.06,63030156.74,57291519.99,76126199.95,87821104.80,72175834.64,96543587.95,73063827.42,124862760.09,124087035.64,117930881.94,159614469.78,128244882.41,9744532.68,19915529.92,0,137120763.55,313114489.76,321905092.12,311546373.64,465768144.56,529953165.09,516268993.06,473627427.26,474666372.64,361282105.07,352324779.43,471470001.08,456052085.16,484379000.36,477133601.24,495861835.89,514839650.28,415542549.40,401629891.19,413301240.38,536478158.46,104808511.92,105131462.27,78134350.13,64609988.54,108583923.30,101534566.67,168704676.47,197294754.40,0,40339781.92,0,68075640.71,0,0,0,25411564.34,12291896.90,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,10000100.00,75000750.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22645245.00,23645245.00,19245245.00,19245245.00,20000000.00,24710411.10,37106833.00,60903300.00,0,0,0,0,0,0,0,0,0,0.0
