,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2212878764.16,2902605623.62,2254648973.22,1845352475.82,1897042623.24,2445148409.06,1713837847.66,1845352475.82,1206479608.22,942734371.28,658118447.45,783469027.04,1098516782.80,1175188423.56,1302047214.81,1194370523.59,1762176207.83,1942295347.62,1439959881.77,1288978645.13,1680209901.80,1099559499.20,1584552168.89,783223166.16,1678978261.44,1608320189.35,1336434400.18,1723499961.91,776668130.34,751402035.65,784271388.36,423961871.11,523868347.78,447978733.79,293946717.80,183355816.19,243972585.44,281733211.67,465016204.76,148231275.92,204947434.46,212800584.47,273441668.92,204350136.34,268818614.25,371716680.57,363991349.92,361352151.70,317716188.39,420903007.51,420432787.49,206172767.78,187463013.21,218373638.18,214204164.94,194915513.26,117842585.55,150958782.96,190452509.93,183898612.01,74172670.69,165505651.06,161019306.74,171214600.80,213567060.91,147208975.83,161706647.47,156816282.05,98516316.98,49825285.81,54805741.51,36790510.50,44804230.83,60162605.47,221338889.95,222965635.94,212075698.22,44027766.04,31657262.26,52229060.39,0.0
3,交易性金融资产,150974444.44,151560273.97,132324582.30,1678424.66,1000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500000.00,0,2696000.00,2696000.00,2000000.00,0,1400000.00,1400000.00,1000000.00,4050000.00,1400000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1385550819.56,1265564694.32,1395075806.64,1160122905.70,2031518624.92,1954207078.16,1681528225.21,1018623970.45,0,2124576997.72,0,1554158835.69,0,1918717817.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,248325019.99,373212157.09,583903025.75,700191643.72,443838368.99,405003927.81,841775291.24,995019012.38,279795420.86,889750119.06,413884177.35,660456344.64,542080179.68,703344220.97,347702191.36,418929124.35,230514801.24,607572160.59,345579448.33,257158684.08,345898008.00,618335011.17,317046066.52,500423211.88,285364194.04,374907470.36,144195842.22,212224648.36,161573292.67,119303568.62,185651455.51,147346029.79,116953852.25,156727635.56,146553549.52,90836447.13,64834325.93,27673182.73,37231262.19,5544139.35,43558412.71,4655920.00,9283929.75,23414595.03,25073652.52,4714758.27,14968453.46,18425769.68,22298558.78,4842600.00,17687611.20,15557747.50,7385013.53,7159395.96,10102944.30,21708617.31,4631600.00,2493925.00,5240291.00,5173544.30,8010283.30,9267361.50,1379585.00,826000.00,6703195.80,3471400.00,9112328.00,1010000.00,779850.00,5765430.00,4651861.27,521120.00,5070000.00,4550000.00,4252094.88,0,0,0,0.0
7,应收账款,1385550819.56,1265564694.32,1146750786.65,786910748.61,1447615599.17,1254015434.44,1237689856.22,613620042.64,1119152937.00,1129557985.34,1332672323.97,664408716.63,1413278060.94,1258261473.31,1253680081.05,551008256.83,1183560543.94,1095102209.83,858646317.78,533570056.77,1047986592.00,951873495.59,830779998.73,558875740.64,895127367.81,778179603.07,983457675.12,411878726.20,744756479.07,683854073.30,519473003.20,201293090.74,522199456.20,545944894.76,310575590.86,274769758.46,406683206.05,405075338.32,342215095.42,179558344.77,285869198.34,246868322.63,177421808.09,200708972.97,233970200.74,191087418.06,228355760.02,129514711.44,221011056.44,228685794.19,222980263.83,153859312.17,210318573.21,223243689.78,197570693.59,155628553.60,82525909.47,125630140.02,107241222.64,91303828.33,121735077.83,89269394.34,110811695.21,107366019.31,104176655.49,105397413.82,105763238.52,70711776.79,87550218.76,90763921.99,73641231.37,58251242.26,89402094.44,73080615.68,103933206.26,90406449.00,89387479.37,89382497.58,39619775.39,20138271.19,0.0
8,应收款项融资,433291888.75,323674545.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
