,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,100339820.16,122098783.61,234993446.04,499142823.25,367144828.92,371311339.12,444432121.86,238538490.70,193736456.61,160291524.81,189973855.83,464708574.74,463810538.19,529051439.16,460197952.28,79699129.07,208920647.00,307863901.26,447384283.56,353629782.02,391351521.70,319545264.20,217734034.41,240705308.38,302584638.52,63932285.92,6082417.68,32994250.59,10960047.84,8764285.29,9139391.77,9207306.10,22006713.22,68256330.15,22934852.22,23289204.11,27007066.95,94193232.50,83962197.19,121612909.76,120686546.20,194874938.79,144252424.43,35328619.23,79371989.11,19034878.82,23002743.94,25839458.49,26054957.83,29804997.99,33392248.49,27129364.20,34656565.09,45466850.00,30320595.80,30787937.78,34100629.93,43794216.42,42877276.25,31176573.90,37786804.96,39257213.05,31412926.24,37529030.12,39823156.91,68656364.38,65164641.77,116097347.46,96250321.64,89859821.87,87277528.65,103835397.86,121403699.93,79173967.56,130754661.44,102954565.44,55896643.16,56235109.64,44162632.63,37896275.21,0,34834064.30,11146296.75,24133805.46,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136100.00,199750.00,89150.00,341520.00,68780.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41872.83,5512356.37,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2288067.60,1927315.58,2077315.58,7315.58,847315.58,567315.58,43629.95,43629.95,0,58399.56,0,58399.56,0,133955.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000.00,0,0,1500000.00,1000000.00,1507128.00,1500000.00,1425000.00,2841558.67,2400000.00,2410000.00,4100000.00,4220000.00,5391811.28,5000000.00,1713968.51,5200000.00,1380000.00,2461846.00,2290000.00,0,925000.00,840000.00,1442605.20,650000.00,60000.00,8289350.00,300000.00,6970000.00,18341598.95,335000.00,0,0,0,0,0,0,0,0,0.0
7,应收账款,2288067.60,1927315.58,2077315.58,7315.58,847315.58,567315.58,43629.95,43629.95,58399.56,58399.56,58399.56,58399.56,133955.89,133955.89,141902.40,1503792.40,2344563.90,2458286.64,3809616.89,5667391.79,11276183.91,12402932.19,17370397.91,19899678.61,114516309.52,10965843.78,12449654.77,13408773.36,11369474.33,14565742.66,16131774.04,15064991.95,19482265.09,17900309.84,18596097.25,17565390.18,34151566.21,34841820.45,12040239.39,13398261.11,11633866.92,8946545.73,3365068.57,147284832.57,1907920.58,773082.43,3982426.39,3261246.96,7017323.05,8493117.67,6461263.18,8110985.52,26191616.25,53262953.91,25722936.52,23260724.14,34670835.69,39883042.37,37822014.61,35223703.85,60799852.42,63434510.25,70912409.96,60685459.66,110704153.12,99651202.45,135102539.44,100582209.50,113207337.07,110421191.73,85349829.75,91617246.20,96702299.54,74591285.91,65411184.23,77355740.84,82799576.67,72028405.13,58920529.89,40688987.80,0,60162783.27,51322397.30,49313291.59,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
