,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2087332108.46,2632967750.62,2764889406.03,2510535750.97,3108038425.60,3325255141.87,1092350704.02,1626836388.18,1084598965.91,1409475673.41,2321126013.74,2455411928.87,2799114892.44,3483634340.84,1245273046.98,2428819252.60,2115682861.15,2364530600.65,1388073407.55,1228278166.66,2263658725.95,1783840869.48,1488376489.25,2114350910.35,1130560498.61,718536787.02,605512616.28,708693749.26,467805435.63,510190520.83,506877918.05,757227580.19,553666698.89,449581280.96,725832330.63,851497267.65,1595959945.92,998591435.59,994620986.72,1464923055.30,1106129680.12,397722850.79,618990784.72,879867574.07,272497183.70,147560364.52,232616894.05,187552911.13,320699799.96,198680161.86,212481209.09,100050753.93,67492489.60,123808346.69,104437029.21,90935477.31,136004852.34,126911270.45,188616691.57,87929157.85,103436133.65,97577730.18,82720600.62,93122081.79,80095983.71,55295532.89,39442592.68,73543058.83,59946596.39,55791389.07,33021931.73,44354968.29,38130405.80,34038344.16,38412968.40,42844038.68,35336218.59,39274065.37,51783756.20,38345787.30,66178015.07,0,32367939.46,0,58217278.43,0,113007500.00,0,49106275.77,0.0
3,交易性金融资产,110935286.08,200000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77180.00,72025.00,0,0,0,0,0,0,0,260345.00,0,12750.00,0,173875.05,650292.54,71054.74,2708080.37,2629096.50,2605258.00,2597505.97,2704798.18,2753620.17,1711848.57,2541865.31,1046399.31,28000.00,0,385963.00,390963.00,385963.00,347480.00,0,0,0,0,0,0,0,0,123500000.00,0,0,2441166.21,0,54236947.90,0,107268600.00,0,125215259.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,380925169.70,376990399.30,375862146.12,411480657.21,379830496.33,112361989.03,113910975.56,67566807.07,70013815.49,0,5522446.83,0,13578409.92,0,6976012.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.00,1600000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062026.68,1255026.68,0,0,0,668350.00,70000.00,100000.00,0,80000.00,1020000.00,2285097.00,3700000.00,1590000.00,1100000.00,100000.00,1849334.04,808614.12,1000000.00,878486.98,570000.00,1606213.00,212728.01,4252706.00,570001.00,0,3216658.00,800000.00,1915000.00,1339197.70,3776405.00,3524750.00,1486082.00,170000.00,0,0,0,1605000.00,620250.00,400000.00,500000.00,0,0,0,1731075.91,0,0,746858.34,0,1240744.00,0,0,0,100000.00,0.0
7,应收账款,380925169.70,376990399.30,375862146.12,411480657.21,379830496.33,112361989.03,113910975.56,67566807.07,70013815.49,84190728.27,5522446.83,6880612.02,13578409.92,4295237.89,6976012.56,6440862.99,25052225.83,9657788.81,7563406.49,11239487.56,38880684.49,10129000.48,5565834.21,8419959.42,25154340.74,27936608.05,12403893.74,6699649.13,21019256.80,8834150.07,5881279.20,5821806.85,32457662.39,11799600.69,8241261.19,10259422.42,33650400.88,5701467.98,10591300.55,5693895.74,16197348.15,8444365.25,4553236.13,9162854.65,52163572.99,8060288.51,3208461.88,4331431.37,31353036.79,7093673.41,4789278.76,24276386.70,27225875.37,14155790.38,4675299.21,17647810.70,22780103.53,2034368.27,2781079.18,2849091.35,41354604.87,2382899.58,1462192.92,2990809.68,37228032.11,391845.90,1348427.25,2334039.81,1353931.11,1654274.18,672789.61,2974218.04,1363477.58,7808994.45,6704383.09,11689539.27,13542567.85,19361239.04,20446890.14,42656103.78,55663560.50,0,64614283.23,0,76044589.96,0,0,0,41143023.83,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
