,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,992926362.52,1138284619.81,1293353285.39,1106098955.73,1223703797.21,1148981123.59,1155519005.07,1000583996.05,1294606454.04,1236020279.19,1106435365.29,1113769041.26,1169323010.24,963575783.67,1288601394.78,963115286.40,1378812663.68,1110068265.52,1584114402.61,1319979226.29,854279650.47,509417274.15,535249824.29,505173934.90,392097601.02,458631975.71,502258854.00,654486744.84,747518778.97,878290621.53,297730696.73,306801849.79,566768302.86,642100102.12,196753492.77,292971192.57,404117839.47,435164256.62,607121517.57,719876599.24,122696228.11,143569444.47,349851810.78,191302430.38,150777338.44,157057365.87,80314235.36,75687792.32,62050534.24,80502188.48,57328118.06,40454016.42,49400380.12,62125062.79,45222826.08,56125639.28,43979933.09,48783468.03,60484456.80,56197199.45,62469245.34,61637978.70,52975734.16,48879869.39,50716918.69,80966720.26,72157925.25,75413425.46,65545449.47,56929081.42,46501707.85,46067846.04,41783157.58,92690711.19,52229092.84,37291697.44,45673915.59,5703548.96,11396520.81,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19003000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866780.93,4725818.51,4833302.48,8802337.31,9000337.31,8808684.84,8907684.84,9144323.99,9243323.99,9373935.26,4373935.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527650.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,906731629.80,717442401.11,677118863.00,584987465.96,414593151.31,558615711.84,537012883.39,511572495.32,339740444.30,0,423754586.60,0,261908732.33,0,327405388.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,906731629.80,717442401.11,677118863.00,584987465.96,414593151.31,558615711.84,537012883.39,511572495.32,339740444.30,402333633.02,423754586.60,372433343.31,261908732.33,313751020.38,327405388.13,309061488.07,242026255.48,319995482.15,245691539.76,242527759.60,213235548.59,106025643.38,107826885.21,94779196.32,79666934.96,91971470.47,64692975.11,59395869.77,49194594.01,61920903.53,73829699.40,70795510.04,72414313.09,77823779.85,82428170.11,64963801.60,37975828.92,29819344.56,21547239.67,23029718.70,14988198.59,11672552.44,8679795.23,13334166.89,17318830.23,12183443.39,9321357.10,12608284.84,5454034.09,10214122.12,7962835.98,7955882.07,5994095.45,7490469.76,4260105.10,9305641.31,2654592.55,6342502.21,2022285.67,7329222.70,1215756.94,8356443.03,1053762.93,1294653.60,211605.37,1693074.44,3235966.02,1128327.39,2357188.41,3724708.81,1927561.88,1252265.12,1094084.87,1988794.35,466308.30,744021.13,3577693.31,6946310.34,16107457.57,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,418494010.14,467803905.86,377765677.32,364386224.08,276171890.30,195174097.65,138930906.33,77994490.53,66560947.96,88317859.30,53391383.35,54597461.45,22352361.27,95493512.20,102421771.21,113647633.06,55858019.76,53594238.77,59389894.23,50970666.38,295500458.44,281070695.66,271057128.15,260693311.82,254605998.76,15615679.49,9503759.72,5615138.15,7272915.76,179502907.56,174593046.75,178904417.95,185611936.96,152100861.35,148310261.42,224077273.40,220837401.25,356930523.06,319485730.07,281924912.77,262966708.22,146318521.79,147825933.82,148996794.72,143106142.50,72537671.86,69910079.85,68975576.53,68748104.99,49542565.75,45944822.59,45580114.85,43193559.07,25187247.30,25517604.00,5262707.73,12512224.70,11201579.23,8310498.00,8392754.00,13081680.00,9039932.00,9558647.14,12056239.95,11450146.00,9458943.30,2017068.50,1667351.14,1516110.87,1603282.07,1349653.58,1348812.53,2527544.12,4482952.88,4829302.95,2122379.27,1631981.55,3461525.00,3346884.45,0.0
10,其他应收款(合计),106175635.22,107556936.19,82967707.11,76111218.39,125137443.42,101519496.08,88238465.68,104859740.81,95773599.10,0,58603744.87,0,57266597.76,0,49295413.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
