,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1102765251.64,1001997050.77,958599944.78,1382805111.90,598115886.99,655262781.29,790848683.70,1607840256.16,656444819.68,476956826.75,736263264.78,1136490982.19,660752511.57,669111423.31,680466829.78,1181977241.59,441709681.79,536960088.67,683698364.09,877941031.34,455901873.34,500684179.80,531145170.78,761105517.16,339389295.08,278521154.50,383415773.18,698162273.64,325568330.86,137350594.81,156376885.61,758850871.25,177575876.67,153820465.05,122037341.02,215660160.32,144479214.32,153503901.22,215001855.99,280126077.54,179839166.15,180860737.62,176419360.02,236860332.66,151956343.48,94643021.65,115094221.97,190149822.94,124471611.38,98587683.11,81597138.13,130568843.42,79809545.24,69848853.09,64857075.23,120997944.29,64928522.40,62126446.30,63706739.02,79661039.49,33649168.94,55830909.29,37758163.76,45997779.60,35113020.48,50910846.88,40409962.07,51897623.77,42590994.21,40351147.44,62187579.56,51780602.98,65897062.26,87026429.43,67233604.15,88637094.88,63059665.15,59620606.12,71452867.50,61300300.88,0,29168535.52,0,7770465.84,0,17224780.00,0,16411283.71,0,0,0,0,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315203.44,0,0,0,0,0,7500000.00,0,0,2800000.00,0,1845390.00,0,56000.00,0,28000000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1073861610.09,1139962833.48,1220148485.54,1198939427.19,1272388498.66,1130387650.83,1117977223.32,1147151952.32,0,1378910854.88,0,1323010265.84,0,1291685427.84,0,0,0,0,0,0,867635359.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,72751789.27,52455668.85,60074688.88,66286731.74,104273391.02,50359964.05,46021238.72,61342104.15,126671977.76,42392262.06,24290898.10,23956493.90,31701594.14,53205998.19,20511329.17,27363548.77,20672706.33,145563930.75,38622076.44,21973668.43,39569384.18,19716705.61,206427553.85,275356962.70,110654334.09,83192169.66,45778301.64,27782758.59,24411789.84,2698817.98,2517400.00,41057764.55,26422233.00,19575534.00,77000.00,5327000.00,149851.80,572205.25,1267437.71,1518692.67,472036.41,2427575.22,10504210.40,10005034.92,4067763.94,6882423.32,1452898.53,3105142.08,6228670.24,8461612.54,3711422.96,7367439.71,4650383.94,1418374.65,729790.89,21190659.10,4748559.19,4942338.73,10642135.48,9365111.43,9098683.04,4851949.94,6568101.81,5480147.82,4927505.40,3428689.48,5236113.65,10713102.22,3226100.48,197143.68,0,0,0,0,0,136900.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,1001109820.82,1087507164.63,1160073796.66,1132652695.45,1168115107.64,1080027686.78,1071955984.60,1085809848.17,1186790078.48,1336518592.82,1314493387.81,1299053771.94,1165110332.37,1238479429.65,1312963315.72,1249413579.20,1157311373.33,1094682906.34,925185636.81,1168614033.43,828065975.63,778291288.25,677433243.72,663532887.45,722917965.15,646826662.21,552389480.47,642661430.27,591768614.03,369430097.30,329524135.53,418631126.77,315713109.17,334829763.20,349641138.02,308626757.43,261443157.89,291669988.55,257835634.71,247781586.26,224665078.86,276068260.51,194956387.32,249681462.59,291250550.85,297170204.08,291732296.62,252094001.43,308958991.06,309490782.32,277686310.68,260486380.75,275460671.88,237157311.86,193065406.08,208136460.40,209365398.46,200886237.45,165916898.11,172908018.33,202009313.52,213493362.44,172104723.96,209548264.34,198155789.68,203071478.58,171545604.84,144970377.54,175013787.92,175865415.94,104381472.95,120806101.02,171055230.59,124519673.70,146214077.85,90008751.71,56951221.23,66375833.47,68737932.66,59042431.40,0,33717399.19,0,19597514.07,0,0,0,26347290.13,0,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
