,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,117016819693.77,117882410162.65,125216144136.30,116963362335.18,100842455792.90,102715948935.07,102061060197.85,117352939577.92,103795726857.30,99851137659.70,115034523853.78,114177823942.60,121024751374.94,122740867918.00,142582689617.72,171974317244.57,165012537050.77,217495727646.69,233899226266.11,100778500134.18,86088084196.97,71144155670.50,57812278748.37,49601676935.75,52936223269.13,43587293464.82,54242312705.40,53029982247.52,52312050077.53,57996662917.17,60449746516.41,56440809611.64,50897753070.33,52391390552.08,51497584005.91,68465824808.20,58318115177.24,68387444231.60,75285664798.96,91554303537.68,88431756475.45,76491141126.29,62931393057.39,69199131232.90,57182014577.57,56518375793.20,53798816405.10,74806205800.27,80275733478.37,46835157300.13,45867478355.18,0.0
3,其中：客户资金存款,76178521758.22,73217924872.99,75996539261.51,83346651539.97,62319468186.68,60928474902.17,69661195806.50,70294200252.57,70213568864.14,69597313440.75,80029826716.45,81658523991.95,87496620324.19,81691909176.57,94915846313.99,102509418715.55,112066660923.25,110702911569.00,155509869467.03,85740272778.34,62592457810.84,49359254892.35,38102848445.08,33111955845.24,33777586692.65,29514220600.59,29280960142.38,29747373074.50,29812481437.47,26429847184.65,28721361224.67,30869968354.72,32539747260.05,33124308304.53,40499776259.65,44165972636.73,41419017298.96,44785112798.69,51324573278.41,62262744491.25,59525446762.19,49689307545.82,32206756525.76,34538194630.70,30893958335.75,30878769602.86,51641715586.58,41606903051.94,50160787476.86,43385355785.35,43499119876.86,0.0
4,结算备付金,8611100784.11,7531983449.44,8217967945.10,10556799643.90,7646561080.06,7716619632.60,8328607966.97,7242948931.56,7982728644.47,9997998627.24,8864545306.98,7420370735.11,12191899273.79,8218228400.03,9947913620.77,10802527464.12,15747115792.65,17908360393.42,28458208591.97,14785835587.20,14818875553.95,5648987655.46,5925373550.35,6257454139.37,5751052655.07,5411946670.55,5606179060.15,5046572219.93,3045330168.92,4183041017.97,4717830909.82,6798185048.59,3952038278.34,4000317915.11,3726400736.17,3734741409.16,19652582721.13,4397303726.81,3406463006.41,3657382842.37,5511975253.02,5360996172.06,3559168937.85,3939452749.33,2670733750.15,3476274979.30,33506654344.63,4326022593.95,3556623900.61,3369936942.19,4328150176.62,0.0
5,其中：客户备付金,6755135499.87,5413680001.04,6935882418.01,7555008892.77,6114673132.91,5314025894.92,7154802385.17,6023431800.99,7607858552.05,7506681879.39,7258246658.81,6352596823.11,9325892434.58,6975192863.20,8402211444.72,9829549443.86,14211925824.89,16982838711.66,26898463913.70,13989554421.61,13537612901.80,4423057267.78,4811605550.48,5347784867.67,4187851441.49,3053205322.23,3483695377.66,3524872663.75,1839238308.16,2868765147.09,3087197331.75,5328540331.29,2274806606.15,2499217084.92,2757016359.65,3185249992.56,19209753600.11,4093307076.65,3113016556.66,3301903382.60,5301560479.59,4635163093.13,3424445773.59,3827816743.67,2575796526.14,3267471935.76,3391385233.13,3531590634.55,3314166936.18,3172403196.81,3502054666.77,0.0
6,融出资金,52797925710.05,51621504695.10,52096466068.95,54869823875.02,48861008664.27,51234844410.67,58868579550.31,60388447079.68,61560952642.71,59377401444.13,56854889133.49,61309724433.70,63212919802.15,58881815498.83,64716557649.53,69403369749.97,76324967255.75,69267486890.39,142611278816.55,89981174785.44,64883359486.81,44420454126.84,33511371510.96,32114999073.42,27465295881.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,219593069669.76,222923785471.34,196731366116.04,194822858921.84,177205414005.44,152913099985.98,148136955732.39,134379477184.53,99856694835.91,106287289908.11,104980451867.33,103558506498.99,92347493554.98,83429108297.28,88950941784.61,94201448654.43,110440406126.01,78291906948.95,66600211460.06,60322126920.69,57158226565.88,46884347519.44,51017624340.03,45105373063.70,47542400269.66,28856655442.50,28771973806.62,31224215310.31,32163916708.45,23256848854.83,22192852691.95,19573172508.12,20504571919.70,19352317341.41,17340567298.45,15047372733.72,15018084280.62,10850785819.94,11869317223.16,8135801693.72,12896751785.06,9455591548.88,9043116734.06,8209944431.59,9760736694.01,9947943965.02,4657382048.11,1860895770.63,3451675925.68,3254986864.85,1907006092.57,0.0
8,衍生金融资产,1516495825.10,1594483697.15,1367101959.15,1513276804.57,1780757436.39,1732402053.02,1576800251.95,1976308186.60,2610612302.28,3404241460.68,3374721941.18,3858566765.96,3935071348.81,4516835288.74,4878487550.94,4273013337.21,3428166390.44,4167969819.39,703769357.16,520647639.21,642211031.03,61522142.60,61931550.97,236985145.43,47647266.67,0,46477259.48,71580.04,31866450.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13378.60,7819.00,100106.95,134465.00,1425628.00,85528001.10,8969.40,10129.00,0.0
