,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,566279805.95,320868701.33,428165624.71,490059041.99,708772919.83,436733381.04,471634122.28,395222427.24,283492527.53,339033025.39,514792834.26,450850590.62,375053184.83,503893759.11,409521761.16,398513608.36,411687839.48,439373640.65,509994472.71,844717562.86,374081933.26,440048631.51,897857942.96,533342974.07,1473793015.88,566077045.54,726031714.61,614038902.05,743928124.32,848505537.77,1022651260.28,787371690.16,892086491.97,1026395415.51,1150729116.54,724553186.82,854557402.56,904003263.47,1038570021.51,774798867.87,717697368.14,1025075209.41,1021076685.63,899779976.33,1032691920.58,1148120430.48,732605623.47,844181768.15,926546299.02,427348001.76,466075700.60,519906850.47,618554634.72,725471596.48,690428594.98,254164532.56,478757865.30,522963025.10,484662484.16,352548605.88,370123963.91,236099766.69,271543017.36,213346990.41,214696908.19,206525981.71,226501664.25,254185404.95,205462477.94,118108744.32,209658138.72,167456383.97,179131701.66,256491277.39,217432460.66,194858298.96,107035921.72,65416533.71,85711396.54,76723717.05,84901734.21,0,230626954.25,0,316237954.01,0,653460000.00,0,615187106.09,0,0,0,0,0.0
3,交易性金融资产,261000000.00,199000000.00,90000000.00,300446816.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,505000000.00,22669982.11,126886964.92,71501302.05,124262919.32,123354630.77,215740663.92,265916546.95,142849635.09,144976979.60,203751060.34,180875712.59,312425751.56,325340761.62,291553428.46,266629270.64,368023888.32,389804349.20,224633336.85,221319992.81,336227703.06,308274698.96,301215420.09,298113833.49,3161600.00,0,0,0,16793219.55,166292572.09,155097355.90,253535183.46,0,0,0,0,29200000.00,4200000.00,4200000.00,4200000.00,4200000.00,4200000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,584940831.74,1031061036.60,889524271.45,974870655.85,927173796.16,923218686.95,833624921.91,788547072.11,762367031.96,0,751201424.53,0,789558190.85,0,827518580.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,132904061.42,310676203.44,365336919.75,235947362.55,457241078.72,235612553.92,295776373.64,187175617.30,308268094.55,223818340.31,238940097.55,178000425.15,325677365.77,233150813.44,301702363.63,252556510.84,365282959.08,212387513.70,286512895.43,328065965.17,405306820.26,272558447.60,342907412.58,362305903.93,495899673.63,434396898.50,455008311.36,321869973.70,549142872.78,398141508.49,466114084.49,383761966.40,555481036.51,489880830.88,521068923.73,479757561.13,476438469.99,174003260.17,240915243.38,200143482.99,255561000.37,201400069.72,223193176.32,111435742.57,171816151.01,135293713.94,192057860.03,105761119.78,221330679.31,185459101.36,173656380.64,108400088.59,136606838.81,91885848.85,121847527.80,99321722.26,188700752.83,136750055.72,166676749.90,186782960.64,220731108.45,201701820.96,221016639.51,196927347.23,225845233.53,142361083.51,149097696.16,127492165.44,104038080.18,124155124.91,111708471.50,43744848.21,61825385.83,110903266.90,32191126.27,52365265.52,25104627.25,28041629.24,24918143.29,31050910.10,33580808.32,0,28879581.43,0,0,0,0,0,655667.34,0,0,0,0,0.0
7,应收账款,452036770.32,720384833.16,524187351.70,738923293.30,469932717.44,687606133.03,537848548.27,601371454.81,454098937.41,606056833.49,512261326.98,582248733.09,463880825.08,623132557.67,525816217.05,592576033.19,485858470.73,646788990.85,526584426.55,534860786.55,484984105.99,636066241.28,456900407.22,503086007.57,358499219.42,449026393.36,334652387.21,504268251.31,331945509.21,499318396.14,375759138.69,376440476.16,294885730.57,405391555.84,302935797.94,399845888.10,264423360.62,467129958.84,339558962.97,357998086.76,241718395.92,283268998.27,261875747.77,305524045.07,190839452.54,384455587.14,274947941.32,376227214.06,181949493.64,263745548.78,187999478.01,296199895.93,165660600.39,260627365.16,182023770.59,225901606.72,140699914.32,222163186.95,169323706.03,219977552.06,110801012.13,186906945.94,139905725.17,178884736.55,131502840.64,198853497.19,144305927.52,174825263.79,125065016.24,175696833.01,145992946.29,190654678.75,124574145.69,188353965.10,109782222.95,119771407.81,106064615.99,110723599.13,108703050.64,119370991.41,92460836.13,0,74928793.71,0,30628052.55,0,0,0,52187177.15,0,0,0,0,0.0
8,应收款项融资,349522984.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
