,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1291553737.59,921153479.48,1290857887.29,1321548930.22,1136047227.51,1353298188.32,1058972545.91,1024048159.38,1060578539.10,977096081.25,1095600471.95,973867056.00,1023525506.06,1014618363.68,765474283.93,796682076.07,862904246.54,1061768919.65,841475182.60,885089703.74,732592189.96,1718457614.62,1012505668.39,1136318382.23,871701531.78,917790629.74,1281741727.42,1297729630.63,1174711288.55,1313506290.80,234242591.04,312271000.45,287759642.13,299634060.39,285608810.93,214945901.19,139356673.60,233280412.18,253206683.92,258530676.33,130235210.71,56195367.15,94509277.25,99515740.08,117303179.46,90744792.17,88976351.07,99395713.39,57037120.81,67292412.08,27579116.12,51829030.01,32738636.51,40717660.66,44999695.70,77723392.55,235493628.06,247867140.01,196395244.49,188360275.17,262297905.63,387435281.45,369125464.59,321414459.19,125713816.06,163821280.08,183830171.22,117339381.54,171187295.30,195500545.86,332499802.93,229933509.39,233596665.57,270124494.70,303375009.51,416489216.28,87925092.50,135278357.24,111076521.57,224250908.64,0,845432.33,820438.44,577912.79,0.0
3,交易性金融资产,1534579.92,1767260.00,1789420.00,24422906.64,25159650.26,26975609.30,30457066.48,32620207.34,40702980.76,38902658.98,42874329.78,48904762.34,49171537.78,49244438.68,69738453.18,66939728.20,49977480.48,3024840.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6468410.81,9900411.15,755710.55,636558.72,677209.72,754111.29,641759.54,648009.55,533908.04,442456.60,756811.74,876863.85,1536846.64,1697399.63,1722520.41,1405564.80,1184760.75,856174.06,9569367.83,11096497.65,9596497.65,9621498.15,514968.33,514968.33,610098.55,562098.55,982968.73,982968.73,1111098.55,1148970.03,9977040.00,9977040.00,10202040.00,11477040.00,0,0,0,0,0,0,0,0,0,68000000.00,110000000.00,110000000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1469872392.23,1374462538.81,1246390768.76,1247809349.04,1200249872.09,1165620181.93,1041562386.24,1007119347.91,0,735446834.32,0,666206852.54,0,522826989.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,12220422.46,13260634.42,6246201.34,16384639.23,2705345.31,6223863.99,5963772.00,26361718.48,14279966.38,9309534.56,1176624.06,38725897.40,740000.00,850000.00,2810700.00,8850524.45,250000.00,1542637.52,1500000.00,1000000.00,500000.00,240000.00,590000.00,640000.00,360000.00,1000000.00,300000.00,2300000.00,200000.00,1100000.00,3164800.00,3328000.00,40000.00,40000.00,0,400000.00,1170000.00,1400000.00,1540267.48,1347267.48,750000.00,512724.00,800000.00,4934855.00,508055.00,0,110000.00,110000.00,200000.00,200000.00,0,200000.00,400000.00,0,0,0,0,40000.00,440000.00,10000.00,4115000.00,0,150000.00,710000.00,100000.00,0,0,0,0,0,0,80000.00,300000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,1457651969.77,1361201904.39,1240144567.42,1231424709.81,1197544526.78,1159396317.94,1035598614.24,980757629.43,802562842.62,726137299.76,695548625.92,627480955.14,543208196.50,521976989.12,758729422.54,716321837.85,671433277.32,566343270.56,635783308.16,607811574.63,601241898.03,528858335.39,530058413.31,463311602.56,529027967.86,508003520.36,536802853.92,487229314.34,483872158.81,409660057.79,396585101.18,347885635.46,333187190.31,280695230.76,292839104.43,269014333.21,492173343.37,492057987.13,394898768.85,394130456.63,284509275.44,268865973.30,273716788.48,245739017.90,235620451.20,224025482.86,260071831.49,221403348.88,175012508.37,166164511.03,131702913.04,141352555.66,161141517.68,150143021.59,113143396.37,90120195.19,108410648.69,97755119.27,89377862.05,73021076.89,133823008.95,170614601.40,125368640.89,159603572.77,117808448.47,91583089.51,139451119.13,166984572.45,170321817.46,188070918.42,188223485.54,197394272.78,170558620.55,173094703.73,144310819.27,148975394.19,137720395.41,87280828.50,66066008.69,61240739.60,0,86636531.83,47637152.92,32491520.05,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
