,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000930,20000331,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1114695.74,772290.46,684887.05,1115933.53,1807483.82,1881229.18,1398209.48,1440340.23,1305753.26,1392344.65,1159604.31,2363965.34,1884178.41,998274.19,675413.41,2788985.56,3673452.28,3313992.61,740421.53,3311074.93,2980747.01,1344472.46,1272019.06,1330202.74,5001977.31,2775215.19,1958153.63,5503218.74,74189487.89,72030966.14,137989328.17,224194418.38,200669155.41,280870661.82,247419585.04,28132212.76,28726823.17,23328455.42,29433810.32,15116741.86,25994800.93,23748594.34,19574147.53,14761345.76,22125143.04,164441509.05,153734834.33,156106959.79,51742593.73,55078314.18,30084753.71,30707352.65,34247443.96,38362213.39,53584918.56,19255275.31,65147850.27,80180699.27,30335167.93,19767790.50,231912466.96,139801036.50,107295911.53,84881250.05,143243132.13,151034641.76,91610124.95,77054610.24,69819512.18,62887533.60,85671148.32,112822463.83,125044592.43,131456159.32,150776848.10,4197583.52,2113875.51,3111371.07,5866194.99,3527966.06,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,7354923.21,7354923.21,9813811.84,9813811.84,26194505.81,26225107.57,40169531.15,38219393.49,0,0,306031750.00,432290962.01,0,0,336119054.31,754658292.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,10000000.00,10000000.00,306031750.00,306031750.00,306031750.00,250000000.00,0,0,302221817.16,740852203.37,0,0,0,300000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,7354923.21,7354923.21,9813811.84,9813811.84,26194505.81,26225107.57,30169531.15,28219393.49,24749508.20,25522909.41,0,182290962.01,32912930.87,32897930.87,33897237.15,13806089.62,546951946.01,0,0,0,922437.69,1002437.69,432437.69,432437.69,704654.00,704654.00,3685654.00,2040654.00,16445690.63,12667190.05,18579491.09,10809491.09,19910742.39,10989329.66,4055783.50,7793760.16,1904104.78,1904104.78,3073154.78,8750752.04,4585147.22,4605147.22,4605632.68,4582300.19,1173936.17,966317.79,7636841.12,2495292.62,3718813.83,3980592.38,6821169.42,5141898.57,4577921.95,4500405.50,7619944.66,4945634.15,15255652.68,12245789.33,6803486.81,7509580.64,7640557.38,7626858.43,8864716.04,8145580.00,8131476.81,6797213.80,551811.00,1622866.00,2564772.55,1044976.52,1037296.35,1037296.35,4878751.81,6714400.25,10480640.43,9813399.50,12360567.82,17979111.29,13705738.14,11563023.89,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
