,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2650299898.46,2841561556.23,2931826635.37,3405962096.04,3225874012.63,3393950277.05,3991666850.79,3308924135.23,2523950619.93,2142308444.10,1703346687.51,3428554215.22,3004678796.37,4004101265.61,1348665405.71,2171252541.38,713266527.52,1268879463.80,1554986330.10,1785083448.98,1992764233.11,2103364011.97,2446521204.81,2134559278.16,1635220916.28,2095791973.01,1842038299.83,581977968.74,517370311.17,434518430.04,445420656.24,565748995.86,336818152.45,251319322.65,444488080.02,826243212.19,998353998.55,1000164842.14,266045419.08,437973158.29,394056016.93,169413542.59,364933174.39,453698087.87,409005434.52,258710492.00,519178387.46,654709545.52,636934094.94,424694474.75,539208912.25,582675206.63,584815027.46,1071458891.94,154964701.54,169783106.22,86702207.72,153495143.19,45940873.41,70990083.83,101776818.38,86353852.85,174538161.65,188412954.52,198356921.88,195346518.73,96695961.33,43125756.25,56349733.08,88501804.74,79703018.65,78080588.65,99443374.03,101714219.70,44465488.79,84686736.52,91506175.99,106894454.66,53529378.85,45550925.50,18493012.18,58391093.26,0,3181297.00,3859703.00,3636725.00,2086552.00,0.0
3,交易性金融资产,1590387837.92,773192190.44,2940925609.83,2048610598.43,3048171580.66,5381260.00,102494210.90,143058076.82,8366350.00,6971080.00,2300400.00,3698586.28,7872480.00,7872480.00,237678816.64,735374103.58,245090332.81,32365.00,186798763.25,277393337.20,249431555.20,196754165.02,182283395.94,138130019.51,123218091.66,6232823.32,6896539.69,6306930.73,6846484.68,6658615.90,321347307.61,313175815.71,271155983.32,278082505.01,319163979.62,184016031.63,171153273.20,193892797.66,187393074.04,145328465.26,169249520.74,189042000.00,153906000.00,131358156.67,37003575.00,25203575.00,30363575.00,33563575.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000.00,0,0,0,0,0,0,0,0,0,100000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,479389675.74,658822662.39,615391807.12,613475613.79,515739309.15,628093684.76,259129269.67,346275404.00,364078617.77,259792682.63,0,249486795.04,0,435965234.63,0,312805756.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,7550000.00,7550000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,479389675.74,658822662.39,615391807.12,613475613.79,515739309.15,628093684.76,251579269.67,338725404.00,364078617.77,259792682.63,199418286.37,249486795.04,223727388.90,435965234.63,309839371.48,312805756.10,388714302.23,269537888.98,276858380.13,430318266.38,376988596.21,348892517.50,414893825.87,482975889.36,525488686.68,493728986.37,364795035.32,551465212.69,551976450.23,628421802.41,476652335.61,522761565.04,420085880.77,443699191.38,411048172.96,377603391.27,430609944.68,538012919.04,320724495.62,384007089.47,314852259.64,310699955.16,459858132.49,422367519.45,397095888.60,395477589.18,358514706.87,202691675.96,197260610.00,176284108.30,193887638.28,271777345.83,320284457.29,100974179.93,181998811.10,168948725.88,192686189.43,148766442.01,161397715.59,132381015.02,71726013.77,59729134.87,77866855.13,51423831.49,56363460.41,51559847.83,80004597.11,95205185.26,68360143.50,56171699.64,41597062.87,30866246.21,42577864.14,43941670.09,27146743.32,19664138.03,24329626.02,21825354.04,3664500.00,21303467.00,24794967.00,52603080.90,0,64707000.00,25399865.00,2477458.00,342185.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
