,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3020919115.24,3297090247.21,3678248425.82,3143346811.38,3052611165.71,2546524473.14,2614174651.09,3373519446.51,5131980979.06,4369274472.22,3518675396.41,3953994559.26,3417732920.83,2440686677.79,2104664278.31,1619380025.68,1553051675.24,2040713778.89,1829917233.44,1563215336.00,1565381012.42,1213917058.59,1637175346.18,1310974007.87,964068747.23,969332646.06,996525428.01,1136347713.38,1238778348.40,1051452259.21,1244633542.00,1010676167.70,637859552.39,831142851.46,1697293404.47,737914822.52,601854619.23,821359792.18,794270806.16,851229355.59,654886714.85,971257967.99,835066264.20,825807100.79,789901209.03,781768902.87,812980691.65,805770513.85,1068619549.71,1195451909.30,1071743391.98,978377930.93,884075493.63,1279477534.38,1932728705.54,1389659870.33,1412234993.09,1106325079.71,1135189393.05,1179940318.88,1241781557.94,1026951724.02,1238015832.31,898236441.42,1510060765.19,681382870.59,655145572.15,657364454.26,1070044307.95,499162645.88,611613240.08,401800560.51,720402959.63,145223745.14,396635712.24,475528109.28,504900851.83,598781880.24,575945596.10,179177166.93,208277595.82,0,160436647.70,0,128391034.09,0,34723510.00,0,5493616.01,1622223.76,748533.08,10940957.82,0.0
3,交易性金融资产,121418072.32,910513332.58,101788206.18,103376951.49,189946422.56,673095250.62,843124932.32,1464392717.46,21178307.92,162792685.64,62587950.70,53582033.67,74102880.53,70236484.99,64373487.65,74287392.18,106333504.02,102972285.34,134560034.58,59267724.70,47155582.92,284082.00,189448.00,179497.00,180946.00,217610.80,177811.10,208096.20,214055.80,213747.10,257071.00,292767.00,308738.00,270540.00,305350.00,131315.00,119270.00,1301656.00,1277662.00,1936110.00,1239180.00,1538040.00,2058440.00,1571285.00,1215715.00,6335303.63,8095648.78,9197158.20,9682780.00,74240409.77,62890618.28,44752551.26,76247468.81,130471504.05,130278566.39,146981775.81,126011338.39,299479231.21,349194981.21,322624737.21,272624737.21,494387595.86,468603340.96,211861910.96,38320870.96,516316932.12,413255941.27,46488698.55,58193930.67,59033898.60,69572602.95,69496778.55,69572602.95,136082627.20,136082627.20,15653362.16,2016068.20,3431068.20,15591068.20,591068.20,61101518.20,0,65395434.67,0,40418954.13,0,0,0,0,43200000.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,351646337.94,346524496.80,326105933.07,487665103.39,426439484.77,352471448.10,301314415.84,412874591.07,306649164.25,0,0,0,304309999.14,0,0,0,0,0,0,0,284396234.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,550000.00,0,0,400000.00,400000.00,0,0,0,0,0,0,0,4150000.00,8658733.48,5237137.70,12073527.70,17080819.55,13892260.00,13854847.10,0,0,0,8500000.00,450893.53,0,8795436.39,1685366.00,2520000.00,4400000.00,2652800.00,5181489.29,1050000.00,11994723.00,13354950.00,7442194.00,8550000.00,30810970.23,15145461.06,7616529.46,20710925.55,16940637.25,9990594.20,6438976.00,4696819.00,8451329.82,2891619.50,1845500.00,3722539.46,2921104.96,4946421.96,4605000.00,835000.00,1430451.18,214477.00,5313735.00,2214800.00,5257716.50,1182100.00,3940000.00,100000.00,4052800.00,4902115.23,2656792.00,0,0,0,0,0,0,30000.00,50000.00,80000.00,80000.00,0,0,0,0,250000.00,320000.00,220000.00,0,0,0,0,300000.00,0,0,0,0,0,0,0,0.0
7,应收账款,351096337.94,346524496.80,326105933.07,487265103.39,426039484.77,352471448.10,301314415.84,412874591.07,306649164.25,282953086.60,282747455.26,345905538.11,300159999.14,291837141.43,294015436.06,391325076.74,312392753.13,254514332.42,299696277.54,354317009.56,284396234.58,296180220.52,310344296.95,328846389.81,329305000.82,284036657.92,319424291.00,304476648.27,283993170.79,217126066.29,220022937.50,309842957.55,251293198.00,243308624.71,267051113.12,290422915.17,240069087.51,213926955.24,200895997.67,174808248.00,186186050.58,173998631.33,179550935.36,209106320.15,164522067.55,224832944.39,227930066.22,269171415.94,221940080.63,184591504.88,188712583.23,184469643.51,154467109.57,173968192.34,166720463.14,157783979.99,184035036.97,136984097.84,95907412.55,159391948.53,132098378.16,91959337.01,91624420.80,135610349.81,91113328.09,134855560.14,168118865.99,86474017.22,89359225.28,26735112.11,141975151.78,69831696.82,58704865.02,33353522.60,31309315.63,50670336.32,47110668.06,70624418.71,35234235.74,22466714.18,4484102.29,0,3208666.15,0,1554299.22,0,0,0,2022041.25,18107.30,85768.34,751946.26,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
