,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,964199400.18,953260201.90,1081011791.30,834266084.14,733989454.93,879091642.17,710218918.48,713942695.25,601571716.59,535954591.54,528354241.22,1078240138.87,339118397.24,397000886.70,368744523.05,312618031.20,306930411.37,288677365.18,258022907.75,227120819.91,229431380.48,194521812.89,160411134.41,148680260.31,117640298.03,162703822.84,132240322.96,126775899.49,94799529.85,96455897.63,74553704.02,185517319.39,134987630.12,121269775.04,180710631.57,223719451.68,304625700.08,339912743.56,256361145.43,218418668.07,142234005.26,132712242.61,143090344.43,94409400.72,89373038.58,109796457.90,113159313.25,160309449.33,205222650.12,231610074.34,244324951.41,86294866.90,87372178.87,74882838.62,92206563.33,116013260.99,76929286.68,56822877.54,61151621.79,90040933.80,103493177.39,157832520.27,165549418.27,184363966.44,252915507.04,301312103.20,369620785.83,419764979.20,424856147.61,444289951.51,49386377.25,29301999.25,28088071.71,0.0
3,交易性金融资产,550000000.00,600000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,704793290.85,752876193.73,787556708.43,722771079.85,735565697.97,777015003.53,784725533.72,712416886.20,0,764841032.88,0,664595954.74,0,704098881.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,294975606.27,323526830.51,323641338.19,339283849.99,348196477.42,344370225.79,329803710.52,323930646.61,347912479.26,325692483.90,241726979.72,228426989.36,241100670.13,262434791.56,279160397.08,281222281.95,261245163.86,302710951.28,279943754.69,297827894.62,349996528.20,337237152.40,311683282.39,313550929.01,302743073.80,292180088.22,284207343.92,313372374.36,301808964.54,255648724.29,205765681.17,225996070.65,278130127.38,288261009.91,289554595.39,277283548.85,280904335.86,308900927.99,297909936.68,274239817.10,251703165.26,233063785.08,212171123.55,212136626.12,235412623.82,217373608.62,188261989.75,227128108.77,235827763.60,216641709.44,223658699.87,209460803.59,215058412.13,217392110.41,179486834.85,148221826.35,99606759.52,112071713.16,126491916.48,137065952.32,107309840.71,88523690.62,80542830.46,79139865.09,66357765.44,69482829.08,57841115.29,47053802.15,52886287.62,58080845.52,27008773.75,19075600.00,0,0.0
7,应收账款,409817684.58,429349363.22,463915370.24,383487229.86,387369220.55,432644777.74,454921823.20,388486239.59,404449545.85,439148548.98,470879311.04,436168965.38,422138166.02,441664090.01,434729892.25,390738800.45,418176786.84,438356878.94,458825049.38,424066386.16,463642752.39,447852823.83,437317504.86,407322278.18,410278534.90,414672349.29,388648986.50,374226132.73,372696959.29,368014819.49,360478100.11,330838886.63,374398717.82,378774956.91,391340911.60,373852374.68,377923552.94,360724078.42,339110021.69,338014759.60,335968297.07,340099874.16,322166958.30,315032402.91,337221411.62,318768944.51,308552269.73,284709374.89,299345271.23,303701760.95,264724955.97,250356594.58,237452290.93,226819260.07,10525597.98,209120520.77,205546771.10,196571133.63,177206133.47,163118059.19,163374969.39,168771357.73,156521554.16,112947996.34,102418978.91,86747530.05,69228636.31,85555565.09,74548993.98,72417498.86,85165392.76,92486191.14,92322941.99,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
