,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20131231,20130630,20121231,20120630,20111231,20110630,20101231,20100930,20100630,20091231,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040630,20031231,20030331,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,48940833855.08,44752529959.38,43636417092.95,46079790359.74,36764638747.42,33856940438.73,31769241147.28,35822044479.74,42345855129.04,31013524199.90,32109155557.89,35559972285.82,44168734819.24,40033379510.52,41852397893.62,45066215640.98,55343506456.96,56132765736.23,63306198285.00,30285454350.88,23803148824.15,14959786623.14,13360455820.81,10986047322.01,11112913079.29,9868042892.07,11051659579.62,12130910795.52,16640656107.70,17931212108.20,0,22175610586.28,22965858613.20,14340555034.69,0,11838128328.98,0,11046803420.73,0,21259116135.78,22416582225.03,0,10252130587.24,0,3241408192.05,0,3495859834.68,0,2438957315.31,0,2698182978.72,3774446424.83,4019633727.02,0,4673528959.45,5540852103.34,0.0
3,其中：客户资金存款,29749885413.76,26271356382.88,28100746065.14,27382619978.64,24261678724.08,20893848108.19,19726683712.46,22134062774.88,20511635054.45,21099167643.63,21787320856.47,23767519002.53,29201537858.92,24087368569.87,30872923395.55,32105771723.34,43514924725.33,44161055682.70,48739647424.75,25074707151.41,18662305493.27,12975529076.82,10687915050.52,9404957988.96,8828207037.12,8173841529.57,8904925984.75,10254176105.90,13683567142.89,14718542699.26,0,16308594012.02,19596711457.24,10416246936.81,0,9822292712.71,0,10200698705.83,0,19837288693.15,20581083717.77,0,9644239364.32,0,1887142988.26,0,3286734213.42,0,2220028965.27,0,2293188502.82,3081842262.19,3401062030.29,0,4218387103.00,0,0.0
4,结算备付金,13243653713.68,12382558071.73,9884652002.47,10787691967.85,9354271913.15,9216114571.29,12769806342.65,9171368651.52,9349322311.13,9283446215.73,10053495674.20,9435052167.05,10504501418.62,9026956065.88,8603215915.18,10467616265.69,8825403902.82,8775001115.15,11652669257.61,5860864756.18,5648616996.62,4289203902.32,3291150850.31,3147075414.73,3596254543.02,3160157529.08,3632097408.66,2697312541.77,2371846209.84,8428964176.70,0,2443656958.62,2456050080.14,1640876072.97,0,1733284410.89,0,12934090370.17,0,2725377972.54,2504583248.00,0,1163509465.68,0,1113724990.81,0,550811394.75,0,428069703.75,0,189322015.81,589506353.01,187451262.91,0,227171880.51,397891505.93,0.0
5,其中：客户备付金,10832489059.97,10436892991.39,8245307094.88,8433518878.41,8088285022.76,7504034180.38,8285329944.51,6621358632.13,8408805301.66,6733364155.55,8076956492.52,8174790794.27,7466989689.01,6784436603.60,5679218128.32,5744818747.18,2213336744.61,6906151207.28,6177816073.64,4465459744.53,3899199438.17,2841250504.06,2483735917.82,1600384344.89,2729240241.92,2646785582.85,3217540961.69,2290315395.55,1908899629.58,8150044146.49,0,1616871913.51,1944416229.37,1157844847.99,0,1076519187.79,0,10827851979.29,0,1809597840.13,2504583248.00,0,703245766.13,0,491167044.36,0,550811394.75,0,235367158.22,0,133535349.91,465041516.84,0,0,227171880.51,17508588.82,0.0
6,融出资金,13214262240.75,11560179481.95,11499568927.70,12104987717.97,10276754601.78,11230656653.36,12308980758.11,13217891219.26,12940063694.69,12002737057.63,11145018210.48,10446940950.24,10651585593.63,9591833393.73,9736081091.33,10466730525.19,14241083179.76,11815234523.90,27010612502.92,16587816100.35,9946057592.51,5585538183.63,3201066102.33,2806953168.31,2147945989.06,1414194760.13,1234198426.59,542740384.75,627002292.25,327727447.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,66901093485.91,64716347065.76,56720212247.32,54137947362.94,52035346966.07,52635299215.39,58447432470.10,57064761966.65,48029446703.89,48147096278.80,43028098415.44,29420625273.54,23329193641.39,23545982917.62,23251212987.76,21861816865.31,31870854119.17,21390551393.97,16932995335.90,13632992973.57,7273646008.74,7151268282.91,3566702190.47,5116045261.71,2096855553.16,3160870912.89,3150641000.21,1428908537.47,1219169643.20,2783337606.81,0,1106823525.06,1539779712.30,1589643648.02,0,1947223369.47,0,3376078890.22,0,5143351029.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,衍生金融资产,609102138.41,1152352988.37,819748417.17,120927661.26,318489770.02,88164703.20,126545688.37,77071297.93,168718612.92,146303287.24,39006129.84,33448532.11,70509142.37,398798626.22,444348688.98,296715901.41,77362323.79,65532053.74,113567122.89,64030626.96,56766200.74,69324640.67,68426747.36,51617950.27,31332698.84,3406806.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,买入返售金融资产,24206541982.29,23643147326.44,27279200115.16,26020014633.55,28168583870.31,27889282801.81,28751961709.00,35830620156.95,34618490685.76,33065649963.72,35117267333.90,36434657233.25,34558940628.05,33387827155.03,31768033762.66,28830814953.43,26498215480.49,23873659092.28,23253189582.00,17752828988.17,13519250787.78,10196118538.01,8473003736.02,2794873255.70,1996192814.93,696301815.56,828407781.42,19800000.00,1795500000.00,150000000.00,0,48500013.70,0,401821468.50,0,0,0,0,0,0,0,0,0,0,0,0,352080342.47,0,895575775.52,0,0,0,0,0,0,0,0.0
10,应收账款,1019919667.42,1109875942.99,708014565.65,657500823.33,668408173.00,536568994.57,1229316569.09,1047502499.59,962844440.14,1428816586.45,1180307734.12,1313565010.88,1748220157.51,2075935668.48,2325471202.69,2468800590.29,2297049980.91,505571334.46,330883079.99,141689589.08,131229488.56,145745341.44,98200074.12,117281334.33,0,63527712.65,0,42420453.23,0,0,0,0,0,0,0,0,0,0,0,0,186845558.89,0,96845950.22,0,483482029.42,0,273486234.06,0,426329847.43,0,130355666.73,236635610.73,216049864.31,0,155034394.50,133453408.65,0.0
11,应收利息,0,0,0,0,0,2233949779.78,2115161906.04,2196861308.93,2242935182.39,2050892114.74,1839092352.40,1684632809.73,1746275422.69,1584785553.15,1553128477.47,1394817178.95,1535388226.64,1330464886.99,1276377815.01,1065425256.11,1240006738.33,1060271776.33,837920450.77,878085293.53,684816923.26,705521124.49,424274871.04,462831175.12,215756422.01,161268979.05,0,93416327.02,83298141.55,38799928.68,0,77239106.65,0,47033736.06,0,44827085.41,0,0,0,0,0,0,9326117.36,0,0,0,0,0,0,0,0,197707.73,0.0
12,存出保证金,1642894348.47,1366716031.68,1238335019.38,1237289878.05,1025365312.99,2000781229.61,2126604004.01,1577176248.47,1025095523.60,943231936.34,920582620.57,751371132.73,1099848916.02,1030514829.27,895641193.50,484633733.11,1060010720.95,1026102966.59,1058461370.25,956018105.76,756609452.83,503355563.71,534358959.72,287239381.32,193367178.02,335167366.85,338918615.84,273576170.26,290970202.30,270115160.90,0,233527948.00,227012693.16,168542679.01,0,136431024.73,0,202394921.10,0,2189677051.84,1539876957.94,0,442942159.56,0,342255406.99,0,183630543.07,0,21638879.81,0,21996740.45,32466920.74,19303141.33,0,21934913.98,18946282.96,0.0
13,可供出售金融资产,0,0,0,0,0,0,0,0,72234378083.35,74574727886.96,69897935856.19,69513910680.75,77261927834.81,69769685896.20,66323762301.59,58383449779.98,59876720287.65,58490113252.67,41593418717.28,43304409210.46,40432417791.34,41188276250.05,34842848353.06,30633859309.79,28561526517.96,26347443926.64,22146859680.84,19763811811.73,13577075229.74,10201536075.26,0,6216083604.81,6611705256.53,3323213420.21,0,4863006149.01,0,3043976643.21,0,3356722257.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,持有至到期投资,7193554228.81,7577860344.28,7684600591.08,7753280193.11,7912596426.86,7806223395.31,8074325202.99,6636776132.81,110500000.00,110500000.00,123108832.68,181084144.07,212059726.75,212034766.83,224519613.89,995537676.52,1213998946.09,1213959127.79,1226329819.43,1244265745.34,1247202375.35,1247137597.15,1259384362.95,1259207987.51,1259048688.76,1258852313.34,1258673014.59,1258304057.04,0,0,0,0,0,0,0,0,0,0,0,0,1493921.00,0,99277707.00,0,57371000.00,0,57371000.00,0,57371000.00,0,57371000.00,56797900.00,57371000.00,0,57371000.00,57373000.00,0.0
15,长期股权投资,4453754152.13,4540775462.43,4512909617.22,4963032428.72,4015263310.81,4012868814.45,3961897312.34,3941785674.92,4005603966.57,3415112851.14,3423316652.21,3505956408.76,3514660031.96,2514066411.61,2395505449.50,2183333335.05,1908525806.26,1724933779.72,1258784351.58,1023824624.74,1003792680.62,988847220.91,1553482665.66,780011420.49,1074455332.93,671706652.91,946392226.95,606039722.07,913175006.30,584602023.81,0,1367932168.03,468272168.03,481996356.61,0,369576356.61,0,390096942.83,0,238006942.83,216401663.25,0,209121529.09,0,184833176.93,0,153212247.47,0,191618445.26,0,111000000.00,79747390.00,45200000.00,0,477657708.54,57200000.00,0.0
16,固定资产,2090307712.17,2092938341.20,2098967548.96,2137483543.65,2148657786.15,2033828141.29,2012915321.11,1981162095.14,1961872209.26,1964196188.71,1781486934.09,1778600985.32,1782221512.79,1775153724.58,1775828169.75,1657501477.15,1643651227.64,1531941630.43,1467686989.53,1484909903.44,1453298500.85,1440233983.73,1397730049.73,1367112363.33,521028351.70,568975901.12,542165733.66,392922300.48,359403101.15,277904713.42,0,152305061.37,153119538.99,129518099.28,0,143220319.49,0,163305192.96,0,137991615.18,144475109.76,0,105520703.90,0,87164739.32,0,75273778.51,0,88672117.85,0,104387200.09,116802803.70,108489044.98,0,155791023.99,146035646.63,0.0
