,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1203417040.75,1391219199.26,1512944760.21,571543744.30,934770574.85,709009087.46,676342465.08,624706758.29,456864129.45,412144978.78,440522532.25,287362474.37,319658086.27,439864882.01,535667247.38,403748319.22,430041132.06,454029953.29,412849320.30,361856837.37,434935595.28,814335382.75,412786156.46,314408411.40,396230756.77,311472739.40,524011708.88,852676074.93,259483317.29,265252227.28,391143439.23,563056367.69,621953817.82,761895727.59,674853488.22,975557748.21,361915047.06,351854170.29,411340702.38,389552177.55,236879056.73,120171448.83,214170321.50,181354258.51,223530162.85,357440314.47,344662452.56,386648739.23,473799135.88,426543150.67,424256691.58,407924184.65,284622706.14,165550430.24,153023289.03,109900741.15,162351551.11,180727516.24,163643918.99,134042211.28,133337666.46,144138866.56,148124067.76,127052143.50,147161079.80,139070494.52,108497394.06,87334788.70,119297621.60,103133104.42,131285875.67,101499914.91,177060398.94,141163160.38,200492824.78,87142689.18,126554000.87,89911974.55,53303260.01,70494922.51,66959219.18,0,70646501.86,0,120485059.61,0,22933000.00,0,295567156.76,94767391.14,0.0
3,交易性金融资产,235000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11340858.52,9047421.89,8235850.00,9953675.00,10139625.00,14847140.04,1025200.00,29603015.67,14091300.00,38004730.36,20245162.39,19627391.67,38921104.72,25483788.50,15687794.38,21048680.85,35684330.57,35542772.76,37852238.00,44751145.09,23181844.01,20465304.80,27846745.08,16342315.02,9281247.16,35389179.19,17304526.10,34565108.47,25075334.60,37864936.57,34431995.00,29377469.32,34073991.45,48014270.65,13126509.50,34815366.96,33731792.74,44962344.88,23731812.42,47226228.62,68985694.19,125629741.45,213663459.82,59841957.98,12724682.46,18441358.12,9915126.73,9482311.02,23529642.10,33303273.50,147042874.66,0,141206815.80,0,116556699.11,0,0,0,147986575.11,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,506992557.84,520652766.15,564557283.09,487793702.51,485475540.21,471661585.10,488851702.88,411447424.29,380643539.09,0,402528369.90,0,338085070.48,0,399422591.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121274529.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,57137306.18,57098662.86,52584490.93,66865383.07,55462604.99,49214644.20,39517746.70,38151235.62,25528440.42,30914765.51,22695369.72,20030000.00,15220000.00,14564149.19,9385386.08,8160519.51,15846011.18,6728050.00,21633612.39,8864160.45,25766650.62,33365687.11,22964773.92,34063853.59,26432840.00,500000.00,8864448.00,13531630.71,10711222.65,8125000.00,800000.00,0,0,843657.45,1393668.99,2000000.00,0,0,0,2869035.81,1989776.10,650000.00,1619557.06,2139161.01,1279914.86,3043716.13,1450000.00,453011.89,4813274.85,1678464.88,883527.43,883527.43,1148775.43,0,0,0,0,0,0,0,99903.40,818523.75,0,0,304269.80,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.00,3000000.00,9500000.00,0,1060000.00,0,3000000.00,0,0,0,0,0,0.0
7,应收账款,449855251.66,463554103.29,511972792.16,420928319.44,430012935.22,422446940.90,449333956.18,373296188.67,355115098.67,392828374.32,379833000.18,308604776.06,322865070.48,333837512.86,390037205.38,371704432.03,278498701.03,341539453.64,372739979.95,391334289.66,247635775.04,309723268.91,179879029.39,142488839.94,120760180.95,165054741.15,174623733.94,112927286.37,107319243.95,113149529.92,49948108.01,90256750.00,94909006.16,82251710.18,81787437.19,23977556.40,38309840.31,15520909.97,14413422.64,93056567.06,79152489.83,34904656.27,37149600.43,33771372.61,47533392.80,118520115.39,108660401.32,111359543.80,124222024.44,158404968.94,138875960.54,111142523.75,122467457.24,25729874.47,25296618.64,37154139.68,37462282.48,25472146.67,20026463.49,24775776.52,37772222.35,19284973.59,17664492.07,18438557.38,33459951.03,26941103.36,20315385.48,12196613.27,30078813.13,19800708.76,18764309.07,28170249.63,32882708.79,21246205.16,16090071.39,12283780.68,11298210.91,15429887.83,11468466.58,68754700.43,38670381.91,0,108647053.51,0,111073270.23,0,134479000.00,0,92051207.43,61035550.28,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
