,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3419254888.80,3612725720.73,3051468290.38,3061289319.96,2004907778.44,2391589146.42,1980145703.83,2526263055.61,3422902273.96,3473251001.59,2457469043.24,3617913739.73,4129257026.26,3468294390.45,2878546400.43,3062375105.00,2853071396.45,4378758466.35,3647396688.30,3812792305.64,4271562620.38,4756252116.74,2031836031.83,2359984672.69,2285697436.18,2122386510.50,1483782569.49,2038736345.83,1569620213.11,1605288445.24,1646792581.78,1838686248.25,2779118363.56,999907023.84,801758162.50,580303178.46,795271337.89,722692563.00,824345781.57,368878161.32,431510588.69,430558678.61,475065355.93,381751017.59,393772219.59,463806636.17,496146355.79,580704771.92,76010326.48,67396562.87,93011413.97,5104926.71,0.0
3,交易性金融资产,19450849.24,46909330.37,36834712.30,58764687.13,69272241.33,32133630.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4928384951.02,8144138882.61,8246350170.74,6522250985.74,5772012456.46,7211084876.57,7087326072.21,4000410140.66,3499785349.88,6330745729.23,0,4743323936.63,0,5455705211.48,0,3906756279.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,68416163.04,40186559.85,34591824.04,18704330.92,38129408.20,19154863.05,20871913.54,19658433.75,30490517.66,40182134.84,86740672.46,119696165.15,29207518.46,51640187.21,84415710.50,70172816.67,228604483.26,97359724.23,92327606.56,125419345.87,89351108.40,62730986.16,92666886.96,50511504.84,15849418.98,31247927.68,45582522.83,27434062.48,17723678.51,6229026.60,7866956.49,5116187.86,13521656.28,11533341.62,14667838.54,10536171.79,13819839.00,12823613.77,6485122.20,8449282.31,7087684.63,15474931.41,7057426.46,6997698.55,10576024.54,10139728.27,7414045.73,173968.08,4672666.62,7423630.27,4489988.63,703521.00,0.0
7,应收账款,4859968787.98,8103952322.76,8211758346.70,6503546654.82,5733883048.26,7191930013.52,7066454158.67,3980751706.91,3469294832.22,6290563594.39,6044717697.89,4623627771.48,4571649611.59,5404065024.27,6081238634.48,3836583462.47,3225138638.38,3745273708.37,4317514323.88,3029075420.93,2886379370.67,4152935992.00,3878913663.60,2603715958.13,2680848817.30,3755521387.68,2991552213.60,2109944353.51,1614078486.71,2167719228.69,1877091600.17,1400520765.49,1032794202.03,1072916352.06,1096501521.12,695203120.66,555457917.04,556387647.84,638285517.58,517992325.45,285409201.56,295583882.48,315094866.57,209768730.93,139973288.49,174274695.89,193784677.43,189314753.35,159462960.26,148486045.75,50525417.74,29849627.33,0.0
8,应收款项融资,7148075.60,2694000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
