,code,name,mbrg,nprg,nav,targ,epsg,seg
0,000703,恒逸石化,14024.1407,101967.6042,3661.3769,7437.3744,18450.0,2762.3276
1,000620,新华联,,101461.6931,63158.5468,113756.1558,21478.9474,62091.6483
2,600094,大名城,70159.2111,63322.8975,23752.432999999997,41575.4244,13863.6364,16142.3167
3,600340,华夏幸福,2983.7949,57664.278,1359.3372,7483.8778,11450.0,914.3291
4,000719,中原传媒,,37635.5925,414803.4781,471961.1891,10900.0,404913.3235
5,600155,华创阳安,5.8902,36998.5588,,-9.0323,52400.0,-82.0028
6,000809,铁岭新城,840.0946,29501.7125,1450.7592,1341.6705,9180.0,1494.9649
7,000603,盛达资源,5029.8773,17199.8864,814.3312,583.0112,4300.0,663.4259
8,600403,大有能源,3811.9692,15508.6069,1562.0504,2807.8739,3809.7744,1421.1519
9,000981,ST银亿,34945.6159,12128.4483,800.732,4161.129,1875.0,725.6044
10,600633,浙数文化,211.9534,10379.9714,865.2026,623.9243,4025.0,686.1807
11,000863,三湘印象,46102.6148,4566.2741,,2691.4458,1300.0,-190.66299999999998
12,000656,金科股份,1488305.9464,4355.1376,1069.7333,7838.2784,820.0,1022.7814
13,600251,冠农股份,15.8172,4119.2596,17.8903,19.1662,2150.0,19.9834
14,600687,*ST刚泰,1149.3783,3329.4431,42.2972,-13.9036,4337.5,42.3227
15,600077,宋都股份,605.6413,2784.2932,950.5383,2763.3958,1014.2857,517.7463
16,600575,淮河能源,642.1898,1632.2655,13.224,69.7697,540.0,13.224
17,600093,易见股份,-3.7701,1535.6217,-3.859,-4.3804,737.5,4.6080000000000005
18,600775,南京熊猫,27.9063,1440.6764,7.6024,5.9055,1580.0,7.513
19,600802,福建水泥,38.2959,1428.3818,23.7278,7.3257,1457.1429,6.3852
20,600287,江苏舜天,6.4777,1332.7352,-12.4824,-2.5199,50.5376,-2.4335
21,000546,金圆股份,121.0467,1119.4772,12.7661,-12.6673,778.0303,13.6215
22,600780,通宝能源,157.3358,1088.8655,92.4345,176.1569,816.3380000000001,92.0886
23,600723,首商股份,290.5304,1037.4637,131.0547,188.9555,441.2371,99.8456
24,600726,*ST华源,18.4838,1012.0307,1.3002,-0.5959,-80.0,0.2864
25,000795,英洛华,84.9258,968.9444,43.6732,9.7882,925.0,45.917
26,600555,海航创新,4088.5307,889.7341,3.4294,2.8379,500.0,2.4637
27,600159,大龙地产,-59.1587,861.1556,17.2174,11.0816,1000.0,17.3717
28,600636,三爱富,52.4842,771.5864,90.4918,22.1909,1627.0492,95.5117
29,002033,丽江股份,191.5702,761.673,42.82899999999999,33.3227,688.8889,26.9414
30,600803,新奥股份,152.6922,755.1483,143.4686,98.8723,350.0,126.3043
31,000593,大通燃气,96.1397,747.5266,18.108,-3.7278,748.1481,18.1697
32,000633,合金投资,65.8227,741.172,-12.0722,-16.2598,114.4578,-1.6753
33,002034,旺能环境,7.7426,737.9855,22.8965,21.1792,890.0,19.1789
34,000681,视觉中国,13204.7235,731.0558,7.0972,7.1244,900.0,7.2486
35,002274,华昌化工,25.8129,664.3828,6.0949,12.1109,675.0,6.1102
36,600456,宝钛股份,13.9164,660.1842,1.2229999999999999,7.9306,1687.5,0.5148
37,000935,四川双马,219.7428,607.4368,539.7129,274.2462,136.3636,321.6781
38,002204,大连重工,809.4128,564.9473,387.264,690.3974,231.25,408.2768
39,000707,ST双环,38.8541,535.6688,-9.8077,14.4039,456.2044,8.5151
40,000822,山东海化,8.8235,521.0962,10.7355,-4.4329,760.0,12.1605
41,600396,金山股份,126.9137,492.8598,31.599,69.3462,1908.8889,-0.8014
42,600057,厦门象屿,,492.3954,704351.6418,4372.6127,314.2857,636233.536
43,300498,温氏股份,425.8323,470.4692,217.8707,152.12,,200.7589
44,000967,盈峰环境,29.8351,442.0319,32.9835,85.2494,780.0,32.4305
45,300340,科恒股份,200.635,429.2395,132.0069,114.9646,426.3158,132.0069
46,600080,金花股份,15.5212,395.7585,26.6872,-25.1242,393.4486,26.7891
47,002458,益生股份,67.8404,390.7313,22.7754,4.0005,227.451,22.8183
48,000430,张家界,485.3849,379.8663,,75.6225,205.3552,-2895.3548
49,600355,精伦电子,-7.3865,374.7936,15.3445,-1.6065,400.0,15.3004
50,600696,ST岩石,59.5763,370.8751,-5.8174,19.7281,252.9412,4.3260000000000005
51,000609,中迪投资,-91.6696,366.0936,25.5625,35.0979,371.6596,25.9503
52,600318,新力金融,71.3883,344.8776,54.8001,18.7774,344.4444,54.8001
53,000411,英特集团,28.4428,338.9489,100.0564,49.191,350.0,83.5879
54,002059,云南旅游,-3.9065,336.1913,3.0249,-6.5163,-295.0,3.0208
55,000876,新希望,820.2123,319.4123,136.6492,122.5784,117.1429,144.8442
56,002714,牧原股份,155.1686,316.5845,79.0041,66.8892,290.6977,79.0041
57,600111,北方稀土,119.2545,309.0752,112.5329,67.5465,208.8495,133.1492
58,002006,精功科技,141.2428,307.9319,205.8847,57.2028,114.2857,211.0663
59,600259,广晟有色,98.4603,302.1422,52.0827,32.0743,360.0,57.808
