,code,name,mbrg,nprg,nav,targ,epsg,seg
0,002015,协鑫能科,2315.8105,44612.7788,1248.6279,3726.9974,10513.3333,786.5073
1,300306,远方信息,-11.0399,15362.3226,-24.9891,-21.9956,11150.0,-24.9236
2,600469,风神股份,-5.4317,10166.1433,14.9117,-0.6683,11566.6667,14.9117
3,688278,特宝生物,69.82300000000001,8719.0486,,,,
4,002835,同为股份,8.5547,6362.081,5.571000000000001,12.5289,6163.1579,5.571000000000001
5,300198,纳川股份,-36.9418,5826.9317,-2.1656,3.7653,6305.4545,-2.5035
6,300464,星徽精密,350.6438,5248.8209,237.2267,211.2738,3000.0,241.2248
7,000534,万泽股份,925.7002,4567.0036,-30.7021,-24.1117,405.8104,-30.5012
8,002755,奥赛康,965.7743,4451.9085,296.2491,332.1332,952.5,341.1235
9,002524,光正集团,38.8343,3751.4697,16.6917,-23.4822,-1300.0,17.1299
10,002379,宏创控股,101.4767,3741.0702,25.7951,76.003,3730.0,25.7951
11,002011,盾安环境,-0.4283,3713.4913,-41.2793,-16.3197,1000.0,-37.9662
12,002607,中公教育,41.0493,2437.3232,29.3824,109.3802,220.0,30.9339
13,300502,新易盛,44.4104,2355.5771,14.172,14.0705,2331.3305,14.172
14,002177,御银股份,-54.7319,2201.9025,-2.1942,-5.8001,2171.4286,-2.1942
15,300218,安利股份,-0.2381,1889.6513,8.0227,5.2924,1460.2649,5.894
16,000829,天音控股,21.1907,1750.5447,-6.5605,7.6976,264.1975,-7.5254
17,002522,浙江众成,15.9958,1645.1695,-1.2404,13.4065,75.0,2.2035
18,600082,海泰发展,8.2889,1484.4447,1.8221,-11.0895,1452.9412,1.8221
19,600817,ST宏盛,98.7868,1433.8149,7.0318,14.6791,-114.8936,6.1105
20,600621,华鑫股份,28.4306,1418.8026,-0.8879,16.9686,100.0,-0.09699999999999999
21,300020,银江股份,-4.3225,1275.0729,2.0739,3.4243,950.0,2.1977
22,000668,荣丰控股,162.30700000000002,1269.677,-1.9883,-12.3592,1400.0,-6.2387
23,300686,智动力,194.0792,1229.789,30.6215,64.5293,933.4061,17.2284
24,000700,模塑科技,9.2949,1103.2758,-7.9213,6.3804,1050.0,-7.9171
25,300080,易成新能,137.3501,1100.0008,154.9406,69.8641,284.3775,164.7113
26,600052,浙江广厦,-83.9173,1011.7068,47.8286,-43.2419,1050.0,47.8286
27,002458,益生股份,152.5615,1009.581,110.0732,48.2425,540.0,111.3372
28,000708,中信特钢,506.0887,996.4396,549.3517,832.7439999999999,45.2184,475.291
29,001872,招商港口,404.7459,956.2275,1491.4216,1974.0155,95.8748,613.8413
30,002263,*ST东南,9.878,933.2304,-0.2111,-25.558000000000003,640.7407,1.8046
31,600510,黑牡丹,110.0708,907.9539,18.315,12.1689,454.5455,10.8761
32,000023,深天地A,27.3556,874.8757,22.923000000000002,11.255,407.7922,14.8048
33,300483,沃施股份,490.4152,872.1756,819.8088,335.4615,881.6667,274.144
34,601008,连云港,12.2584,872.0266,30.7858,34.4594,0.0,-1.2409999999999999
35,603315,福鞍股份,135.1745,866.735,30.0643,36.0927,594.0217,30.0911
