,code,name,mbrg,nprg,nav,targ,epsg,seg
0,002517,恺英网络,622.5372,88208.0155,411.601,360.1199,,412.0237
1,000150,宜华健康,31.5893,44797.5938,60.8218,36.0961,107850.0,60.238
2,600508,上海能源,-4.9027,26526.3463,3.5965,-0.5112,1950.0,5.1715
3,000703,恒逸石化,-0.2917,20858.3079,77.7501,13.1376,3800.0,105.0322
4,002674,兴业科技,3.4844,9004.4674,47.6474,0.9261,8646.6667,47.6474
5,002485,希努尔,-31.4685,8946.1072,1.7773,-8.2603,,1.7773
6,600771,广誉远,124.7842,8822.4468,13.3264,4.3201,3900.0,7.5681
7,002067,景兴纸业,18.1089,7584.1459,5.3381,-6.5288,1500.0,5.774
8,000038,深大通,300.97900000000004,7573.6039,3241.6782,807.3528,3903.3333,4324.22
9,002137,麦达数字,122.7443,4352.2921,216.5606,214.9398,3945.9016,217.5751
10,300132,青松股份,-7.8723,4220.5536,5.6151,-32.0194,4376.9231,5.6151
11,600745,闻泰科技,1748.8361,3415.5286,62.3254,85.5318,-350.0,65.7864
12,601212,白银有色,12.7157,3316.3261,,,-820.0,
13,300073,当升科技,62.3863,3200.4226,6.3307,16.7293,2829.0598,6.3307
14,600075,新疆天业,182.2762,2823.9865,110.5267,162.504,1500.0,143.8854
15,600984,建设机械,162.98,2566.3114,27.2765,8.0833,915.5963,27.2455
16,600810,神马股份,-22.9581,2545.6466,8.3433,6.2835,742.5,5.6623
17,002243,通产丽星,3.2159,2282.0673,2.1407,-3.5612,-745.9459,1.9335
18,002607,中公教育,20.2017,2108.7917,122.0324,16.5857,983.3333,128.246
19,300348,长亮科技,66.6802,2026.2982,56.577,57.0305,934.1837,55.56
20,000813,德展健康,167.1861,1995.0156,54.161,14.5113,3914.1892,99.5032
21,300094,国联水产,30.4773,1989.317,3.2355,3.3462,700.0,3.2355
22,600283,钱江水利,3.8025,1908.5839999999998,-3.5424,9.4835,-525.0,-13.7869
23,002127,南极电商,16.6423,1872.191,191.7879,192.1901,900.0,207.7287
24,000890,法尔胜,43.2101,1794.0469,-21.8533,138.8623,4489.7436,-24.5828
25,600233,圆通速递,1554.3219,1789.6288,507.7723,576.8912,105.1954,640.7568
26,000766,通化金马,266.07099999999997,1756.3045,227.38,199.3143,1076.0,224.4526
27,600718,东软集团,1.7718,1696.2411,47.5576,14.3466,1176.9231,43.6277
28,600576,祥源文化,248.9477,1669.1112,241.0581,-1.6203,358.3333,258.6453
29,600515,海航基础,459.6233,1488.4792,2325.6659,2181.4539999999997,165.9574,1780.6038
30,300323,华灿光电,53.2204,1478.7663,87.6926,41.9244,1325.7576,87.6926
31,002407,多氟多,44.2473,1433.2112,61.0783,45.7854,361.5385,68.2073
32,002006,精功科技,81.0451,1409.0764,7.3221,6.5414,1100.0,7.6535
33,000868,*ST安凯,10.4086,1399.4751,1.4719,61.0723,-20.0,1.7739
34,600702,舍得酒业,34.719,1287.1335,2.5538,-2.9306,1288.8889,2.5538
35,300209,天泽信息,127.3561,1204.2383,112.8493,136.298,844.6512,114.8648
36,600715,文投控股,768.8084,1165.5813,14.4352,7.9522,120.0,14.0779
37,000034,神州数码,7079.8542,1157.3377,1242.5536,3489.7401,666.2162,1240.9483
38,002746,仙坛股份,14.8094,1144.5762,100.9208,63.5161,1144.4444,100.8069
39,600789,鲁抗医药,4.2701,1143.6189,3.7799,2.0271,3600.0,2.3908
40,600797,浙大网新,-26.2509,1074.2265,32.7837,-13.7561,1600.0,37.387
41,002425,凯撒文化,-27.2707,1060.3815,68.2807,53.7046,146.7532,74.1147
42,300023,宝德股份,218.2274,1023.9027,9.769,96.6944,456.5,8.6238
43,300063,天龙集团,410.5766,1016.4348,203.5999,172.0437,494.5378,226.6031
44,300013,新宁物流,61.8733,982.7133,-6.6109,-1.8618,1540.0,-6.7145
45,000010,*ST美丽,29.24,961.4680000000001,298.6176,145.9244,470.2128,300.0285
46,300089,文化长城,-4.4776,957.166,117.098,93.87299999999999,314.5714,117.0557
47,000687,华讯方舟,107.3112,952.2404,-6.7608,-7.8172,1028.8732,-6.7014
48,000059,华锦股份,-7.9118,926.0987,13.7712,4.3789,1622.3005,16.6922
49,600293,三峡新材,12.4566,919.3285,328.7808,105.2308,935.5932,333.352
50,600980,北矿科技,40.9087,894.2313,120.53399999999999,126.1511,749.2857,120.53399999999999
51,002069,獐子岛,7.0011,872.2224,-13.1522,-8.2221,,-13.1314
52,000561,烽火电子,23.4099,860.3193,14.8986,9.222999999999999,1436.3636,15.5068
53,600053,九鼎投资,174.2371,850.5062,68.1504,61.0229,841.2552,61.7106
54,002079,苏州固锝,44.0907,835.0219,15.8945,16.1676,511.1111,13.93
55,600516,方大炭素,-4.9071,826.3939,1.1085,-10.9584,426.4368,1.6094
56,600113,浙江东日,3.8273,823.5459,-16.8882,-28.209,525.0,-8.0845
57,600730,中国高科,94.3978,797.0579,41.0015,72.5424,388.9289,42.583
58,300242,佳云科技,221.1327,746.1531,318.5397,216.0544,185.8549,318.5397
59,300513,恒实科技,14.3737,726.9203,,,162.6728,
60,002600,领益智造,189.5538,722.1162,87.7456,109.77,433.3333,93.3879
61,000560,我爱我家,31.099,720.9131,5.9134,17.0138,230.8176,5.8918
62,002466,天齐锂业,111.9633,700.3542,44.5891,23.0741,415.9916,49.6771
63,600503,华丽家族,286.9217,698.8104,3.7368,20.2223,659.2233,3.9507
64,002155,湖南黄金,15.8599,658.113,25.9147,10.6531,387.5648,26.4608
65,002624,完美世界,577.3043,656.9527,804.8849,483.3368,258.8235,727.8889
66,600736,苏州高新,176.97400000000002,650.9219,19.3227,-4.8805,308.5142,8.0599
67,002670,国盛金控,-25.0004,645.4388,1348.9536,1687.575,181.9054,1358.9073
68,000936,华西股份,-2.2848,641.659,79.3738,114.0485,617.6471,86.896
69,600512,腾达建设,4.324,615.0333,122.3739,39.2226,150.0,123.0672
70,000736,中交地产,365.6199,605.2093,-12.5103,91.0056,357.1429,-9.3649
71,300331,苏大维格,9.0743,593.755,0.7433,-1.1079999999999999,140.0,1.8298
72,002182,云海金属,22.0219,587.7878,30.7519,7.8051,327.0588,50.5354
73,300324,旋极信息,89.7331,586.9661,102.9066,78.2911,136.789,94.803
74,002124,天邦股份,6.7715,565.6344,114.7258,20.1645,113.9609,132.2878
75,600798,宁波海运,3.9171,562.8892,2.6109,-0.6392,369.0265,1.9373
76,600405,动力源,25.8414,547.2114,10.1214,24.9979,562.5,10.0942
77,300215,电科院,48.1272,546.6397,40.2252,11.1321,600.0,44.0434
78,000587,金洲慈航,4.5255,542.0028,490.9004,803.5972,214.2857,479.8623
79,002714,牧原股份,100.3979,531.5238,130.5799,94.3735,193.1034,130.5799
