,code,name,mbrg,nprg,nav,targ,epsg,seg
0,002027,分众传媒,2005.5739999999998,60629.8216,988.2193,2071.7937,5160.0,957.1185
1,300353,东土科技,80.3716,42277.9258,162.7259,160.4301,404.0,161.66
2,000150,宜华健康,17.9688,25442.8018,54.9842,19.5127,25792.7711,54.7711
3,600297,广汇汽车,60704.5759,21105.9669,2252.3332,4762.8955,1174.2857,2157.0613
4,002067,景兴纸业,26.6006,19043.3926,5.2442,-0.6859999999999999,,5.6921
5,600303,曙光股份,0.7493,15014.1318,4.0737,17.0307,,8.8193
6,600390,五矿资本,39.6873,12906.7737,32.7939,2.2216,23500.0,36.5514
7,002579,中京电子,42.6344,6073.6495,16.7979,24.5067,2400.0,17.342
8,300324,旋极信息,146.3715,5788.1783,83.9466,120.3475,987.1429,86.7908
9,000913,钱江摩托,-14.2277,5414.3818,-6.2344,-7.8588,900.0,-6.8909
10,600333,长春燃气,-17.328,5147.6582,-16.2676,6.0409,900.0,-16.2064
11,300131,英唐智控,975.5776,4668.8346,239.0418,220.6146,2587.5,243.3469
12,002411,延安必康,240.8553,4314.0383,777.6001,718.9219,1756.0,792.9234
13,300092,科新机电,20.0582,3886.1168,-9.6563,-9.6882,0.0,-7.7984
14,002239,奥特佳,848.4789999999999,3711.328,520.1566,882.155,1300.0,520.0035
15,600515,海航基础,14.3919,2865.6781,8.7035,1.5079,2200.0,8.7035
16,002074,国轩高科,813.9362,2836.5976,534.0053,496.6395,775.0,564.1966
17,600100,同方股份,-6.3711,2639.7867,24.6177,16.75,2681.6165,34.8803
18,600981,汇鸿集团,183.0592,2623.3795,680.0961,489.7993,426.3158,645.0458
19,300251,光线传媒,151.3755,2504.5515,8.3336,1.9780000000000002,3400.0,7.5202
20,000792,*ST盐湖,31.3039,2319.3021,27.7284,15.9461,821.4286,30.3633
21,002517,恺英网络,650.89,2310.6141,44.2599,88.9292,650.0,44.1112
22,002298,中电兴发,186.8435,2267.1857,137.1783,132.0874,803.8462,135.5087
23,300048,合康新能,87.4064,2190.8813,52.4912,61.9384,1400.0,56.216
24,002053,云南能投,-13.7932,2178.6248,104.1683,7.5831,123.0769,109.875
25,600113,浙江东日,129.4548,2055.2044,-24.1942,-26.6886,1066.6667,-15.8061
26,600129,太极集团,-2.5179,2025.7179,0.4858,-5.7129,4388.3333,55.7664
27,300343,联创股份,113.72399999999999,1976.4212,212.3609,400.3768,1620.9677,260.4035
28,002113,ST天润,5.9949,1954.1027,-3.4683,-5.9014,2133.3333,-3.4683
29,002208,合肥城建,279.6098,1922.5207,13.9753,3.0219,1845.614,8.4927
30,600688,上海石化,-15.6162,1719.1131,26.0019,-2.7533,2020.0,26.3183
31,300156,神雾环保,176.6819,1697.1305,24.6356,68.5317,1100.0,27.2288
32,002407,多氟多,17.3308,1615.0987,48.4637,38.3936,1025.0,51.7913
33,300242,佳云科技,273.14099999999996,1588.2179,310.7103,228.4755,350.0,310.7103
34,000957,中通客车,106.6817,1507.3310000000001,110.7486,103.2797,1050.0,111.7323
35,002366,台海核电,127.0079,1435.8095,120.2445,359.6784,331.0,105.3877
36,000025,特力A,-1.9247,1336.3099,5.7985,-19.4721,546.875,5.8271
37,002806,华锋股份,27.8296,1192.2979,,,,
38,600318,新力金融,-43.1501,1176.2895,116.646,217.0303,700.0,12.706
39,002175,*ST东网,97.6313,1109.7311,90.6497,126.3635,268.4211,78.3156
40,300317,珈伟新能,71.6615,1033.6239,287.8452,367.5622,276.6355,298.942
41,000667,美好置业,290.595,1023.2974,8.0417,-0.405,741.6667,8.3368
42,002418,康盛股份,15.9715,1010.7560000000001,-3.197,23.6917,500.0,-7.8073
