,code,name,mbrg,nprg,nav,targ,epsg,seg
0,600687,*ST刚泰,0.9883,288795.9326,15.6642,1.8884,18300.0,27.3543
1,600705,中航资本,2836.4909,64624.7178,1098.8728,6233.7848,4682.6087,520.0949
2,000156,华数传媒,75.6185,13701.8817,,1044.4089,10640.7407,-430.8719
3,600280,中央商场,21.8847,12246.9775,40.0879,31.7023,12771.4286,40.1019
4,600340,华夏幸福,56.7095,11838.419,34.7149,69.8241,1666.6667,80.9484
5,000975,银泰黄金,-87.1097,7786.4326,357.2129,293.5003,5450.0,268.9694
6,600238,ST椰岛,131.4169,7614.4334,31.4444,10.636,3376.9231,29.8731
7,002016,世荣兆业,69.046,6275.238,51.7284,32.2593,8800.0,60.9256
8,300118,东方日升,-8.5238,5895.4236,-20.9,-1.0253,1260.0,-20.3188
9,000409,ST地矿,92.6499,5811.3846,2172.6853,2369.0699,1886.755,2172.6853
10,600664,哈药股份,4.6741,4979.1299,10.42,0.3775,-949.6503,10.703
11,000011,深物业A,614.3875,4228.4651,53.1214,2.1725,4210.8696,53.1617
12,600532,宏达矿业,-42.8107,2215.7454,407.8453,103.03200000000001,400.0,371.2262
13,600641,万业企业,373.8402,2113.2489,2.4683,4.3675,761.1111,2.9974
14,002180,纳思达,11.3719,1911.0006,1.281,5.0206,1000.0,0.8173
15,000739,普洛药业,84.68,1832.5397,105.834,118.9751,628.3951,107.3051
16,600121,郑州煤电,-2.7197,1612.9823,116.4656,42.2011,265.2174,77.9363
17,002239,奥特佳,47.5516,1545.1295,9.1501,5.4016,1400.0,9.1501
18,600193,ST创兴,73.2631,1528.5852,32.5703,39.1997,840.0,29.4556
19,600658,电子城,1465.0308,1491.3616,31.8411,18.4071,1566.6667,30.8321
20,600025,华能水电,58.4952,1318.1468,11.9421,18.866,,11.6062
21,600336,澳柯玛,0.856,1309.9138,41.3632,13.6796,1300.0,41.6596
22,000899,赣能股份,-11.2194,1003.553,22.469,-3.5571,1000.578,22.6401
23,300233,金城医药,40.8367,990.6485,3.1474,4.7586,1100.0,3.1474
24,600287,江苏舜天,25.1405,966.304,-0.9857,-0.1748,1144.2308,3.523
25,600568,中珠医疗,241.4626,964.442,10.2425,6.4476,430.0,8.0613
26,600735,新华锦,24.7064,884.0258,134.8093,105.2563,1392.5926,130.3606
27,000539,粤电力A,64.436,872.2710000000001,69.0355,71.3817,333.3333,62.4422
28,600580,卧龙电驱,15.6312,856.6663,5.4879,-4.5851,1036.6197,5.2801
29,600578,京能电力,142.8884,820.1812,284.8842,200.0314,170.0,275.9066
