,code,name,mbrg,nprg,nav,targ,epsg,seg
0,000409,ST地矿,217.5231,230989.0866,2337.5471,2682.5,82400.0,2337.5471
1,000008,神州高铁,3969.9134,19659.8311,654.3924,702.4485,4575.0,654.3924
2,000056,皇庭国际,-71.1961,12609.8586,,377.1474,4909.1324,-6411.3874
3,000672,上峰水泥,2409.1637,9836.5424,4805.8744,3670.8995,2900.0,4760.4965
4,000519,中兵红箭,576.9959,8214.3081,523.207,618.3783,1708.6957,536.5102
5,600238,ST椰岛,27.3312,6360.3863,35.454,-8.4319,4476.3636,33.7224
6,600287,江苏舜天,3.38,5126.2837,36.0145,2.3295,7772.2772,39.5588
7,002129,中环股份,61.2622,3716.6079999999997,89.6946,32.6792,1590.3226,104.62899999999999
8,002016,世荣兆业,225.0622,2774.5546,67.6553,26.9516,3300.0,55.7595
9,000791,甘肃电投,417.4269,2603.8776,964.0088,1633.1594,635.3947,993.6494
10,600988,赤峰黄金,595.26,2591.8421,,777.7116,-100.0,-1413.4162
11,000975,银泰黄金,45.9321,2408.0593,368.5624,314.2999,1222.9075,281.0749
12,000545,金浦钛业,807.1016,2103.4887,,426.1315,1300.0,-1853.7176
13,600596,新安股份,14.2724,2075.8520000000003,9.7842,-0.6542,4611.5044,10.3852
14,300011,鼎汉技术,87.3834,1966.5892,5.5391,11.6835,810.9756,5.864
15,000670,*ST盈方,14.5346,1706.0039,26.9607,51.1067,1708.3333,3.8669
16,002198,嘉应制药,28.4813,1530.4784,6.2313,3.925,1544.898,6.2313
17,600389,江山股份,11.7578,1461.0003,24.3422,-2.568,1926.5411,24.3422
18,600641,万业企业,342.8409,1385.2399,5.824,8.2843,1365.5462,7.6525
19,600337,美克家居,3.9943,1378.4267,5.8463,-2.5759,1800.0,5.8463
20,600567,山鹰纸业,38.1319,1362.8787,62.9321,117.1842,1000.0,63.6211
21,002305,南国置业,683.8123,1330.1429,34.8499,2.9578,1330.9524,33.6941
22,600629,华建集团,24.9677,1299.3815,34.6254,32.635999999999996,308.6022,-1.225
23,000906,浙商中拓,1.2002,1285.6519,1.0243,17.7844,700.0,2.0284
24,000488,晨鸣纸业,0.5855,1263.0874,-1.4226,1.8509,333.3333,3.9817
25,002239,奥特佳,17.554000000000002,1105.265,35.7487,44.6088,1125.0,20.3341
26,600257,大湖股份,6.8858,1061.6652,33.2493,15.1923,1374.0741,35.0249
27,600735,新华锦,75.9952,930.3004,144.791,124.3922,379.4521,133.8921
28,600803,新奥股份,139.0849,914.2454,266.4414,375.3908,287.5,258.2936
29,600562,国睿科技,178.8478,909.2955,113.5748,94.7228,520.0,124.5615
30,601099,太平洋,,869.4254,5.5815,5.6006,860.0,5.5815
31,300097,智云股份,49.0722,856.558,5.872999999999999,3.1891,280.0,5.8555
32,000739,普洛药业,128.8042,807.1555,115.0965,115.0058,157.541,116.4123
33,002013,中航机电,840.4976,765.3865,756.0169999999999,1615.2878,245.4545,682.043
34,000055,方大集团,27.8826,748.3036,2.6097,10.7674,250.0,3.5961
