,code,name,mbrg,nprg,nav,targ,epsg,seg
0,603363,傲农生物,30.5103,857.133,53.1138,65.1843,775.0,18.0132
1,300208,青岛中程,-52.3917,706.1055,-16.4575,-1.1403,200.0,-16.4425
2,000534,万泽股份,31.6702,587.8806,10.970999999999998,1.4457,129.5,9.6619
3,002829,星网宇达,23.2445,564.7677,0.4943,-8.1741,133.3333,2.48
4,600549,厦门钨业,-7.2895,510.7543,8.9213,0.4961,-373.7968,3.0817
5,300636,同和药业,18.2279,253.2237,8.8624,49.6436,253.2374,8.8624
6,688358,祥生医疗,31.4471,210.9035,,,144.4444,
7,002859,洁美科技,44.5271,166.9272,3.2466,7.7828,163.1579,3.2466
8,600396,金山股份,0.5185,151.1353,-1.3554,-1.0182,114.2857,8.4515
9,002296,辉煌科技,-29.7444,128.6841,6.9899,-2.648,141.4286,7.3181
10,300059,东方财富,102.3122,126.4832,26.8927,19.3795,75.5735,26.8927
11,000656,金科股份,18.9601,125.0293,37.0501,32.5284,75.0,26.1578
12,002261,拓维信息,21.8107,111.3893,-0.2753,-3.6247,-16.6667,-0.1662
13,688166,博瑞医药,45.1581,111.0707,71.4301,65.9918,100.0,71.4301
14,601865,福莱特,29.1323,97.0127,17.53,27.1221,83.3333,17.53
15,300770,新媒股份,57.788000000000004,96.0832,196.2496,157.0508,47.3684,196.5424
16,600812,华北制药,-17.0979,94.9235,2.5738,14.6056,105.2632,2.7828
17,002838,道恩股份,-8.0198,83.7534,17.9351,18.7257,21.4286,17.8631
18,002324,普利特,-24.4355,81.8433,4.1904,10.8623,66.6667,4.4405
19,603058,永吉股份,18.2594,81.0849,15.2538,23.9063,83.3333,16.2361
20,300414,中光防雷,-34.8147,74.9624,4.7502,3.5869999999999997,-9.6192,5.0446
21,002661,克明面业,12.8278,69.7243,2.1983,14.3904,74.7312,2.1983
22,603866,桃李面包,15.7865,60.4733,11.15,34.8831,14.6465,11.15
23,002223,鱼跃医疗,15.8,54.3979,12.0761,23.5068,52.68,12.402000000000001
24,600433,冠豪高新,-23.4778,52.2176,1.5056,-1.401,49.6,1.6274
25,603189,网达软件,21.7457,51.9631,6.1932,10.7542,40.0,6.1932
26,300707,威唐工业,6.4015,49.9569,5.9441,7.3378,50.5362,4.5882
27,300031,宝通科技,6.3773,48.8906,13.8828,28.3213,39.3747,14.7047
28,603185,上机数控,261.5852,48.4338,11.9992,70.0299,5.9701,11.9992
29,002916,深南电路,15.4718,48.2622,34.8512,41.1099,22.3881,34.843
30,300624,万兴科技,14.7649,44.7836,18.8065,27.9228,28.125,15.5194
31,300529,健帆生物,28.3607,42.1147,27.0603,24.2503,41.9355,27.3267
32,300628,亿联网络,21.954,40.1773,27.6106,33.8691,-29.9153,27.6106
33,000739,普洛药业,1.5256,39.9537,13.5109,23.6432,39.9787,13.5109
34,300620,光库科技,1.3304,37.216,12.7226,5.7479,40.1274,12.568
35,300496,中科创达,32.0218,36.5936,21.256,34.1241,29.9299,22.7267
36,000055,方大集团,-38.2764,35.3868,7.0151,6.5632,33.3333,6.0401
37,603889,新澳股份,-31.901,34.4569,2.1335,4.1959,8.3333,1.6825
38,002978,安宁股份,22.1466,33.2648,,,33.2664,
39,000799,酒鬼酒,-9.6821,32.2364,14.6574,11.1518,32.2451,14.6574
40,300690,双一科技,24.9312,31.9763,13.1356,22.2273,31.25,13.2097
41,000529,广弘控股,7.9905,31.0669,14.6071,26.7991,40.0,14.3735
42,603939,益丰药房,23.4276,29.8114,13.4749,21.8085,29.4118,12.0695
