,code,name,mbrg,nprg,nav,targ,epsg,seg
0,600705,中航资本,2776.7963,38417.2645,1018.2524,5538.5014,3321.0526,485.3586
1,600073,上海梅林,197.09599999999998,5862.3323,136.2657,106.228,170.0,134.8597
2,000629,攀钢钒钛,-67.7388,4236.319,-1.5668,-44.4321,7275.0,0.8828
3,002181,粤传媒,400.645,2310.7027,194.5206,179.0941,1098.5401,194.5574
4,300087,荃银高科,91.167,2250.8556,7.6704,19.8991,669.0,3.2552
5,000525,红太阳,36.4206,2131.5711,10.8316,12.5985,15737.037,11.2023
6,600850,华东电脑,177.9417,2018.4456,266.7194,216.0402,-1121.49,329.7143
7,002204,大连重工,863.9015,1799.7145,417.0566,622.1639,580.0,440.79699999999997
8,600027,华电国际,8.8537,1536.8488,14.7904,8.8218,1400.0,15.3196
9,600604,市北高新,-68.5539,1419.8492,539.8425,82.7083,1909.8039,538.4831
10,000903,云内动力,-2.5093,1380.82,-0.0885,14.384,111.4286,1.2529
11,600305,恒顺醋业,14.7053,1324.2632,3.4868,-1.3564,489.1473,3.2455
12,600145,*ST新亿,-74.8277,1285.1773,-8.8931,-44.2863,5880.0,-5.7757
13,600353,旭光股份,6.7589999999999995,1281.0496,21.2974,20.1694,1204.878,21.2974
14,000048,京基智农,15.0324,1105.4568,,52.5997,2596.6667,-418.6442
15,600193,ST创兴,-46.1877,1068.6805,4.0959,13.8041,766.6667,5.3016
16,600973,宝胜股份,24.3472,965.9209,18.3046,17.4849,704.2945,13.215
17,000007,全新好,83.3453,929.9076,5.9839,123.64,5775.0,5.9837
18,002039,黔源电力,83.6037,881.539,11.7352,5.1781,1688.1944,6.7743
19,600297,广汇汽车,-6.1373,813.0285,8.2159,-35.4763,813.1944,9.7392
20,000595,宝塔实业,-22.035,775.6807,8.5152,-7.1195,740.0,8.5152
21,600637,东方明珠,-14.1544,766.9679,114.4654,3.1843,501.3746,122.3585
22,002374,丽鹏股份,7.5847,686.9125,6.175,12.7981,3200.0,6.2972
23,600689,上海三毛,7.1916,678.0112,3.4927,1.2122,491.5493,8.9852
24,000757,浩物股份,-19.1212,673.3617,,-20.1876,2189.6552,-103.0268
25,000895,双汇发展,11.0152,579.9728,183.0122,113.6934,315.3528,212.7839
26,600397,安源煤业,1040.5068,562.9467,391.1304,273.2089,289.9749,379.4276
27,000737,ST南风,-5.593999999999999,534.2792,31.4886,-0.0805,2458.5284,151.9352
28,600116,三峡水利,5.7239,523.5758,9.1752,11.4892,460.0,10.3607
29,600452,涪陵电力,9.0031,513.5071,14.8874,-10.1302,512.2449,15.0265
30,000607,华媒控股,-0.9729,506.1013,10.9501,15.639000000000001,788.8889,4.349
31,002174,游族网络,145.6138,471.9639,26.506999999999998,76.2234,9.5238,1.7675
