,code,name,mbrg,nprg,nav,targ,epsg,seg
0,002459,晶澳科技,5884.1633,25981.8869,552.4453,1820.8852,12600.0,528.4245
1,300552,万集科技,384.0957,13976.7896,116.6032,141.2675,13516.6667,117.068
2,002379,宏创控股,89.6509,3652.1779,26.1786,74.1791,3667.7419,26.1786
3,600732,爱旭股份,3772.7221,2928.8803,425.7409,1287.9106,933.5196,345.2343
4,601808,中海油服,41.8724,2750.9741,6.439,1.8944,3443.2432,6.3838
5,300686,智动力,167.6984,2270.5628,33.7201,62.1275,1908.3851,21.8435
6,002367,康力电梯,18.4775,1604.3122,-6.53,5.2118,1527.1795,-6.5532
7,300129,泰胜风能,50.6952,1578.3136,5.1096,23.5115,1363.0137,4.8547
8,300115,长盈精密,0.3436,1240.8981,-1.8136,-1.6797,119.8582,-2.4874
9,002714,牧原股份,51.0389,1099.9072,131.3424,77.2228,1558.8235,88.0319
10,300598,诚迈科技,23.6179,1045.3889,39.4349,42.5786,964.1709,40.0749
11,600469,风神股份,-4.8956,1028.7005,3.9311,0.7998,1133.3333,3.9311
12,000708,中信特钢,477.5826,956.296,473.9907,845.3753,59.4714,473.2765
13,603363,傲农生物,0.4545,879.8016,27.2208,48.9145,0.0,1.7538
14,300682,朗新科技,192.3094,864.3235,249.7776,178.4024,440.3642,241.0197
15,000555,神州信息,11.7729,707.1795,5.9446,0.5534,792.2197,5.5249
16,300483,沃施股份,352.0213,691.1078,23.9739,10.0388,703.3333,44.3227
17,600587,新华医疗,-14.7504,603.7564,12.7643,-6.2354,3433.3333,26.4473
18,600871,石化油服,19.6221,543.58,17.0542,1.9123,500.0,17.0542
19,300092,科新机电,24.9788,532.3804,9.2729,21.0559,540.0,7.3449
20,000514,渝开发,60.2988,524.6817,7.8158,-1.0525,948.3221,8.839
21,002243,通产丽星,56.9909,512.2986,254.9682,334.1153,104.7111,213.4499
22,603501,韦尔股份,243.9293,509.671,383.7908,279.9285,137.5,384.63
23,002458,益生股份,143.2617,505.6478,124.7711,79.2096,250.9259,125.7264
24,300680,隆盛科技,79.4447,411.9902,5.9437,13.3006,700.0,4.3044
25,601628,中国人寿,,394.4202,26.6176,14.5136,425.64099999999996,26.8219
26,000750,国海证券,,386.1761,3.3395,4.9725,500.0,3.2163
27,603727,博迈科,241.4039,384.4872,-2.8457,13.0421,400.0,-2.8457
28,002205,国统股份,6.3842,363.8073,-5.3979,8.5872,25.6944,-9.0879
29,603887,城地股份,132.0053,358.9544,285.5033,276.887,216.0,285.1102
30,002909,集泰股份,8.946,357.2109,14.3514,13.8342,363.6364,12.7341
31,002797,第一创业,,343.0571,3.8215,5.9879,305.5556,2.7399
32,300223,北京君正,30.6855,334.0199,8.1824,9.3064,332.3442,8.1824
33,603189,网达软件,47.7128,330.2794,2.5389,8.4503,300.0,2.5389
34,300118,东方日升,47.703,328.3935,11.4851,36.3546,326.9231,10.9989
35,000531,穗恒运A,3.5156,323.6353,8.922,12.8513,401.505,4.1707
36,601069,西部黄金,285.6044,322.5032,1.6514,-1.2122,322.2222,1.6514
37,600135,乐凯胶片,14.6917,322.01,30.7237,25.9241,332.1519,30.8304
38,603508,思维列控,66.658,320.4696,63.8433,73.4905,252.1368,63.8228
39,603776,永安行,10.7174,319.9984,62.3468,55.3923,202.2472,62.5819
40,600751,海航科技,-2.7696,316.9948,5.4677,-0.9492,800.0,3.9797
41,600719,大连热电,4.9413,316.3938,1.2698,9.5082,317.9104,1.2698
42,688278,特宝生物,62.7693,301.7634,12.8779,11.594000000000001,350.0,12.8779
43,600794,保税科技,37.584,279.2409,7.2145,-9.6926,333.3333,7.928999999999999
44,000619,海螺型材,16.9541,254.9621,1.6787,6.8926,19.2593,0.754
45,600866,星湖科技,22.1741,253.7161,58.9563,46.4164,209.0076,58.9563
